업종,업소명,주요품목,가격,연락처,주소,"주소_구,군",keyword,평점
한식_육류,금당촌,돼지갈비200g,13000원,062-974-2236,광주광역시 광산구 첨단내촌로70번길 72-1,광주광역시 광산구 첨단내촌로70번길 72-1,광주광역시 광산구 금당촌,5.0
한식_육류,으뜸식육식당,생고기비빔밥,6000원,062-955-6625,광주광역시 광산구 신가삼효로 8-14,광주광역시 광산구 신가삼효로 8-14,광주광역시 광산구 으뜸식육식당,5.0
이미용업,성숙헤어,컷트,10000원,010-2601-5502,광주광역시 북구 서양로 166,광주광역시 북구 서양로 166,광주광역시 북구 성숙헤어,0.0
한식_육류,사조숯불갈비,김치찌개,7000원,062-953-1387,광주광역시 광산구 목련로 96,광주광역시 광산구 목련로 96,광주광역시 광산구 사조숯불갈비,별점 없음
이미용업,초이스헤어샵,파마,20000원,062-431-3939,광주광역시 광산구 월곡반월로 58,광주광역시 광산구 월곡반월로 58,광주광역시 광산구 초이스헤어샵,0.0
이미용업,머리하는날,파마,15000원,062-945-3695,광주광역시 광산구 송도로 322,광주광역시 광산구 송도로 322,광주광역시 광산구 머리하는날,5.0
목욕업,은성목욕탕,목욕료,5000원,062-951-5884,광주광역시 광산구 월곡로 39,광주광역시 광산구 월곡로 39,광주광역시 광산구 은성목욕탕,5.0
목욕업,일곡녹차사우나,목욕료,5000원,062-576-7801,"광주광역시 북구 일곡마을로 10-1, 청솔@상가동 120호, B101호 (일곡동)","광주광역시 북구 일곡마을로 10-1, 청솔@상가동 120호, B101호 (일곡동)",광주광역시 북구 일곡녹차사우나,3.0
한식_일반,담양숯불갈비,김치갈비양념전골,8000원,062-266-1799,광주광역시 북구 호동로10,광주광역시 북구 호동로10,광주광역시 북구 담양숯불갈비,3.8
이미용업,아름다운갈색머리,컷트,8000원,062-523-8652,광주광역시 북구 필문대로11번길 12 (풍향동),광주광역시 북구 필문대로11번길 12 (풍향동),광주광역시 북구 아름다운갈색머리,0.0
한식_일반,엄마손식당,된장찌개,7000원,062-529-3047,광주광역시 북구 무등로262번길 9,광주광역시 북구 무등로262번길 9,광주광역시 북구 엄마손식당,4.2
이미용업,가위소리,남자컷트,7000원,062-521-1892,광주광역시 북구 서림로 32(임동),광주광역시 북구 서림로 32(임동),광주광역시 북구 가위소리,0.0
중식,청송반점,자장면,5000원,062-525-2373,광주광역시 북구 천변우로 257번길 24(누문동),광주광역시 북구 천변우로 257번길 24(누문동),광주광역시 북구 청송반점,0.0
이미용업,정헤어,컷트,10000원,062-529-1326,"광주광역시 북구 비엔날레로 49, 104호(운암동)","광주광역시 북구 비엔날레로 49, 104호(운암동)",광주광역시 북구 정헤어,0.0
이미용업,멋진남자이쁜여자,컷트,10000원,062-269-0997,광주광역시 북구 안산로 25,광주광역시 북구 안산로 25,광주광역시 북구 멋진남자이쁜여자,3.0
한식_일반,말바우구내식당,냉면,7000원,062-262-1350,광주광역시 북구 서방로 81번길 27,광주광역시 북구 서방로 81번길 27,광주광역시 북구 말바우구내식당,1.0
한식_일반,가마솥나주곰탕,비빔밥(생비),8000원,062-525-9696,광주광역시 북구 서방로 82,광주광역시 북구 서방로 82,광주광역시 북구 가마솥나주곰탕,4.6
한식_일반,대바람,생삼겹살(200g),13000원,062-523-5392,광주광역시 북구 서방로 78,광주광역시 북구 서방로 78,광주광역시 북구 대바람,0.0
한식_일반,전라도홍어,홍어회(100g),6000원,062-264-4379,광주광역시 북구 동문대로 85번길 59,광주광역시 북구 동문대로 85번길 59,광주광역시 북구 전라도홍어,0.0
이미용업,동광이발관,컷트(면도포함),10000원,062-262-0147,광주광역시 북구 면앙로 139,광주광역시 북구 면앙로 139,광주광역시 북구 동광이발관,0.0
한식_일반,골목대장,콩나물국밥,4000원,062-563-3434,광주광역시 북구 호동로 9-10,광주광역시 북구 호동로 9-10,광주광역시 북구 골목대장,4.7
한식_일반,옴팡골콩나물국밥,콩나물국밥,5000원,062-262-9885,광주광역시 북구 호동로9-7,광주광역시 북구 호동로9-7,광주광역시 북구 옴팡골콩나물국밥,4.5
중식,현대(반점),자장면,6000원,062-522-0081,광주광역시 북구 청계로 81,광주광역시 북구 청계로 81,광주광역시 북구 현대(반점),3.7
한식_일반,한국,돼지갈비(250g),13000원,062-527-5595,광주광역시 북구 반룡로28번길 27,광주광역시 북구 반룡로28번길 27,광주광역시 북구 한국,1.3
중식,삼호반점,탕수육(中),20000원,062-522-3180,광주광역시 북구 용주로 30번길 9,광주광역시 북구 용주로 30번길 9,광주광역시 북구 삼호반점,4.3
이미용업,애니,컷트,12000원,062-261-4389,광주광역시 북구 서하로233번길 50,광주광역시 북구 서하로233번길 50,광주광역시 북구 애니,0.0
한식_면류,벽옥,냉면,5000원,062-367-3392,광주광역시 남구 군분로 73,광주광역시 남구 군분로 73,광주광역시 남구 벽옥,4.3
세탁업,주공세탁,"양복(상,하)",5000원,062-266-3989,광주광역시 북구 우치로231번길 50,광주광역시 북구 우치로231번길 50,광주광역시 북구 주공세탁,0.0
이미용업,주공이용원,컷트,10000원,062-268-6551,광주광역시 북구 우치로231번길 50,광주광역시 북구 우치로231번길 50,광주광역시 북구 주공이용원,별점 없음
목욕업,황금사우나,목욕료,6000원,062-573-3536,광주광역시 북구 연양로 36,광주광역시 북구 연양로 36,광주광역시 북구 황금사우나,4.0
이미용업,머리헤어,컷트,8000원,062-573-7997,광주광역시 북구 설죽로 407,광주광역시 북구 설죽로 407,광주광역시 북구 머리헤어,5.0
세탁업,남양세탁,세탁료(드라이),5000원,062-573-5585,광주광역시 북구 설죽로 407,광주광역시 북구 설죽로 407,광주광역시 북구 남양세탁,4.3
한식_일반,깨순이김밥,김밥,2500원,062-251-1193,광주광역시 북구 문산로 43-5,광주광역시 북구 문산로 43-5,광주광역시 북구 깨순이김밥,3.6
이미용업,아름다운헤어샵,컷트,7000원,062-262-8584,광주광역시 북구 삼정로 6,광주광역시 북구 삼정로 6,광주광역시 북구 아름다운헤어샵,0.0
한식_일반,범두정,된장찌개,7000원,062-524-2472,광주광역시 북구 동문대로 72-1,광주광역시 북구 동문대로 72-1,광주광역시 북구 범두정,5.0
이미용업,꽃님이미용실,컷트,8000원,062-261-5532,광주광역시 북구 두리봉길21,광주광역시 북구 두리봉길21,광주광역시 북구 꽃님이미용실,0.0
이미용업,현대헤어샵,컷트,7000원,062-261-1852,광주광역시 북구 동문대로204번길 37,광주광역시 북구 동문대로204번길 37,광주광역시 북구 현대헤어샵,0.0
한식_일반,고기마트식육식당,한우생고기비빔밥,10000원,062-264-8043,광주광역시 북구 참판로 235-1,광주광역시 북구 참판로 235-1,광주광역시 북구 고기마트식육식당,0.0
이미용업,벨라샵,성인커트,12000원,062-384-5093,광주광역시 서구 염화로57번길 20(화정동),광주광역시 서구 염화로57번길 20(화정동),광주광역시 서구 벨라샵,5.0
한식_일반,뚱스넥,찌개류,5000원,062-675-7724,광주광역시 남구 제중로 39,광주광역시 남구 제중로 39,광주광역시 남구 뚱스넥,3.0
세탁업,유림종합크리닝,세탁료,5000원,062-367-3677,광주광역시 남구 월산로151번안길 1,광주광역시 남구 월산로151번안길 1,광주광역시 남구 유림종합크리닝,0.0
한식_일반,60년대국밥,국밥류,7000원,062-361-0566,광주광역시 남구 군분로 76,광주광역시 남구 군분로 76,광주광역시 남구 60년대국밥,0.0
중식,평화루,자장면,3000원,062-361-3313,광주광역시 남구 군분로77번길 6-1,광주광역시 남구 군분로77번길 6-1,광주광역시 남구 평화루,4.8
중식,장가계,자장면,6000원,062-653-1233,광주광역시 남구 백서로 67,광주광역시 남구 백서로 67,광주광역시 남구 장가계,4.0
중식,윤호식당,짜장면,5000원,062-652-8182,광주광역시 남구 제중로 30,광주광역시 남구 제중로 30,광주광역시 남구 윤호식당,4.3
한식_일반,행복한양림밥상,야채비빔밥,7000원,062-673-7222,광주광역시 남구 양림로 42,광주광역시 남구 양림로 42,광주광역시 남구 행복한양림밥상,4.0
한식_일반,그린분식,칼국수,7000원,062-672-2797,광주광역시 남구 봉선중앙로134번길 5,광주광역시 남구 봉선중앙로134번길 5,광주광역시 남구 그린분식,5.0
한식_육류,시골농장,삼겹살,15000원,062-364-3226,광주광역시 서구 경열로54번길 3-1(농성동),광주광역시 서구 경열로54번길 3-1(농성동),광주광역시 서구 시골농장,3.7
한식_일반,대정회관,청국장,8000원,062-364-7999,광주광역시 서구 대남대로462번길 3(농성동),광주광역시 서구 대남대로462번길 3(농성동),광주광역시 서구 대정회관,4.0
한식_면류,김강심 칼국수,바지락칼국수,9000원,062-682-8801,광주광역시 서구 회재로 841(매월동),광주광역시 서구 회재로 841(매월동),광주광역시 서구 김강심 칼국수,3.2
세탁업,남진컴퓨터,정장1벌드라이,6000원,062-368-3931,광주광역시 서구 구성로 109-3(양동),광주광역시 서구 구성로 109-3(양동),광주광역시 서구 남진컴퓨터,0.0
한식_일반,수미식당,요일백반,7000원,062-364-0110,광주광역시 서구 월산로165번길 9(농성동),광주광역시 서구 월산로165번길 9(농성동),광주광역시 서구 수미식당,5.0
한식_육류,삼겹살파티,"장삼겹살(장어한마리, 삼겹살340g)",65000원,0507-1422-5576,"광주광역시 서구 상무시민로 99, 2층(치평동)","광주광역시 서구 상무시민로 99, 2층(치평동)",광주광역시 서구 삼겹살파티,2.0
한식_육류,금강식당,생고기(250g),35000원,062-514-9111,광주광역시 서구 천변우하로 373(동천동),광주광역시 서구 천변우하로 373(동천동),광주광역시 서구 금강식당,3.9
한식_일반,진미가람,육회(200g),29000원,062-374-1022,광주광역시 서구 상무중앙로28번길 18(치평동),광주광역시 서구 상무중앙로28번길 18(치평동),광주광역시 서구 진미가람,4.7
한식_일반,장흥한우,생고기비빔밥,8000원,062-371-4455,광주광역시 서구 상무연하로 15(치평동),광주광역시 서구 상무연하로 15(치평동),광주광역시 서구 장흥한우,2.9
한식_육류,이가옹구삼겹살,돼지주물럭백반,9000원,062-371-8388,광주광역시 서구 시청서편로 2(치평동),광주광역시 서구 시청서편로 2(치평동),광주광역시 서구 이가옹구삼겹살,4.5
기타서비스업,세븐노래연습장,1시간,8000원,0507-1318-8331,"광주광역시 서구 시청로56번길 8, 지하1층(치평동)","광주광역시 서구 시청로56번길 8, 지하1층(치평동)",광주광역시 서구 세븐노래연습장,4.3
한식_육류,진성회관,생고기(200g),28000원,062-362-6688,광주광역시 서구 금화로481번길 6-16(농성동),광주광역시 서구 금화로481번길 6-16(농성동),광주광역시 서구 진성회관,4.0
목욕업,공간목욕탕,성인,6000원,062-363-4545,광주광역시 서구 금화로 488(농성동),광주광역시 서구 금화로 488(농성동),광주광역시 서구 공간목욕탕,1.0
한식_육류,예향한우촌,백반,8000원,062-651-8292,광주광역시 서구 풍금로4번길 5(풍암동),광주광역시 서구 풍금로4번길 5(풍암동),광주광역시 서구 예향한우촌,별점 없음
이미용업,뉴욕진헤어,일반펌,30000원,062-366-3436,광주광역시 서구 경열로54번길 8(농성동),광주광역시 서구 경열로54번길 8(농성동),광주광역시 서구 뉴욕진헤어,0.0
세탁업,중흥세탁,양복1벌드라이클리닝,6000원,062-385-2525,광주광역시 서구 상무민주로 104(쌍촌동),광주광역시 서구 상무민주로 104(쌍촌동),광주광역시 서구 중흥세탁,0.0
한식_일반,상해회관,추어탕,6000원,062-351-3666,광주광역시 서구 경열로 151-1(농성동),광주광역시 서구 경열로 151-1(농성동),광주광역시 서구 상해회관,0.0
한식_일반,무등회관,생삼겹(200g),13000원,062-364-2746,광주광역시 서구 죽봉대로111번길 12(광천동),광주광역시 서구 죽봉대로111번길 12(광천동),광주광역시 서구 무등회관,5.0
한식_일반,청송회관,생삼겹(200g),14000원,062-364-6182,광주광역시 서구 광천1길 6-13(광천동),광주광역시 서구 광천1길 6-13(광천동),광주광역시 서구 청송회관,0.0
한식_육류,수목원,삼겹살,13000원,062-382-8800,광주광역시 서구 내방로157번길 4(쌍촌동),광주광역시 서구 내방로157번길 4(쌍촌동),광주광역시 서구 수목원,3.0
한식_일반,명가홍한우,한우생고기(200g),25000원,062-365-3388,광주광역시 서구 경열로14번길 3(농성동),광주광역시 서구 경열로14번길 3(농성동),광주광역시 서구 명가홍한우,별점 없음
숙박업,순천장,숙박,25000원,062-366-0902,광주광역시 서구 경열로 12(농성동),광주광역시 서구 경열로 12(농성동),광주광역시 서구 순천장,0.0
한식_일반,동해회바다,낙지비빔밥,9000원,062-367-1023,광주광역시 서구 경열로26번길 3(농성동),광주광역시 서구 경열로26번길 3(농성동),광주광역시 서구 동해회바다,5.0
한식_육류,1층고깃집,숙성삼겹살(200g),15000원,0507-1368-8883,광주광역시 서구 상무화원로32번길 25-10 1층(치평동),광주광역시 서구 상무화원로32번길 25-10 1층(치평동),광주광역시 서구 1층고깃집,0.0
기타서비스업,히트노래방,1시간,10000원,062-362-9652,광주광역시 서구 내방로 346(화정동),광주광역시 서구 내방로 346(화정동),광주광역시 서구 히트노래방,0.0
세탁업,럭키세탁소,양복1벌드라이클리닝,7000원,062-372-6901,광주광역시 서구 염화로40번길 20(화정동),광주광역시 서구 염화로40번길 20(화정동),광주광역시 서구 럭키세탁소,0.0
이미용업,주주헤어클럽,성인커트,12000원,062-365-0901,광주광역시 서구 화정로 249(화정동),광주광역시 서구 화정로 249(화정동),광주광역시 서구 주주헤어클럽,0.0
한식_일반,수라상,"찌개(된장,순두부,청국장,김치)",6000원,062-234-2002,광주광역시 동구 제봉로 82번길 13-9 (서석동),광주광역시 동구 제봉로 82번길 13-9 (서석동),광주광역시 동구 수라상,5.0
세탁업,우미세탁소,양복1벌드라이클리닝,6500원,062-384-7749,광주광역시 서구 상무민주로 122(쌍촌동),광주광역시 서구 상무민주로 122(쌍촌동),광주광역시 서구 우미세탁소,4.0
한식_일반,소태회관,삼겹살(200g),14000원,062-236-2465,광주광역시 동구 학소로 63 (소태동),광주광역시 동구 학소로 63 (소태동),광주광역시 동구 소태회관,0.0
한식_일반,담양참숯돼지갈비,돼지갈비(250g),14000원,062-676-6077,광주광역시 동구 천변좌로 614-12 (소태동),광주광역시 동구 천변좌로 614-12 (소태동),광주광역시 동구 담양참숯돼지갈비,4.0
중식,황후,짜장면,6000원,062-234-0097,"광주광역시 동구 학소로 91, 1층 (소태동)","광주광역시 동구 학소로 91, 1층 (소태동)",광주광역시 동구 황후,4.0
한식_일반,마쏘라 까망베르,돈가스(L),8000원,062-224-5004,광주광역시 동구 필문대로205번길 19 (지산동),광주광역시 동구 필문대로205번길 19 (지산동),광주광역시 동구 마쏘라 까망베르,4.0
한식_일반,밥's,돈까스,4500원,062-222-2838,"광주광역시 동구 지산로 21, 102호 (지산동)","광주광역시 동구 지산로 21, 102호 (지산동)",광주광역시 동구 밥's,4.7
한식_일반,죽사랑김밥사랑,"찌개(김치,순두부)",5500원,062-227-0988,광주광역시 동구 필문대로 287번길 23-17 (지산동),광주광역시 동구 필문대로 287번길 23-17 (지산동),광주광역시 동구 죽사랑김밥사랑,5.0
한식_일반,태능회관,"돼지갈비(300g)-숯불, 돌판",15000원,062-234-2884,"광주광역시 동구 천변좌로 722,1 층  (용산동)","광주광역시 동구 천변좌로 722,1 층  (용산동)",광주광역시 동구 태능회관,별점 없음
한식_일반,학동김밥,김치찌개,6000원,062-225-3248,"광주광역시 동구 남문로 683,1층 (학동)","광주광역시 동구 남문로 683,1층 (학동)",광주광역시 동구 학동김밥,5.0
한식_일반,대왕김밥(대인동),"찌개(김치,된장,참치,순두부)",5000원,062-529-3363,"광주광역시 동구 구성로204번길 15-6, 1층 (대인동)","광주광역시 동구 구성로204번길 15-6, 1층 (대인동)",광주광역시 동구 대왕김밥(대인동),0.0
한식_일반,화롯불,돼지갈비(250g),14000원,062-224-6119,광주광역시 동구 백서로 168 (서석동),광주광역시 동구 백서로 168 (서석동),광주광역시 동구 화롯불,4.6
