업종,업소명,주요품목,가격,연락처,주소,평점
한식_일반,강릉식당,정식,7000원,051-334-5558,부산광역시 북구 만덕1로 19(만덕동),5
한식_일반,통도야지 김치전골,김치전골,8000원,051-332-1440,부산광역시 북구 금곡대로20번길 11(덕천동),5
한식_일반,어미당,아구찜 소,30000원,051-342-2020,부산광역시 북구 만덕대로 21-1(덕천동),5
한식_일반,장미돼지국밥,국밥,7000원,051-293-4249,"부산광역시 사하구 오작로8번안길 7, B101호(괴정동)",2.6
이미용업,모아미용실,파마,30000원,051-204-8590,부산광역시 사하구 사하로198번길 18(괴정동),0
한식_육류,꿀꿀이왕국,돼지갈비(250g),7000원,051-292--4405,부산광역시 사하구 하신번영로167번길 25(신평동),4
이미용업,선헤어클럽,파마,30000원,051-291-9925,부산광역시 사하구 장평로420번길 7(괴정동),0
한식_일반,동해옥,철판순대구이(수제),11000원,051-204-9594,부산광역시 사하구 제석로18번길 78(당리동),4
한식_일반,가야포차선지국밥,선지국밥,7000원,051-894-6921,부산광역시 부산진구 가야공원로58 (가야동),3.1
한식_면류,서울칼국수,칼국수,3000원,051-868-6601,부산광역시 부산진구 동평로418 (양정동),4.2
한식_일반,고향솥밥,솥밥+순두부,10000원,051-816-7123,부산광역시 부산진구 중앙대로743번길21,별점 없음
한식_일반,정원식당,뼈다귀해장국,8000원,051-628-2824,부산광역시 수영구 부산광역시 수영구 남천바다로10번길 41(남천동),4.5
한식_일반,민속집,오리백숙,50000원,051-818-9995,부산광역시 부산진구 새싹로29번길14-5(부전동),5
한식_면류,연제왕칼국수,왕칼국수(만두포함),7000원,051-853-2209,부산광역시 연제구 연수로87번길 15,4.1
한식_육류,맑은생고기식육식당,삼겹살(120g),8000원,051-867-0311,부산광역시 연제구 연수로87번길 38,5
한식_면류,광화냉면,냉면,8000원,051-253-4823,부산광역시 서구 대영로 73번길 108,4.5
한식_일반,3678통장어,장어탕,8000원,051-242-3678,부산광역시 서구 구덕로 280번길 17,5
기타서비스업,송도대림볼링센터,게임비,3700원,051-245-5530,부산광역시 서구 충무대로 133,3
한식_일반,명문김밥,원조김밥,2000원,051-254-9295,부산광역시 서구 구덕로 124번길 16-1,3.5
기타양식,다니엘 쿠키,초코칩쿠키,1200원,010-****-****,"부산광역시 중구 대청로137번길9, 2층(중앙동3가)",5
한식_일반,민아식당,따로국밥,8000원,051-462-1774,부산광역시 중구 충장대로 9번길 21-1(중앙동4가),2.8
목욕업,천지탕,대인,6000원,010-3838-0884,부산광역시 수영구 수영로606번길126(광안동),4
이미용업,성화미용실,커트,10000원,051-623-6271,"부산광역시 수영구 남천바다로9번길 6, 1층(광안동)",0
한식_분식,로뎀국수칼국수,국수,4000원,051-808-1620,"부산광역시 사상구 주례로27번길 9, 1층 (주례동)",4
한식_일반,행복한오리,점심특선,9000원,051-623-8292,부산광역시 남구 수영로153 (대연동),4.7
양식,탱크돈까스,탱크돈까스,7500원,051-611-0104,부산광역시 남구 수영로219번길56 (대연동),4.5
한식_일반,쭈꾸미국민삼겹,통마리대패100g,4900원,051-523-1114,부산광역시 동래구 명륜로129번길30(명륜동),0
한식_일반,기장가마솥추어탕,추어탕정식(추어탕+돌솥밥),9000원,0507-1322-4644,부산광역시 기장군 일광면 이천길 25-3,4.1
한식_육류,얼쑤대박터지는집,대패삼겹살(90g),3900원,051-723-9282,부산광역시 기장군 기장읍 차성로 338,0
한식_일반,송림시골밥상,시골밥상,8000원,051-304-1917,부산광역시 사상구 삼덕로 57 (덕포동),1
한식_일반,보리고개,보리밥뷔페,6000원,051-305-8598,부산광역시 사상구 사상로342번길 6 (덕포동),0
기타서비스업,파레토네 제과점,소보루(2개),1800원,051-304-5232,부산광역시 사상구 사상로342번길 27 (덕포동),0
한식_육류,삼우정숯불갈비,된장찌개,7000원,051-301-3592,부산광역시 사상구 덕상로 16 (덕포동),5
한식_육류,시골솥단지삼겹살,된장찌개,7000원,051-302-1078,부산광역시 사상구 백양대로768번길 12-6 (덕포동),0
중식,문화관,자장면,5000원,051-317-8586,부산광역시 사상구 학감대로 260 (감전동),별점 없음
한식_일반,오양수산장어구이센터,장어구이(1kg),42000원,051-721-0074,부산광역시 기장군 기장읍 기장해안로 548-3,3.4
한식_기타,오대양횟집,회덮밥,8000원,051-327-9463,"부산광역시 사상구 주례로 12, 1층 (주례동, 광영빌딩)",4.7
한식_육류,행복한오리,생오리,25000원,051-254-5999,부산광역시 서구 충무대로 255번길 9,4
한식_일반,금호식당,까치복국,12000원,051-255-4379,부산광역시 서구 충무대로 177번길 7,4
한식_일반,송도추어탕,어탕국수,8000원,051-255-2122,부산광역시 서구 충무대로 79-1,4.5
숙박업,아비쑝,숙박,40000원,051-253-1684,부산광역시 서구 송도해변로191,별점 없음
목욕업,대영탕,대인,7000원,051-254-9515,부산광역시 서구 구덕로 132번길 9,0
세탁업,동광세탁소,바지,4000원,051-256-9047,부산광역시 서구 충무대로 267번길 6-1,0
기타양식,풍경품은천마,커피,2000원,1067122324,부산광역시 서구 천마산로370,0
한식_일반,바보면가,손칼국수+돈까스,6000원,051-255-8336,부산광역시 서구 임시수도기념로21-10,4.6
이미용업,사랑방미용실,커트,5000원,051-242-8977,부산광역시 서구 대티로 131,0
한식_육류,부산양곱창,특양구이(400g),40000원,051-257-1368,부산광역시 서구 천마로 150-1,5
한식_육류,보거스고깃집,국내산삼겹살(120g),8000원,010-4561-4600,부산광역시 연제구 배산로 22,5
한식_일반,조선국밥,돼지국밥,8000원,051-721-0999,"부산광역시 기장군 기장읍 반송로 1642, 1층",4.4
한식_일반,이가야,호박죽,4000원,051-802-8817,부산광역시 부산진구 새싹로8번길37(부전동),0
한식_일반,양가손만두,잔치국수,4500원,051-894-9870,부산광역시 부산진구 가야대로482번길16(개금동),3.4
한식_일반,충만꼬마김밥,꼬마김밥,3000원,051-581-6667,부산광역시 부산진구 동평로405번길 7(양정동),3.7
한식_일반,미소정 멸치국수,멸치국수,4000원,051-242-8531,부산광역시 서구 대영로 85번길 24-1,5
이미용업,류헤어,커트,6000원,010-2988-3770,부산광역시 수영구 부산시 수영구 광서로 12(광안동),1
한식_일반,남천식육식당,소고기국밥(점심특선),6000원,051-623-2446,부산광역시 수영구 수영로464번길 10(남천2동),4
이미용업,맨인블랙,남성커트,6000원,051-761-0833,부산광역시 연제구 과정로191번가길 62(연산동),0
중식,최짬뽕달인,해물짬뽕,6000원,051-757-3183,부산광역시 연제구 과정로 105-3(연산동),3.6
한식_육류,포항식당,돼지갈비(200g),9000원,051-867-1713,부산광역시 연제구 연동로7번길 12(연산동),3
기타서비스업,유진모터스,엔진오일교환(중형차),70000원,051-758-2046,부산광역시 연제구 마곡천로 2(연산동),5
이미용업,양지미용실,커트,8000원,010-3239-3637,부산광역시 북구 금곡대로20번길 37(덕천동),0
한식_일반,평사리순두부,순두부찌개,8000원,051-867-2988,부산광역시 연제구 중앙천로19번길 40(연산동),3.8
한식_일반,애돈촌돼지국밥,돼지국밥,9000원,051-851-2677,부산광역시 연제구 연제로 27(연산동),4
한식_육류,삼우정식당,삼겹살150g,8000원,051-862-1182,부산광역시 연제구 과정로344번길 26(연산동),0
기타서비스업,책임밧데리,밧데리80L,85000원,051-865-5151,부산광역시 연제구 거제천로 195-1(거제동),5
이미용업,이주연헤어샵,커트,8000원,051-255-7889,부산광역시 사하구 장평로449번길 41 (괴정동),0
중식,신기루,짜장면,4000원,051-294-8888,부산광역시 사하구 낙동대로323번길 10(괴정동),3
한식_일반,헬로갈비,돼지갈비(300g),12000원,051-292-2229,부산광역시 사하구 하신번영로157번길 40(신평동),5
한식_일반,도랑가마솥추어탕,추어탕,9000원,051-204-2071,부산광역시 사하구 낙동대로451번안길 7(하단동),0
한식_면류,홍천손칼국수,칼국수,4000원,051-338-7179,부산광역시 북구 금곡대로20번길 10(덕천동),4.2
양식,돈까스 일번지,등심돈까스,6000원,051-362-5550,부산광역시 북구 효열로235번길 13(금곡동),4.8
중식,북구반점,짜장면,5000원,051-304-7876,부산광역시 북구 낙동대로1570번가길 7(구포동),5
이미용업,헤어드림,커트,15000원,051-623-6036,부산광역시 남구 진남로36번길 31(대연동),0
이미용업,헤어톡,커트,12000원,051-337-7270,부산광역시 북구 은행나무로13(만덕동),0
이미용업,헤어스케치,커트,10000원,051-000-0000,"부산광역시 북구 상학로 5, 1층(만덕동)",0
중식,만복관,자장면,4000원,051-502-5759,부산광역시 동래구 명장로93(명장동),5
한식_일반,시골추어탕,추어탕,8000원,051-556-4048,부산광역시 동래구 명륜로112번가길 35(명륜동),1
이미용업,경희헤어,퍼머,30000원,051-531-3378,부산광역시 동래구 명안로 86번길 17(명장동),0
한식_일반,봉달이 김밥,김밥,2500원,051-502-5757,부산광역시 동래구 사직북로 29(사직동),3.3
한식_기타,먹을래싸갈래,도너츠,800원,051-501-3134,부산광역시 동래구 사직북로 33번길 12(사직동),4.3
한식_육류,미남숯불구이,양념갈비200g,9000원,051-507-7668,부산광역시 동래구 아시아드대로227(온천동),4.8
목욕업,청암탕,목욕료(성인),7000원,051-622-5567,부산광역시 수영구 부산시 수영구 광남로48번길 8(남천동),0
한식_일반,원조본가산곰장어집,장어탕,7000원,051-553-8377,부산광역시 동래구 명륜로 98번길 42(수안동),4
이미용업,선우이발원,커트,7000원,051-556-2804,부산광역시 동래구 금강로 84(온천동),별점 없음
한식_육류,콩백이야기,콩불,7000원,051-405-0767,부산광역시 영도구 동삼동로 7(동삼동),3.3
일식,에끼카레,에끼카레,7000원,051-612-7718,"부산광역시 남구 못골로62, 2층(대연동)",4.6
한식_일반,양가 손만두 큰아들점,라면,3000원,051-622-9870,부산광역시 남구 못골로 66(대연동),3.1
한식_일반,문화복국,은복,8000원,051-621-7040,부산광역시 남구 유엔평화로76번길 28(대연동),4.4
한식_일반,영도해장국집,선짓국,5000원,051-413-3847,부산광역시 영도구 남항로9번길 4(남항동1가),4.5
한식_육류,부산갈매기,삼겹살(120g),9000원,051-412-2911,부산광역시 영도구 대교로2번길 46-1(봉래동3가),5
이미용업,아아이용원,커트,8000원,051-416-4397,부산광역시 영도구 청학동로 27-1(청학동),0
이미용업,대성이용원,커트,8000원,051-417-6472,부산광역시 영도구 청학동로 39(청학동),0
한식_육류,외양간혜림,등심(100g),25000원,051-418-7080,부산광역시 영도구 남항로 23(남항동1가),5
이미용업,희망이용원,커트,5000원,051-416-8716,부산광역시 영도구 대교로2번길 14(봉래동3가),0
한식_육류,미조뒷고기,뒷고기(400g),14000원,051-403-0272,부산광역시 영도구 태종로 724(동삼2동),4
중식,유니짜장,짜장면,5000원,051-417-2457,부산광역시 영도구 꿈나무길 104(영선동2가),4
중식,옛날짜장,자장면,6000원,051-343-3838,부산광역시 북구 덕천2길13,0
이미용업,까꼬뽀꼬,컷트,6000원,051-852-2779,부산광역시 금정구 중앙대로1719번길 29(부곡동),0
기타양식,해피토스트,계란토스트,2000원,051-515-5397,부산광역시 금정구 중앙대로1793번길 40(구서동),별점 없음
중식,청춘탕수육,짜장면,5000원,051-468-3786,부산광역시 중구 대청로135번길18 (중앙동4가),4.5
한식_면류,마산손팥칼국수,팥칼국수,5000원,051-243-7226,부산광역시 서구 자갈치로 10(충무동1가),별점 없음
한식_일반,뚜레박,청국장,6000원,051-246-5233,부산광역시 서구 엄광산로 32(암남동),3.7
일식,미가도횟집,회초밥,13000원,051-244-6266,부산광역시 서구 구덕로 350 문화아파트 103호 상가(동대신동3가),5
한식_찌개류,산에산에,물국수,5000원,051-327-8878,부산광역시 사상구 백양대로 921-14(모라동),5
한식_기타,밥을 짓다,한식뷔페,7000원,051-324-9903,"부산광역시 사상구 학감대로 236, 2층(감전동)",4.4
한식_일반,평강오리,오리불고기(국산 한마리),34000원,051-305-7258,부산광역시 사상구 사상로309번길 43(삼락동),2.5
이미용업,헤어팡,커트,10000원,051-312-1426,부산광역시 사상구 백양대로500번길 3(주례동),0
목욕업,아주탕,대인,7500원,051-334-8586,부산광역시 북구 기찰로129번길52,0
한식_육류,동주숯불구이막국수,생노겹살(100g),6000원,051-293-8443,부산광역시 사하구 하신번영로173번길 20(신평동),4.5
이미용업,헤어홀릭,커트,10000원,051-341-1300,부산광역시 북구 백양대로 1024,3
이미용업,럭키투미용실,커트,8000원,051-331-1135,부산광역시 북구 덕천로234번길 34,0
기타양식,마들렌,단팥빵,1300원,051-361-0065,부산광역시 북구 양달로 8번길 12,3.7
세탁업,백송세탁소,와이셔츠,2500원,051-338-0731,부산광역시 북구 시랑로107,0
목욕업,낙원탕,"성인, 학생",7000원,051-343-3381,부산광역시 북구 화명대로 86-8,4.3
한식_일반,산수골,한식뷔페,6000원,051-972-6388,부산광역시 강서구 제도로 809-3(강동동),5
이미용업,꿀벌미용실,파마,30000원,051-292-7680,"부산광역시 사하구 낙동대로 207, 1층(괴정동)",0
중식,화랑찜닭,화랑찜닭(중),20000원,051-208-9989,"부산광역시 사하구 승학로233번길 50, 2동 1호(괴정동, 괴정자유2차)",0
중식,짜자장,짜장면,5000원,051-206-0755,부산광역시 사하구 장평로449번길 29(괴정동),0
한식_일반,전주명품콩나물국밥,콩나물국밥,5500원,051-203-8877,"부산광역시 사하구 낙동대로 271, 201호(괴정동, 신동양상가)",5
한식_일반,영주복국,은복,10000원,051-202-6316,부산광역시 사하구 하신번영로167번길 28(신평동),5
한식_면류,옥이네 밀면 칼국수,물밀면,6000원,051-757-7568,부산광역시 수영구 부산광역시 수영구 민락로 13 (민락동),4.7
중식,남경,짜장면,4000원,051-206-3453,부산광역시 사하구 괴정로 282(괴정동),3.6
한식_기타,하동녹차팥빙수,팥빙수,5800원,051-555-3358,부산광역시 동래구 중앙대로 1367번길 48-23(온천동),2.5
한식_찌개류,최가국밥,돼지국밥,7000원,051-314-3063,"부산광역시 사상구 가야대로366번길 43, 2층(주례동)",0
기타양식,카페두콩,아메리카노,2500원,010-****-****,부산광역시 중구 흑교로46번길 8 (보수동1가),5
기타양식,카페콩자루,카페라떼,3000원,051-911-2807,부산광역시 기장군 기장읍 차성로 322번길 13,5
한식_일반,하림오리마을,오리불고기정식,8000원,051-503-3639,부산광역시 동래구 충렬대로148번길 16(온천동),5
한식_면류,미남칼국수,손칼국수,6500원,051-507-5278,"부산광역시 동래구 석사북로99, 미남아트빌 1층 (온천동)",5
한식_일반,여수식당,김치찌개,8000원,051-505-2179,부산광역시 동래구 아시아드대로 220번길 10(온천동),4
한식_육류,뒷통구이,뒷통구이100g,7500원,051-527-7333,부산광역시 동래구 사직북로19번길 21-4(사직동),0
한식_육류,초량화성갈비,김치찌개,6000원,051-556-8900,부산광역시 동래구 명륜로 129번길 20(명륜동),3
숙박업,동래온천호텔,"숙박료(주중,일)",22000원,051-912-0815,부산광역시 동래구 동래로 19번길 11(온천동),1
일식,풍미회초밥,회정식,15000원,051-868-1156,부산광역시 연제구 거제대로178번길 67(거제동),5
한식_일반,일품 미락,된장찌개,5000원,051-756-0453,부산광역시 수영구 부산광역시 수영구 호암로29번길 95 (광안동),별점 없음
한식_일반,삼거리식당,돼지국밥,7500원,051-757-5840,부산광역시 수영구 부산광역시 수영구 수영로521번길 13-6 (광안동),0
한식_면류,장터 손칼국수,김밥,3000원,051-757-7748,부산광역시 수영구 부산광역시 수영구 남천바다로 11-1 (광안동),3.8
한식_일반,왕밀냉면,수제돈까스,8000원,051-245-3078,부산광역시 서구 충무대로 122-1,별점 없음
한식_일반,촌국수정식,간장게장정식,7000원,051-241-2100,부산광역시 서구 충무대로82번길 22(암남동),0
한식_일반,유리네항아리수제비,황태해장국,6000원,010-5513-7657,부산광역시 서구 엄광산로 24(서대신동3가),0
한식_면류,원조개성손만두 유황오리,만둣국,7000원,051-864-2466,부산광역시 연제구 진연로 29(거제동),3.3
숙박업,호텔오마이,숙박,40000원,051-751-5800,부산광역시 연제구 과정로191번길 59(연산동),별점 없음
이미용업,MAN(남성컷전문),커트,6000원,051-756-0815,부산광역시 연제구 고분로236번길 70(연산동),별점 없음
이미용업,도리오헤어,커트,9000원,051-864-0017,부산광역시 연제구 배산로 14(연산동),0
세탁업,하나둘세탁,양복1벌,7000원,051-759-8449,"부산광역시 연제구 고분로 200, 208호(연산동,LG상가)",0
한식_일반,시장통 칼국수,칼국수,4500원,051-926-4121,부산광역시 남구 수영로219번길 26(대연동),4.3
한식_육류,멧집,찌개백반류,8000원,051-852-4458,부산광역시 연제구 거제시장로14번길 52(거제동),4.7
한식_일반,평양냉면,불고기정식,9000원,051-502-8038,부산광역시 연제구 아시아드대로28번길 13(거제동),3.8
한식_분식,김밥하우스,김밥(1줄),2500원,051-302-4332,부산광역시 사상구 사상로 487(모라동),0
한식_면류,대한손칼국수,칼국수,5500원,051-326-2778,부산광역시 사상구 새벽시장로 53(감전동),5
중식,산동반점,자장면,6000원,051-313-3759,부산광역시 사상구 광장로87번길 18(괘법동),3.3
한식_일반,부림생오리,생오리불고기정식(점심특선),8000원,051-323-3557,부산광역시 사상구 대동로 326 (감전동),0
기타양식,옌닌쌀국수,해산물쌀국수,7000원,051-327-9463,부산광역시 사상구 사상로309번길 19(덕포동),0
한식_육류,호돌이갈비,국내산왕갈비,9800원,051-303-3085,부산광역시 사상구 사상로 285(덕포동),3.3
한식_면류,또와손칼국수,칼국수,5500원,051-304-5858,부산광역시 사상구 사상로285번길 25 (덕포동),5
중식,천일각,자장면,4000원,051-304-6643,부산광역시 사상구 사상로319번길 33(덕포동),5
세탁업,동양,세탁료(양복1벌),6500원,051-301-8540,"부산광역시 사상구 사상로 277번길 45 (삼락동, 동양한신상가 4동 418호)",0
중식,행복한 칼짜장,짜장면,4500원,051-265-2090,부산광역시 사하구 부산광역시 사하구 다대로277번길 21 (장림동),2
이미용업,역전이용원,커트,8000원,051-000-0000,부산광역시 북구 낙동대로1694번가길10,0
이미용업,꽃샘미용실,커트,10000원,051-342-4135,부산광역시 북구 금곡대로20번길 47,0
기타양식,규문당과자점,단팥빵,1500원,051-336-7386,부산광역시 북구 덕천로306(만덕동),4
기타양식,파네토네,마카롱,1100원,051-342-7127,부산광역시 북구 금곡대로322,5
한식_면류,다다생모밀,생모밀,3000원,051-782-1009,부산광역시 해운대구 재반로225번길 5,4.7
한식_면류,오.별난멸치국수,열무국수,7000원,051-747-5711,부산광역시 해운대구 좌동순환로503,4.1
중식,홍복,유니짜장,4000원,051-417-0763,부산광역시 영도구 절영로49번길 30(남항동1가),3.2
한식_일반,서울집,소곱창전골,11000원,051-416-4845,"부산광역시 영도구 태종로99번길 28(봉래동2가, 동진아파트상가)",3
한식_일반,봉이칼국수,옛맛칼국수,6000원,051-903-6675,부산광역시 영도구 남항로 1(남항동1가),3.8
한식_일반,등마루식당,정식,7000원,051-415-5912,부산광역시 영도구 봉래나루로246번길 20 (봉래동3가),0
한식_일반,봉래밀면,밀면,6000원,051-417-7799,부산광역시 영도구 태종로105번길 17(대교동2가),4
한식_일반,개미식당,돼지국밥,6000원,051-628-1073,부산광역시 남구 용호로 110번길 17(용호동),4.9
한식_일반,동경식당,추어탕,10000원,051-469-7162,부산광역시 중구 대청로 99번길 16 (대청동2가),0
한식_일반,단골식당,묵은지김치전골,8000원,051-441-8540,부산광역시 중구 동광길193 (영주1동),3.2
한식_기타,밥만퍼 반찬,국,3000원,051-784-2504,부산광역시 해운대구 재반로 81-16,0
한식_육류,오복식육식당,삼겹살(100g),7000원,051-751-2911,부산광역시 연제구 연안로8번길 40(연산동),0
한식_육류,참숯마을,반계탕,8500원,051-867-9211,부산광역시 연제구 월드컵대로111번길 6-8(연산동),5
한식_일반,우정,돌솥비빔밥,6500원,051-504-3072,부산광역시 연제구 교대로 9(거제동),0
중식,충남반점,짜장면,5500원,051-866-0222,부산광역시 연제구 반송로 50-8(연산동),별점 없음
한식_일반,토담식당,된장찌개,7000원,051-851-0006,부산광역시 연제구 과정로 335-1(연산동),0
기타양식,착한가격착한 빵집쉐프윤,팥빵,700원,051-612-8527,부산광역시 남구 수영로 196번길 23(대연동),0
한식_일반,미포낙지,낙지,8000원,051-611-6674,부산광역시 남구 동명로 158번길 76(용호동),5
한식_일반,남보현 국수집,국수,5000원,051-612-4843,부산광역시 남구 못골번영로 27(대연동),3.5
이미용업,맨투맨,커트,7000원,010-3849-6933,"부산광역시 영도구 영선대로 82 상가동106호 (영선동2가, 동부산아이존빌)",0
기타서비스업,아인당구장,게임료(10분),1000원,010-9343-4210,부산광역시 서구 천마로 232,0
한식_육류,소떼숯불소늑간살,돼지갈비(150g),9000원,051-261-7688,부산광역시 서구 구덕로124번길 38,별점 없음
이미용업,777헤어샵,커트(남),10000원,051-244-2430,부산광역시 서구 자갈치로 8-1,0
한식_일반,시골집,김치찌개,7000원,051-257-9027,부산광역시 서구 구덕로193번길 22-21,2
양식,돈까스로,등심돈까스,7000원,010-5233-9414,부산광역시 금정구 동부곡로6번길 16(부곡동),4.2
한식_일반,삼세랑,가정식 도시락,10000원,051-923-3434,부산광역시 금정구 중앙대로1588(부곡동),4.5
이미용업,헤어짱,파마,28000원,051-316-3150,"부산광역시 사상구 대동로 76(학장동, 무학상가 135호)",0
이미용업,젠틀맨,남성커트,6000원,-,부산광역시 사상구 괘감로 93(괘법동),2.2
한식_한정식,한우리밥집,정식,6000원,051-313-6005,부산광역시 사상구 낙동대로 875(감전동),0
한식_일반,실안장어구이,장어구이(1kg),39000원,051-314-4325,부산광역시 사상구 백양대로 949-25(모라동),5
한식_일반,태평양숯불갈비,갈비탕,7500원,051-328-8463,부산광역시 사상구 사상로 77(감전동),0
이미용업,정화미용실,커트,8000원,051-255-6708,부산광역시 서구 천마로 231(토성동5가),0
한식_일반,다미복국,은복,12000원,051-417-7383,부산광역시 영도구 남항로 9번길 2(남항동1가),4.3
한식_일반,임가네 구포국수,멸치국수,4000원,070-8729-3401,"부산광역시 영도구 절영로35번길 46, 106호(남항동1가,부백자연애아파트)",3
한식_일반,꼬꼬삼계탕,삼계탕,11000원,051-412-4329,부산광역시 영도구 남항로 8(남항동2가),4.7
한식_면류,자유손칼국수,칼국수,5000원,051-637-0460,부산광역시 남구 석포로 31 (감만동),4.1
이미용업,헤어클리닉J&J,커트,5000원,051-724-3544,부산광역시 기장군 기장읍 차성동로 67번길 2-4,별점 없음
한식_일반,장어이야기,장어탕,8000원,051-404-5735,부산광역시 영도구 절영로 470-1(동삼1동),5
이미용업,까까머리,커트,7000원,010-00000000,"부산광역시 사하구 장평로 311, 9동 102호",0
한식_일반,가마솥생복집,까치복,13000원,051-722-2995,부산광역시 기장군 기장읍 차성로 327-2,3.9
한식_일반,소향갈비탕,갈비탕,10000원,051-722-6234,부산광역시 기장군 기장읍 차성남로 51번길 17,3.8
한식_일반,장터국밥,소고기국수,6000원,051-527-0141,부산광역시 동래구 충렬대로359번길 54(안락동),5
세탁업,서민세탁소,와이셔츠,3000원,051-524-6964,부산광역시 동래구 명안로10번길 84(안락동),0
중식,금송짬뽕,짜장면,4000원,051-513-9841,부산광역시 금정구 남산로37번길52 (남산동),3.7
이미용업,신디헤어샾,커트,10000원,051-256-1447,부산광역시 서구 임시수도기념로 17,2
이미용업,정지수혜어가이드,커트(남),8000원,051-254-0247,부산광역시 서구 구덕로280번길 26,별점 없음
이미용업,정원이용실,커트,10000원,051-246-0108,부산광역시 중구 대청로 134번길 6 (동광동3가),별점 없음
한식_일반,대교식당,돈불백,6500원,051-469-0146,부산광역시 중구 충장대로 4번길8 (중앙동4가),0
한식_일반,남선식당,순두부찌개,6000원,051-469-3828,부산광역시 중구 충장대로4번길6(중앙동4가),5
이미용업,용두산이용원,커트,5000원,051-242-7007,부산광역시 중구 남포길 45(남포동2가),0
한식_일반,풍미추어탕,추어탕,8000원,051-642-3332,부산광역시 남구 우암로 108-1 (감만동),0
한식_면류,본가밀면,만두,4000원,051-624-3222,부산광역시 남구 용소로 42(대연동),5
한식_일반,최고맛집,잔치국수,4500원,051-625-8839,부산광역시 남구 수영로 266번길 6(대연동),5
한식_육류,착한돼지,생목살(120g),8000원,051-545-5960,부산광역시 해운대구 아랫반송로 21번길 91,5
한식_면류,밀칼국수,칼국수,3000원,051-647-2896,부산광역시 남구 수영로 65번길 3 (문현동),0
양식,있돈,돈가스,6000원,051-322-5856,부산광역시 사상구 가야대로 364-4 (주례동),3.7
한식_일반,승주네김밥,"일반/땡초김밥, 유부초밥",2000원,051-516-0081,부산광역시 금정구 동부곡로6번길 42(부곡동),5
한식_육류,갈비둥지,양념목살170g,9000원,051-558-5767,부산광역시 동래구 중앙대로1381번길 60 (온천동),5
양식,(온천)돈까스의집,돈까스,8000원,051-555-0445,부산광역시 동래구 금강로124번길 18(온천동),별점 없음
이미용업,남희헤어아트,커트,7000원,051-332-0605,부산광역시 북구 백양대로1048번가길13(구포동),0
이미용업,자매미용실,커트,12000원,051-758-0809,부산광역시 수영구 수영로 606번길 76(광안1동),0
중식,북경반점,자장면,5500원,051-755-4697,부산광역시 수영구 망미번영로 88번길 71-3 (망미2동),0
한식_육류,해돋이 숯불갈비,쌈밥정식,7000원,051-751-2050,부산광역시 수영구 망미번영로55번길 23 (망미2동),5
한식_면류,옛맛 손칼국수,칼국수,6000원,051-754-7542,부산광역시 수영구 과정로 67번길 8,3.7
한식_일반,장터국밥,돼지국밥,7000원,051-758-6669,부산광역시 수영구 수영성로 21-4 (수영동),5
한식_일반,대박생오리,삼계탕,12000원,051-624-4599,부산광역시 수영구 남천동로9번길 13 (남천1동),0
중식,일품관,자장면,5000원,051-327-8823,부산광역시 사상구 냉정로6번길 2 (주례동),5
한식_일반,터줏집돼지국밥,돼지/순대/시락/선지국밥,7000원,051-581-1578,부산광역시 금정구 부산대학로 49번길 13 (장전동),4.1
한식_면류,함흥냉면,냉면,8000원,051-254-5642,부산광역시 서구 구덕로124번길 55(토성동1가),4.1
이미용업,황태자이용원,커트,7000원,051-231-5448,부산광역시 서구 충무대로 286-1(충무동1가),1
이미용업,조명숙헤어,컷트(여),8000원,051-242-3759,부산광역시 서구 천마로231번길 17,0
중식,부원,짜장면,4000원,051-256-0061,부산광역시 서구 구덕로157번길 6(토성동3가),0
한식_면류,양정정통밀면,밀면,7000원,051-866-5000,부산광역시 부산진구 중앙대로 923-1(양정동),4.3
한식_일반,현대가든,소양념갈비(300g),17000원,051-852-8866,부산광역시 부산진구 범양로125번길 12(양정동),3
한식_일반,우리식당,된장찌개,7000원,051-818-4467,부산광역시 부산진구 범전로5번길 10(부전동),5
한식_육류,야우보쌈,보쌈정식,9000원,051-805-9947,부산광역시 부산진구 부전로152번길 48(부전동),0
한식_일반,한라정,돌솥밥갈치조림,10000원,051-805-1408,부산광역시 부산진구 부전로152번길 53(부전동),0
중식,미진반점,자장면,6000원,051-861-8588,부산광역시 연제구 월드컵대로111번길 7 (연산동),3.5
한식_일반,청담골,동태찌개,7000원,051-861-5582,부산광역시 연제구 월드컵대로188번길 40 (거제동),별점 없음
한식_면류,인화칼국수,칼국수,3000원,070-8291-3107,부산광역시 해운대구 윗반송로31번길 71,4.6
이미용업,boy&guy,일반컷,8000원,051-515-2661,부산광역시 금정구 무학송로 6(부곡동),별점 없음
양식,꼬모도,스파이시 볼로,8000원,051-581-9995,"부산광역시 금정구 금강로 254-1, 2층(장전동)",2.1
한식_면류,쑥밀면,쑥(비빔)밀면(소),6000원,051-515-9337,부산광역시 금정구 부산대학로 38(장전동),3.8
한식_일반,겐조식당,동태찌개,6500원,051-757-1514,부산광역시 수영구 좌수영로 101번길 52 (망미2동),5
중식,남천홍반장,자장면,5000원,051-611-1552,"부산광역시 수영구 수영로408번길 9,1층 (남천동)",4.6
한식_일반,형제돼지국밥,돼지국밥,8000원,051-625-1014,부산광역시 남구 용소로 13번길 29-1(대연동),3.7
한식_일반,착한생오리,소금구이,29000원,051-611-8282,부산광역시 남구 이기대공원로 12번길 11(용호동),4.8
