업종,업소명,주요품목,가격,연락처,주소,평점
한식_일반,병천황토순대,순대국,8000원,033-344-0229,강원특별자치도 횡성군 횡성읍 삼일로 11-6,0.0
한식_육류,명가명품횡성한우프라자,등심(2등급/100g),9900원,033-340-0644,강원특별자치도 횡성군 횡성읍 횡성로 390,3.7
기타서비스업,하누앤카누,아메리카노,2000원,033-344-0312,강원특별자치도 횡성군 횡성읍 삼일로 10,3.4
이미용업,장미미용타운,커트,12000원,033-521-6291,강원특별자치도 동해시 대동로 136,별점 없음
한식_일반,상봉식당,비빔밥,7000원,033-532-2621,강원특별자치도 동해시 천곡2길 3-1,5.0
한식_면류,예가네닭칼국수,닭칼국수,7000원,033-533-1712,강원특별자치도 동해시 천곡2길 3,4.8
기타양식,동화속베이커리&카페,아메리카노,3000원,033-535-0455,강원특별자치도 동해시 평원6길 21,4.0
기타양식,커피빈,아메리카노,2500원,033-532-2220,강원특별자치도 동해시 일출로 107,4.8
중식,태백루,짜장면,4000원,033-532-4003,강원특별자치도 동해시 동굴로 61-21,3.2
이미용업,동네미용실,커트,10000원,033-262-3257,강원특별자치도 춘천시 동내면 영서로 1747,0.0
한식_일반,송정아귀찜,아귀찜(소),35000원,033-522-4388,강원특별자치도 동해시 동해역길 72-3,0.0
중식,황궁쟁반짜장,짜장면,5000원,033-481-7282,강원특별자치도 양구군 동면 펀치볼로 59,4.5
한식_일반,대성수제반찬,김치,5000원,033-461-6938,강원특별자치도 인제군 인제읍 비봉로16번길 4,0.0
한식_일반,부성식당,정식,8000원,033-463-6503,강원특별자치도 인제군 남면 신남로94번길 47,5.0
기타양식,곳간127,마카롱,2000원,0507-1311-7287,강원특별자치도 인제군 북면 원통로 127,0.0
한식_일반,한미식당,갈비탕,8000원,033-461-0330,강원특별자치도 인제군 인제읍 비봉로5번길 8-1,0.0
한식_일반,대암송어장횟집,송어1kg,34000원,033-463-8363,강원특별자치도 인제군 인제읍 다소골길92-1,5.0
이미용업,청화미용실,남녀커트,13000원,033-462-1259,강원특별자치도 인제군 인제읍 비봉로 7번길 3,0.0
한식_육류,궁중족발보쌈,족발,28000원,033-461-8894,강원특별자치도 인제군 인제읍 비봉로 7번길 9,0.0
한식_일반,옛촌가밥상,삼겹살,14000원,033-462-2263,강원특별자치도 인제군 인제읍 인제로231,0.0
이미용업,선미용실,남성커트,12000원,033-458-1337,강원특별자치도 철원군 근남면 육단길 38,별점 없음
한식_일반,임당식당,된장찌개,7000원,033-645-6561,강원특별자치도 강릉시 문화의길7번길 4(임당동),4.4
한식_일반,황토집,돌솥정식,8000원,033-257-7792,강원특별자치도 춘천시 벌말길 54-1 (석사동),4.6
한식_일반,소초장터추어탕,추어탕,10000원,033-763-0307,강원특별자치도 원주시 금불3길 17-2,3.0
일식,바다별마켓,모듬회(대),45000원,033-745-0745,강원특별자치도 원주시 원주시 반곡길 101,4.4
한식_일반,커피랑짜글이랑,돼지짜글이,8000원,010-4067-8896,강원특별자치도 원주시 옛시청길 1-19,0.0
한식_일반,할머니밥집,백반,6000원,033-746-0712,강원특별자치도 원주시 중앙시장길 31-4,4.5
한식_일반,만복추어탕,추어탕,9000원,033-742-9490,강원특별자치도 원주시 원일로 177-1,5.0
한식_일반,복을복을만두전골,만두전골,11000원,033-732-3553,"강원특별자치도 원주시 문막읍 건등로 32, 1층",4.7
한식_일반,어머니손칼만두집,손칼국수,5000원,033-742-6989,강원특별자치도 원주시 중앙시장길 6,별점 없음
한식_일반,맛깔손,백반,6000원,033-747-8399,강원특별자치도 원주시 원일로 150-2,0.0
한식_육류,중원갈비,돼지갈비(300g),10000원,033-745-2311,강원특별자치도 원주시 중앙로 201-5,1.0
한식_기타,카페인,아메리카노,2000원,033 647-7041,"강원특별자치도 강릉시 경강로 2269, 1층(포남동)",5.0
한식_일반,농가,보쌈정식,9000원,033-573-0606,강원특별자치도 삼척시 남양길 5,0.0
이미용업,순머리방,파마,30000원,010-8409-3577,"강원특별자치도 강릉시 강릉대로 172, 1층 1호(교동)",5.0
기타서비스업,유스커피,아메리카노,2500원,033-652-7130,"강원특별자치도 강릉시 하평3길 37, 상가동 202호(포남동, 일송아파트)",0.0
한식_일반,뒷골,된장찌개,7000원,033-647-5100,강원특별자치도 강릉시 사임당로61번길 18(홍제동),5.0
기타서비스업,스위트번스,아메리카노,2000원,033-644-4483,강원특별자치도 강릉시 해안로406번길 26(강문동),4.3
한식_일반,강릉식당,야채비빔밥,4000원,010-6524-0355,강원특별자치도 강릉시 금성로23번길 4-10(성남동),4.8
이미용업,송정 아이파크 이발관,이용료,10000원,010-6877-3515,"강원특별자치도 강릉시 경강로 2511, 2동 1층 106호(송정동, 아이파크상가)",5.0
한식_면류,풀미당국수,들깨칼국수,5000원,010-6569-4279,강원특별자치도 태백시 번영로 369(황지동),5.0
이미용업,황원이용소,이발,17000원,010-2775-3258,강원특별자치도 태백시 광장로 17,0.0
한식_일반,옛골만두,만두전골,11000원,033-734-5234,강원특별자치도 원주시 문막읍 동화택지길 3-7,3.9
한식_일반,착한소샤브샤브,소고기샤브샤브,10000원,033-748-7720,강원특별자치도 원주시 문막읍 동화골길 19,4.3
한식_면류,일미광식당,칼국수,6000원,033-374-6302,강원특별자치도 영월군 영월읍 하송안길 89 영월종합상가 6호,5.0
한식_면류,갯마을바지락칼국수,바지락칼국수,8000원,033-375-3545,강원특별자치도 영월군 영월읍 단종로 57,4.6
한식_일반,왕김밥,김밥,2000원,033-572-8511,강원특별자치도 삼척시 중앙시장 1길 21-27,별점 없음
기타양식,청은찻집,커피,2000원,010-8919-6692,강원특별자치도 원주시 중앙로 147,0.0
중식,와와반점,짜장면,5000원,033-743-6191,강원특별자치도 원주시 현충로 58번길 42,3.5
한식_육류,오른발닭갈비,닭갈비(200g),8500원,033-743-2254,강원특별자치도 원주시 백간공원길 11-2,4.8
한식_일반,성원순대,순대국밥,7000원,033-766-7080,강원특별자치도 원주시 흥업면 남원로 67,5.0
한식_면류,산골손두부해물칼국수,해물칼국수,6000원,033-746-5066,강원특별자치도 원주시 우산동 237-1,3.8
이미용업,마을미용실,커트,8000원,010-4130-4382,강원특별자치도 원주시 우물시장길 28,5.0
한식_일반,곰식당,가정식백반,6000원,033-763-2271,"강원특별자치도 원주시 서원대로 410, 109호",3.0
한식_면류,꼬망국수,열무국수,6000원,033-373-0577,강원특별자치도 영월군 영월읍 요리골목길 21,0.0
이미용업,숙 헤어뱅크,커트,12000원,033-374-5660,강원특별자치도 영월군 영월읍 하송안길 37,0.0
이미용업,찬찬헤어,헤어클리닉,10000원,033-374-3158,강원특별자치도 영월군 영월읍 관풍헌길 26,0.0
중식,설가,짜장면,5000원,033-345-6777,강원특별자치도 횡성군 횡성읍 읍상로 49,0.0
기타양식,에브리싱동강사진박물관점,에스프레소,2500원,033-372-0822,강원특별자치도 영월군 영월읍 영월로 1909-10,0.0
세탁업,스마일세탁공장,극세사이불,10000원,033-522-4782,강원특별자치도 동해시 동해역길 11,0.0
숙박업,별무인텔,"숙박(1박,평일)",30000원,033-533-6000,강원특별자치도 동해시 부곡로 9,3.2
한식_일반,장모님닭계장,닭계장,7000원,033-532-3279,"강원특별자치도 동해시 동해시 중앙로 234, 65호",4.0
일식,회생각포차,회 1인분,15000원,033-532-9295,"강원특별자치도 동해시 충혼길 3, 1층",4.7
기타양식,하이바이,아메리카노,1400원,010-2907-2632,강원특별자치도 동해시 일출로 279,3.7
기타서비스업,테라디움,아메리카노,3300원,033-633-3691,강원특별자치도 속초시 배움터길 19-1,0.0
한식_육류,수원갈비,특선돼지불고기백반,8000원,033-633-2757,"강원특별자치도 속초시 엑스포로1길 28, 1층",4.3
기타양식,안토니우스,아메리카노,3000원,010-3666-5144,"강원특별자치도 속초시 중앙부두길 24, 1층 청년몰",5.0
한식_기타,속초계란품은만두,계란만두,4900원,010-2636-3464,"강원특별자치도 속초시 중앙부두길 24, 1층 청년몰",별점 없음
양식,눈꽃,등심돈가스,8000원,0507-1315-4297,"강원특별자치도 속초시 중앙부두길 24, 1층 청년몰",0.0
한식_육류,봄내닭갈비,닭갈비(200g),9900원,033-747-8884,강원특별자치도 원주시 봄마중길 20,4.4
한식_육류,불백,불백,7500원,033-742-4175,"강원특별자치도 원주시 무실본동길 32, 301호",3.9
이미용업,더맨,성인컷(남성),6000원,033-766-9494,강원특별자치도 원주시 늘품로 16,3.0
한식_육류,비원갈비,돼지갈비(300g),10000원,033-763-9164,강원특별자치도 원주시 흥업면 사제 305-2,5.0
한식_일반,진미본가,뚝배기비빔밥,6000원,033-744-3321,강원특별자치도 원주시 중앙로 46-4,0.0
한식_일반,버드나무 아래서,갈비탕,9000원,033-455-6618,강원특별자치도 철원군 동송읍 태봉로1825,1.0
기타서비스업,속초휘테,도미토리(4인실 기준) 평일 1인,22000원,010-9908-4377,강원특별자치도 속초시 장안로1길 17-5,4.5
한식_기타,도란도란,쫄면돈가스,10000원,033-632-6855,강원특별자치도 속초시 중앙로 126-1,4.8
한식_면류,원조도문집칼국수,칼국수,7000원,033-633-5150,강원특별자치도 속초시 수복로 199,별점 없음
한식_일반,정애식당,김치찌개,7000원,033-333-7892,강원특별자치도 평창군 평창읍 평창중앙로 73,5.0
이미용업,젠틀맨,커트,7000원,033-734-6660,"강원특별자치도 원주시 평원로 60, 2층",4.4
한식_육류,돼랑숙성생고기,생삼겹(160g),11000원,033-432-9192,"강원특별자치도 홍천군 홍천읍 신장대로 60, 2층",0.0
한식_면류,면사무소,멸치국수,6000원,033-553-5358,강원특별자치도 태백시 동태백로 434,
한식_육류,부성식당,옻오리,50000원,033-573-8396,강원특별자치도 삼척시 척주로 52-1,0.0
일식,진가네회포차,광어회,29000원,033-535-5525,"강원특별자치도 동해시 임항로 28, 1층",4.7
기타양식,아이갓에브리싱,아메리카노,2500원,033-372-0822,강원특별자치도 영월군 영월읍 하송로 64,0.0
이미용업,헤어갤러리,커트,10000원,033-374-2629,강원특별자치도 영월군 영월읍 중앙1로 26,0.0
이미용업,정덕희헤어샵,커트,10000원,033-374-7071,강원특별자치도 영월군 영월읍 하송안길 80,0.0
한식_일반,우리순대국,순대국,7000원,033-252-9545,강원특별자치도 춘천시 후석로45번길 15 (석사동),5.0
일식,무지개호횟집,회덮밥,12000원,0507-1312-2027,강원특별자치도 고성군 토성면 아야진해변길 76(4호),4.0
기타서비스업,마루,아메리카노,3500원,033-682-9898,강원특별자치도 고성군 간성읍 간성북로 6,5.0
양식,저문강에삽을씻고,김치볶음밥,8000원,033-343-0125,강원특별자치도 횡성군 횡성읍 화성로 104,4.4
이미용업,현대미용실,기본펌,20000원,033-432-5319,강원특별자치도 홍천군 홍천읍 남산강변로3길 7-6 다영빌라,0.0
이미용업,긴머리짧은머리,커트,10000원,033-434-5271,강원특별자치도 홍천군 홍천읍 연봉중앙로 88,0.0
기타양식,런던브라우니,커피,2000원,033-535-7893,강원특별자치도 동해시 중앙시장길 10-1,4.8
한식_일반,항아리수제비,항아리수제비,5000원,033-550-6039,강원특별자치도 태백시 번영로192-3,0.0
이미용업,정인숙머리방,커트,7000원,033-482-5030,강원특별자치도 양구군 양구읍 중앙길 65-72,0.0
세탁업,하우스세탁소,양복상하의,4000원,033-763-7877,강원특별자치도 원주시 늘품로 13,0.0
한식_일반,범바위민물집,메기매운탕,35000원,033-592-7227,강원특별자치도 정선군 사북읍 소금강로 3586-1,4.7
한식_일반,학포란추어탕,추어탕,8000원,033-573-7999,강원특별자치도 삼척시 근덕면 본동길 14,별점 없음
이미용업,홍혜린머리방,커트,10000원,033-252-1410,강원특별자치도 춘천시 터미널길14번길 3(온의동),5.0
이미용업,박혜숙헤어,커트,10000원,033-257-1360,강원특별자치도 춘천시 춘천로309번길 7 (후평동),0.0
이미용업,송혜진미용실,커트,8000원,010-6359-7086,"강원특별자치도 춘천시 신흥길 5번길 8-6, 1층(우두동)",5.0
한식_육류,왕갈비,돼지갈비(250g),13000원,033-574-9266,강원특별자치도 삼척시 하실길 40-10,5.0
한식_면류,지영이네,칼국수,4000원,033-645-8258,강원특별자치도 강릉시 중앙시장1길 6(성남동),4.2
일식,독도야,물회,15000원,010-7503-2576,강원특별자치도 강릉시 창해로 451(강문동),4.0
한식_면류,송이향(칼국수전문점),섭국,8000원,033-671-7788,강원특별자치도 양양군 양양읍 남문5길 9 (시장상가),0.0
한식_면류,삼삼마을,장칼국수,4000원,033-532-9803,강원특별자치도 동해시 가마골길 42-16,0.0
한식_해산물,꽃림이네찜,아귀찜(중),35000원,033-521-5131,강원특별자치도 동해시 전천로 127,5.0
한식_일반,갱수네맛집,모듬회(소),50000원,033-637-0048,강원특별자치도 속초시 미시령로 3376-4,4.0
한식_면류,도깨비우동,우동,6000원,033-631-7077,"강원특별자치도 속초시 중앙로 3, 102호",5.0
양식,맛있는향기,수제돈가스,7900원,070-8848-4486,강원특별자치도 속초시 배움터길 7,4.8
기타서비스업,바다서프리조트,서프입문강습,55000원,0507-1302-1611,강원특별자치도 속초시 새마을길 66,4.6
숙박업,스마일리조트,2인(비수기 주중),55000원,033-636-7117,강원특별자치도 속초시 청봉로5길 5-9,4.1
한식_일반,왕김밥,김밥1줄,2000원,033-552-8858,강원특별자치도 태백시 황지로 243,0.0
한식_육류,청송통닭,후라이드(2box),19000원,033-761-5834,강원특별자치도 원주시 단구로 239,3.7
이미용업,가위와바리깡,성인컷(남성),8000원,033-766-4381,강원특별자치도 원주시 한지공원길 28,4.8
한식_육류,남이섬닭갈비,닭갈비(200g),7900원,033-765-8884,강원특별자치도 원주시 라옹정길 65,4.8
한식_일반,수영감자탕,뼈다귀해장국,8000원,033-482-2388,강원특별자치도 양구군 양구읍 비봉로 46-16,5.0
한식_육류,덕담,삼겹살,13000원,033-631-5557,강원특별자치도 고성군 토성면 서신평2길 61-12,5.0
기타서비스업,그린힐,아메리카노,3300원,010-4275-7045,강원특별자치도 고성군 간성읍 수성안길 5,5.0
한식_면류,칼국수 잘하는 집,손칼국수,7000원,033-682-7622,강원특별자치도 고성군 거진읍 거진길 31,4.4
이미용업,현미용실,커트,12000원,033-682-4717,강원특별자치도 고성군 간성읍 간성시장3길 7-1,0.0
한식_일반,장수자매 막국수,막국수,7000원,033-632-1127,강원특별자치도 고성군 토성면 무릉도원로 298,0.0
한식_일반,실비식당,매운탕,12000원,033-682-5548,강원특별자치도 고성군 현내면 한나루로 144-1,2.3
한식_면류,양양식당,칼국수,7000원,033-682-1008,강원특별자치도 고성군 거진읍 거탄진로129번길 13,4.2
한식_일반,이모네식당,대구탕,30000원,033-681-6313,강원특별자치도 고성군 거진읍 거진항길 11,4.5
한식_면류,진미분식,칼국수,7000원,033-681-2568,강원특별자치도 고성군 간성읍 간성시장1길 6,5.0
한식_면류,메밀촌 동치미막국수,막국수,7000원,070-8866-4840,강원특별자치도 고성군 간성읍 수성로 141,4.4
일식,하얀섬횟집,모듬회,70000원,033-632-0293,강원특별자치도 고성군 죽왕면 문암항길 71-1,3.0
한식_육류,청수숯불닭갈비,돼지갈비(250g),14000원,033-441-6130,강원특별자치도 화천군 사내면 수밀리길 9,4.5
한식_일반,시골분식,오징어덮밥,8000원,033-481-4635,강원특별자치도 양구군 국토정중앙면 삼팔선로 1,4.8
기타양식,도도렐라,아메리카노(연한),1400원,070-4128-8200,강원특별자치도 양구군 양구읍 우정로77(도도빌),5.0
한식_일반,장터국밥,장터국밥,8000원,033-482-1677,강원특별자치도 양구군 양구읍 장터길 22-6,5.0
한식_일반,시골집,콩나물비빔밥,8000원,033-481-3523,강원특별자치도 양구군 양구읍 관공서로 19,5.0
이미용업,명지헤어라인,컷트,7000원,033-482-1135,강원특별자치도 양구군 양구읍 중앙길 65-32,0.0
한식_일반,양평해장국,양평해장국,8000원,033-481-3979,강원특별자치도 양구군 양구읍 중앙길 65-27,3.0
한식_일반,호반식당,오늘의 메뉴(점심),7000원,033-481-4010,강원특별자치도 양구군 국토정중앙면 삼팔선로 4,0.0
한식_일반,새월할매집,엄나무백숙,55000원,033-481-7626,강원특별자치도 양구군 양구읍 양록길23번길 6-9,5.0
한식_일반,회포차,모듬회,30000원,033-481-3678,강원특별자치도 양구군 양구읍 사명길 108,3.4
한식_일반,콩나물국밥,콩나물국밥,5500원,033-481-7949,강원특별자치도 양구군 양구읍 비봉로 6-12,4.5
한식_일반,불타는 연탄구이,생삼겹(200g),13900원,033-482-8786,강원특별자치도 양구군 양구읍 중앙길 65-19,0.0
한식_일반,백연농가,된장정식,9000원,033-378-6452,강원특별자치도 영월군 상동읍 덕구로 763,5.0
이미용업,남성헤어컷,이발,8000원,033-441-8805,강원특별자치도 화천군 사내면 사내로14,0.0
한식_일반,화정식당,오삼불고기,12000원,033-563-3550,강원특별자치도 정선군 임계면 송계5길 9,5.0
한식_일반,번영식당,장칼국수,6000원,033-562-3188,강원특별자치도 정선군 북평면 북평3길 58-6,4.8
한식_일반,민둥산 한우촌,불고기,12000원,033-592-6464,강원특별자치도 정선군 남면 내자고치길 6,4.8
한식_일반,남면식당,닭백숙,60000원,033-591-7272,강원특별자치도 정선군 남면 칠현로 94,0.0
한식_육류,오케이식당,한우등심(200g),30000원,033-591-8989,강원특별자치도 정선군 고한읍 고한5길 28,4.3
한식_육류,황소고집,삼겹살(200g),13000원,033-333-1818,강원특별자치도 평창군 평창읍 평창중앙로 83-28,0.0
한식_일반,삼태기식당,장칼국수,5900원,033-334-5656,강원특별자치도 평창군 평창읍 송학로 31,5.0
한식_일반,여기식당,손칼국수,8000원,033-333-0322,강원특별자치도 평창군 미탄면 미탄중앙로 20,0.0
한식_일반,평창식당,짜장면,5000원,033-332-3990,강원특별자치도 평창군 미탄면 미탄중앙로 41,3.5
한식_일반,고마루식당,장칼국수,6000원,033-332-2470,강원특별자치도 평창군 미탄면 미탄중앙로45,4.1
한식_일반,횡성김밥,김밥,2500원,033-344-5714,강원특별자치도 횡성군 횡성읍 문정로 35-3,0.0
한식_육류,삼겹천왕,삼겹살(200g),10000원,033-375-1253,강원특별자치도 영월군 영월읍 제방안길 16-1,0.0
한식_일반,천문대식당,삼겹살 (200g),12000원,033-375-5151,강원특별자치도 영월군 영월읍 삼옥재길 13,5.0
한식_육류,양가네,돼지머리구이 (250g),9000원,033-375-3505,강원특별자치도 영월군 영월읍 서부시장길 16-14,0.0
한식_일반,강변식당,오리보신탕,9000원,033-373-5502,강원특별자치도 영월군 영월읍 제방안길 214,0.0
한식_일반,단골식당,칼국수,6000원,033-375-1900,강원특별자치도 영월군 영월읍 중리1길 108 (103호),0.0
한식_일반,강원칡냉면,물냉면,7000원,033-373-5559,강원특별자치도 영월군 영월읍 단종로 44,5.0
이미용업,심미용타운,커트,10000원,033-374-0799,강원특별자치도 영월군 영월읍 중앙로 13-1,0.0
한식_일반,승원식당,칼국수,6000원,033-343-4350,강원특별자치도 횡성군 횡성읍 문정로19번길 14-2,5.0
기타양식,횡성빵굽는마을,롤케이크,9000원,033-344-0404,강원특별자치도 횡성군 횡성읍 읍상서로 5-17,0.0
한식_육류,큰집족발,족발(대),34000원,033-343-5023,강원특별자치도 횡성군 횡성읍 삼일로 4-2,5.0
기타양식,헤아려담다,아메리카노,2500원,033-345-3124,강원특별자치도 횡성군 횡성읍 태풍로9,5.0
한식_일반,만복래칼국수,아귀찜(소),35000원,033-532-2629,강원특별자치도 동해시 발한로238,5.0
기타양식,나누기카페,아메리카노,3000원,033-435-0330,강원특별자치도 홍천군 북방면 홍천로 201,5.0
이미용업,은혜미용실,컷트,7000원,033-435-8619,강원특별자치도 홍천군 두촌면 자은로 369,0.0
한식_일반,가원,한식부페,7000원,033-572-2489,강원특별자치도 삼척시 근덕면 교가길 22-13,4.5
한식_면류,장수칼국수,칼국수,6000원,033-574-8400,강원특별자치도 삼척시 오십천로476-12,0.0
한식_일반,교동면옥,육개장,9000원,033-573-9299,강원특별자치도 삼척시 정상안1길 13-3,1.0
한식_일반,오징어보쌈,오징어보쌈비빔밥(점심특선),7000원,033-574-7787,강원특별자치도 삼척시 정상안길 100,4.6
한식_일반,고천순두부,청국장,6000원,033-574-5794,강원특별자치도 삼척시 청석로3길 8,4.7
중식,신성춘,짜장면,5000원,033-575-8333,강원특별자치도 삼척시 남양길 25,5.0
한식_면류,서울칼국수,칼국수,6000원,033-633-5777,강원특별자치도 속초시 중앙로108번길 67,4.3
한식_육류,강릉족발,왕족발(4인분),24000원,033-533-3458,강원특별자치도 태백시 번영로144,4.5
한식_일반,석촌,비빔밥,7000원,033-535-2516,강원특별자치도 동해시 천곡1길 43,0.0
이미용업,준헤어미용실,파마,15000원,010-3930-5500,강원특별자치도 강릉시 토성로 123번길 6(용강동),0.0
한식_면류,흥부네찜,홍합장칼국수,6000원,033-535-5802,강원특별자치도 동해시 발한복개로 28,4.8
양식,Rococo,샐러드와 수제등심돈까스,9500원,033-521-4785,강원특별자치도 동해시 청운로 90,4.0
한식_일반,장터뚜구리,산채비빔밥,8000원,033-535-7755,강원특별자치도 동해시 감추3길 36,별점 없음
이미용업,미앤미헤어샵,커트,10000원,033-533-8796,강원특별자치도 동해시 동굴로15,0.0
한식_육류,닭갈비천국,닭갈비,10000원,033-533-9753,강원특별자치도 동해시 천곡로68,3.7
한식_육류,구울래 머글래,생삼겹살,12000원,033-535-5888,강원특별자치도 동해시 천곡로 24,3.0
이미용업,김유진헤어샵,커트,10000원,033-534-2456,강원특별자치도 동해시 발한로 208,0.0
한식_면류,우리칼국수,해물장칼국수,7000원,033-533-4784,강원특별자치도 동해시 시장안길 35,5.0
한식_일반,오!대게 회덮밥&물회,홍게대게라면,5000원,033-532-0057,강원특별자치도 동해시 일출로 88,별점 없음
한식_일반,아미고스,돈가스,6500원,033-642-7688,강원특별자치도 강릉시 지변길 28(지변동),4.7
양식,중앙돈가스,돈가스,5000원,033-655-0355,강원특별자치도 강릉시 금성로23번길 4-6(성남동),4.3
한식_일반,하박국,한식뷔페,8000원,033-335-4813,강원특별자치도 평창군 대화면 대화중앙로 45-2,5.0
한식_일반,땡벌해장국,콩나물국밥,5500원,033-745-3997,강원특별자치도 원주시 나비허리길50,4.0
한식_일반,맛대로부페,한식뷔페,7000원,033-904-8253,강원특별자치도 원주시 도말리길 41,5.0
한식_일반,치악산한우타운,한우국밥,7000원,033-766-8686,강원특별자치도 원주시 무실밤골길 29-3,5.0
중식,만리향,짜장면,5000원,033-251-2227,강원특별자치도 춘천시 명동길29번길 4-5 (죽림동),3.3
숙박업,서울파크,평일,35000원,033-244-5400,강원특별자치도 춘천시 신북읍 상천3길 11,4.0
일식,춘천민물횟집,송어(1kg),26000원,033-252-3383,강원특별자치도 춘천시 효자로 42,5.0
한식_일반,다복한정식,한정식,7000원,033-581-6600,강원특별자치도 태백시 장성로 36,4.0
한식_일반,하나로식당,한우양념불고기(200g),27000원,033-554-1567,강원특별자치도 태백시 시장안1길 24,0.0
한식_일반,청재,한식뷔페,7000원,033-255-2867,강원특별자치도 춘천시 서면 박사로 927,0.0
한식_일반,그린식당,칼국수,5000원,033-332-2297,강원특별자치도 평창군 평창읍 백오1길 25-5,1.0
한식_일반,보리고개식당,보리밥,6000원,033-334-0691,강원특별자치도 평창군 평창읍 노성로 46,5.0
한식_육류,읍내골식당,김치찌개,6000원,033-661-4631,강원특별자치도 강릉시 연곡면 왕제골길 28-4,5.0
한식_육류,선이네,생삼겹살(200g),10000원,033-671-1516,강원특별자치도 양양군 양양읍 복개길 7,0.0
한식_일반,희진숯불갈비,된장찌개,7000원,033-553-9088,강원특별자치도 태백시 반딧불길 1-6,0.0
한식_일반,명촌아구해물찜,아귀찜(2-3인),33000원,033-434-4527,강원특별자치도 홍천군 홍천읍 연봉로 47,5.0
중식,도원식당,짜장면,4000원,033-434-2649,강원특별자치도 홍천군 홍천읍 홍천로3길 25,5.0
한식_일반,통나무식당,선짓국,7000원,033-434-4320,강원특별자치도 홍천군 홍천읍 신장대로 53-5,4.0
한식_일반,강대돈스탑,삼겹살(200g),11000원,033-572-9222,강원특별자치도 삼척시 언장2길 48,0.0
한식_일반,착한국밥,추어탕,6000원,033-575-0300,강원특별자치도 삼척시 사대1길 10-3,0.0
한식_일반,행운회수산,회덮밥,10000원,033-541-2999,강원특별자치도 삼척시 도계읍 도계느티로 8,2.5
양식,꼬시네돈가스,수제돈가스,8000원,033-635-4994,강원특별자치도 속초시 수복로 217,5.0
이미용업,은진미용실,파마,20000원,033-642-9210,강원특별자치도 강릉시 금성로31번길 5(성남동),0.0
기타서비스업,후지칼라 강릉점,사진촬영료,10000원,033-646-2000,강원특별자치도 강릉시 경강로 2069(임당동),0.0
한식_육류,춘천뒷고기,뒷고기(180g),13000원,033-251-0430,강원특별자치도 춘천시 우묵길 52 (퇴계동),4.0
한식_일반,수원갈비,돼지갈비(250g),12000원,033-482-4466,강원특별자치도 양구군 양구읍 양록길 33,0.0
한식_일반,가평식당,오징어불고기,8000원,033-452-2596,강원특별자치도 철원군 강포3길 3-14,3.5
한식_육류,월드한우구이촌,육회비빔밥,10000원,033-573-4595,강원특별자치도 삼척시 청석로3길 15,3.7
한식_일반,풍년식당,청국장,7000원,033-573-7138,강원특별자치도 삼척시 당저길 8 (당저동),3.9
한식_일반,바다내음,동태알탕(점심특선),7000원,033-574-3434,강원특별자치도 삼척시 남양길 25,4.5
한식_기타,명동만두,순두부찌개,6500원,033-442-4379,강원특별자치도 화천군 화천읍 중앙로4길 11,4.8
한식_일반,강미식당,제육백반,10000원,033-442-5252,강원특별자치도 화천군 화천읍 중앙로2길 15,5.0
한식_일반,화롯불,돼지갈비(300g),13000원,033-243-9289,강원특별자치도 춘천시 충열로 166,4.2
한식_육류,천하일미 닭갈비,닭갈비,12000원,033-253-2538,강원특별자치도 춘천시 영서로2279번길 25(온의동),4.3
숙박업,계림산장,특실(1인),30000원,033-254-7392,강원특별자치도 춘천시 스포츠타운길 340 (강남동),4.8
이미용업,펑펑펑미용실,커트,6000원,033-251-2252,강원특별자치도 춘천시 낙원길 50(소양동),4.2
한식_일반,웰빙주먹밥,우동정식,4500원,033-521-1536,강원특별자치도 동해시 효자남길 33-20,4.0
한식_일반,왕가,백반한정식,6000원,033-261-0559,강원특별자치도 춘천시 석사길 15(석사동),1.7
한식_일반,광치해장국,선지해장국,5000원,033-253-1100,강원특별자치도 춘천시 소양로 108(소양동),4.9
한식_찌개류,보글이식당,김치찌개,5000원,033-642-2979,강원특별자치도 강릉시 경강로2246번길 3,0.0
한식_육류,진미식당,김치찌개,4000원,033-648-8479,강원특별자치도 강릉시 금성로45번길 14(성남동),0.0
일식,밀촌샤브해물칼국수,소고기샤브,10000원,033-375-5422,강원특별자치도 영월군 영월읍 분수대길 34,4.5
중식,차이나먹거리,짜장면,5000원,033-766-4641,강원특별자치도 원주시 소방서길 44,2.7
중식,찰로원,짜장면,4000원,033-764-7557,강원특별자치도 원주시 남원로 637-16,3.7
한식_일반,한식뷔페식도락,오전식사,6000원,033-745-8500,강원특별자치도 원주시 모란1길 1,4.8
한식_일반,원주식당,가정식백반,7000원,033-748-4999,강원특별자치도 원주시 섬밭들 1길 30-3,4.4
한식_일반,명가해물,물회,9000원,033-573-9950,강원특별자치도 삼척시 진주로 50-1,3.8
이미용업,항골이용원,커트,10000원,033-532-1820,강원특별자치도 동해시 항골길 52,0.0
한식_일반,설악감자탕,뼈해장국,7000원,033-435-3603,강원특별자치도 홍천군 홍천읍 홍천로 340,0.0
한식_일반,오뚜기식당,감자옹심이,8000원,033-671-3048,강원특별자치도 양양군 양양읍 남문5길9 시장상가,4.8
한식_육류,대흥한우정육식당,등심(180g),25000원,033-671-8522,강원특별자치도 양양군 양양읍 동해대로 2661-17,4.5
중식,산동원,짜장면,5000원,033-742-5188,강원특별자치도 원주시 중앙로 171,3.0
