업종,업소명,주요품목,가격,연락처,주소,"주소_구,군",keyword,평점
한식_일반,김밥나라,돈까스,6000원,032-883-6600,인천광역시 미추홀구 낙섬서로20번길 3(용현동),인천광역시 미추홀구 낙섬서로20번길 3(용현동),인천광역시 미추홀구 김밥나라,5.0
중식,국민짬뽕,자장면,5000원,032-873-8856,인천광역시 미추홀구 인하로 272(주안동),인천광역시 미추홀구 인하로 272(주안동),인천광역시 미추홀구 국민짬뽕,4.8
한식_일반,다우리식당,된장찌개,7000원,032-874-6616,인천광역시 미추홀구 인하로67번길16(용현동),인천광역시 미추홀구 인하로67번길16(용현동),인천광역시 미추홀구 다우리식당,4.8
중식,차이나,자장면,4000원,032-442-6666,인천광역시 미추홀구 석산로 42(주안동),인천광역시 미추홀구 석산로 42(주안동),인천광역시 미추홀구 차이나,5.0
한식_일반,김밥짜장,김치찌개,4000원,032-873-8234,인천광역시 미추홀구 주안로 86(주안동),인천광역시 미추홀구 주안로 86(주안동),인천광역시 미추홀구 김밥짜장,1.8
한식_육류,당가네대박삼겹,삼겹살(150g),7500원,032-866-1991,인천광역시 미추홀구 인하로77번길 30(용현동),인천광역시 미추홀구 인하로77번길 30(용현동),인천광역시 미추홀구 당가네대박삼겹,5.0
중식,짜장전설,자장면,5000원,032-861-0660,인천광역시 미추홀구 인하로77번길 33(용현동),인천광역시 미추홀구 인하로77번길 33(용현동),인천광역시 미추홀구 짜장전설,3.8
세탁업,동방세탁,하의수선,3000원,032-873-1811,인천광역시 미추홀구 수봉로 40(숭의동),인천광역시 미추홀구 수봉로 40(숭의동),인천광역시 미추홀구 동방세탁,5.0
한식_일반,삼부자순대,순댓국,8000원,032-573-4242,인천광역시 서구 건지로249번길 17 (석남동),인천광역시 서구 건지로249번길 17 (석남동),인천광역시 서구 삼부자순대,3.0
이미용업,종로이발,이용료,8000원,032-883-5291,인천광역시 미추홀구 석정로 150-1(숭의동),인천광역시 미추홀구 석정로 150-1(숭의동),인천광역시 미추홀구 종로이발,별점 없음
이미용업,인하뷰티에스테틱,컷트,7000원,032-888-0250,인천광역시 미추홀구 석정로 228(도화동),인천광역시 미추홀구 석정로 228(도화동),인천광역시 미추홀구 인하뷰티에스테틱,별점 없음
한식_육류,대박집,삼겹살(200g),8000원,032-861-4147,인천광역시 미추홀구 미추홀대로 707(주안동),인천광역시 미추홀구 미추홀대로 707(주안동),인천광역시 미추홀구 대박집,1.0
한식_일반,해와달,수제돈까스,8500원,032-874-3266,인천광역시 미추홀구 주안로90번길 39(주안동),인천광역시 미추홀구 주안로90번길 39(주안동),인천광역시 미추홀구 해와달,0.0
한식_일반,신신분식,돈까스,8000원,032-762-0992,인천광역시 중구 자유공원로27번길 1(내동),인천광역시 중구 자유공원로27번길 1(내동),인천광역시 중구 신신분식,3.2
한식_일반,일미정,불고기백반,11000원,032-772-9595,인천광역시 중구 신포로23번길 5(중앙동4가),인천광역시 중구 신포로23번길 5(중앙동4가),인천광역시 중구 일미정,3.7
한식_육류,신흥숯불갈비,냉면,8000원,032-883-7717,인천광역시 중구 서해대로454번길 14-2(선화동),인천광역시 중구 서해대로454번길 14-2(선화동),인천광역시 중구 신흥숯불갈비,5.0
한식_육류,장터삼겹살(연안),삼겹살(180g),9000원,032-882-6880,인천광역시 중구 연안부두로53번길 31(항동7가),인천광역시 중구 연안부두로53번길 31(항동7가),인천광역시 중구 장터삼겹살(연안),별점 없음
한식_일반,신포화로구이,김치찌개,7000원,032-777-0099,인천광역시 중구 신포로27번길 16(관동3가),인천광역시 중구 신포로27번길 16(관동3가),인천광역시 중구 신포화로구이,0.0
이미용업,서울미용실,커트,8000원,010-3781-8710,인천광역시 옹진군 영흥면 영흥북로 35번길 27(내리),인천광역시 옹진군 영흥면 영흥북로 35번길 27(내리),인천광역시 옹진군 서울미용실,0.0
이미용업,준헤어 월드,학생커트,6000원,032-562-7612,"인천광역시 서구 탁옥로 89, 121호 (심곡동)","인천광역시 서구 탁옥로 89, 121호 (심곡동)",인천광역시 서구 준헤어 월드,4.8
이미용업,오렌지헤어모드,학생커트,7000원,032-567-9577,인천광역시 서구 심곡로56번길 18(심곡동),인천광역시 서구 심곡로56번길 18(심곡동),인천광역시 서구 오렌지헤어모드,0.0
한식_일반,라델리김밥,김치주먹밥,2000원,032-584-5225,인천광역시 서구 가정로 384 (가정동),인천광역시 서구 가정로 384 (가정동),인천광역시 서구 라델리김밥,2.5
세탁업,삼보세탁소,바지,4000원,032-566-4757,인천광역시 서구 승학로 457 (검암동),인천광역시 서구 승학로 457 (검암동),인천광역시 서구 삼보세탁소,0.0
이미용업,이사라 미용실,컷트,12000원,032-581-0302,인천광역시 서구 가정로152번길 16(가좌동),인천광역시 서구 가정로152번길 16(가좌동),인천광역시 서구 이사라 미용실,5.0
이미용업,임정민 헤어아트,컷트,10000원,032-577-7363,인천광역시 서구 길주로76번길 30(석남동),인천광역시 서구 길주로76번길 30(석남동),인천광역시 서구 임정민 헤어아트,0.0
이미용업,머리풍경,컷트,15000원,032-566-1223,인천광역시 서구 가현로 53 (마전동),인천광역시 서구 가현로 53 (마전동),인천광역시 서구 머리풍경,5.0
세탁업,킹세탁소,셔츠,3000원,032-562-6318,인천광역시 서구 검단로487번길 6(마전동),인천광역시 서구 검단로487번길 6(마전동),인천광역시 서구 킹세탁소,0.0
한식_면류,참진미바지락칼국수,칼국수,6000원,032-569-3601,인천광역시 서구 승학로422번길 29(검암동),인천광역시 서구 승학로422번길 29(검암동),인천광역시 서구 참진미바지락칼국수,0.0
한식_일반,풍년왕막걸리,파전,7000원,032-582-8158,인천광역시 서구 신석로 83(석남동),인천광역시 서구 신석로 83(석남동),인천광역시 서구 풍년왕막걸리,5.0
세탁업,드라이119세탁전문점,바지,4000원,032-564-2434,인천광역시 서구 경서로31번길 48-1 (경서동),인천광역시 서구 경서로31번길 48-1 (경서동),인천광역시 서구 드라이119세탁전문점,0.0
한식_일반,궁전숯불갈비,된장찌개,7000원,032-575-1149,인천광역시 서구 석남로 66-1(석남동),인천광역시 서구 석남로 66-1(석남동),인천광역시 서구 궁전숯불갈비,5.0
세탁업,늘푸른세탁,바지,3000원,032-562-2959,"인천광역시 서구 승학로216번길 20, 103호 (심곡동)","인천광역시 서구 승학로216번길 20, 103호 (심곡동)",인천광역시 서구 늘푸른세탁,0.0
한식_일반,벽란식당,벤뎅이덮밥,9000원,032-766-7022,인천광역시 동구 화도진로102-4(화수동),인천광역시 동구 화도진로102-4(화수동),인천광역시 동구 벽란식당,4.0
한식_일반,삼원부대찌개전문,소고기부대찌개,8000원,032-561-9409,인천광역시 서구 대평로7번길 4(심곡동),인천광역시 서구 대평로7번길 4(심곡동),인천광역시 서구 삼원부대찌개전문,4.4
이미용업,새마음이발관,컷트,6000원,032-579-8843,"인천광역시 서구 장고개로 287번길 7, 105호(가좌동)","인천광역시 서구 장고개로 287번길 7, 105호(가좌동)",인천광역시 서구 새마음이발관,5.0
한식_일반,풍년막걸리,계란탕,4000원,032-574-2560,인천광역시 서구 가정로 122(가좌동),인천광역시 서구 가정로 122(가좌동),인천광역시 서구 풍년막걸리,5.0
세탁업,백양세탁,바지,3000원,032-561-2060,인천광역시 서구 승학로 287번길 17(연희동),인천광역시 서구 승학로 287번길 17(연희동),인천광역시 서구 백양세탁,0.0
세탁업,대동세탁,바지,3000원,032-561-3434,"인천광역시 서구 심곡로 133, 203호(심곡동)","인천광역시 서구 심곡로 133, 203호(심곡동)",인천광역시 서구 대동세탁,1.0
이미용업,미가헤어포인트,커트,8000원,032-425-4454,인천광역시 부평구 배곶남로9번길 40(십정동),인천광역시 부평구 배곶남로9번길 40(십정동),인천광역시 부평구 미가헤어포인트,0.0
이미용업,청솔미용실,남자커트,7000원,032-502-2179,인천광역시 부평구 경인로 966-12(부평동),인천광역시 부평구 경인로 966-12(부평동),인천광역시 부평구 청솔미용실,0.0
한식_일반,명가설렁탕,떡만두국,8000원,032-330-8277,"인천광역시 부평구 주부토로66번길 14, 1층 102호(부평동)","인천광역시 부평구 주부토로66번길 14, 1층 102호(부평동)",인천광역시 부평구 명가설렁탕,5.0
이미용업,김현정헤어샵,남자커트,10000원,032-526-4666,"인천광역시 부평구 수변로9번길 5, 1호(부개동)","인천광역시 부평구 수변로9번길 5, 1호(부개동)",인천광역시 부평구 김현정헤어샵,0.0
한식_일반,청래옥,삼겹살,13000원,032-766-1919,인천광역시 동구 동산로81(송림동),인천광역시 동구 동산로81(송림동),인천광역시 동구 청래옥,0.0
한식_일반,옛날팥죽콩죽전문,팥칼국수,9000원,032-765-7378,인천광역시 동구 화도진로 63(화평동),인천광역시 동구 화도진로 63(화평동),인천광역시 동구 옛날팥죽콩죽전문,별점 없음
중식,중국성,자장면,4500원,032-426-7979,인천광역시 남동구 남동대로747번길 51(구월동),인천광역시 남동구 남동대로747번길 51(구월동),인천광역시 남동구 중국성,4.0
중식,문성각,자장면,4500원,032-777-0400,인천광역시 동구 송미로 35(송림동),인천광역시 동구 송미로 35(송림동),인천광역시 동구 문성각,3.5
한식_일반,화도진순대국,순대국,8000원,032-777-1289,인천광역시 동구 화도진로 101(화평동),인천광역시 동구 화도진로 101(화평동),인천광역시 동구 화도진순대국,3.0
한식_일반,아구군갈비양,백반,6000원,032-766-5002,인천광역시 동구 샛골로 117-1(송림동),인천광역시 동구 샛골로 117-1(송림동),인천광역시 동구 아구군갈비양,0.0
한식_일반,석정,백반,7000원,032-762-8219,인천광역시 동구 화도로 56(화수동),인천광역시 동구 화도로 56(화수동),인천광역시 동구 석정,4.0
한식_일반,신대청마루,김치찌개,7000원,032-589-2355,"인천광역시 동구 방축로 105(송림동, 산업용품유통센타 편익 C동 지하 21호)","인천광역시 동구 방축로 105(송림동, 산업용품유통센타 편익 C동 지하 21호)",인천광역시 동구 신대청마루,0.0
한식_일반,고려식당 한식,된장찌개,7000원,032-773-7045,인천광역시 동구 운교로12(화수동),인천광역시 동구 운교로12(화수동),인천광역시 동구 고려식당 한식,0.0
세탁업,드라이119세탁,Y셔츠,2000원,032-466-6689,인천광역시 남동구 만수로75번길 21(만수동),인천광역시 남동구 만수로75번길 21(만수동),인천광역시 남동구 드라이119세탁,0.0
한식_일반,착한식당,간장게장정식,9900원,032-422-0011,인천광역시 남동구 남동대로 924(간석동),인천광역시 남동구 남동대로 924(간석동),인천광역시 남동구 착한식당,2.6
이미용업,고영애미용실,커트(경로),7000원,032-469-4191,인천광역시 남동구 구월로372번길 13-13(만수동),인천광역시 남동구 구월로372번길 13-13(만수동),인천광역시 남동구 고영애미용실,0.0
중식,명인짜장,자장면,4000원,032-434-6256,인천광역시 남동구 석정로 540-6(간석동),인천광역시 남동구 석정로 540-6(간석동),인천광역시 남동구 명인짜장,2.0
한식_일반,김밥마을,원조김밥,2500원,032-464-6777,인천광역시 남동구 장승남로 44(만수동),인천광역시 남동구 장승남로 44(만수동),인천광역시 남동구 김밥마을,3.0
중식,탕짜,자장면,4000원,032-547-8688,인천광역시 계양구 안남로 554번길 8(효성동),인천광역시 계양구 안남로 554번길 8(효성동),인천광역시 계양구 탕짜,5.0
중식,소망각,자장면,4500원,032-433-8552,인천광역시 남동구 문화서로4번길 25-8(구월동),인천광역시 남동구 문화서로4번길 25-8(구월동),인천광역시 남동구 소망각,5.0
한식_일반,행복식당,백반,7000원,032-441-2705,인천광역시 남동구 성말로53번길 27-1(구월동),인천광역시 남동구 성말로53번길 27-1(구월동),인천광역시 남동구 행복식당,0.0
한식_일반,아랫목김밥,김밥,1500원,032-432-1233,인천광역시 남동구 용천로 170(간석동),인천광역시 남동구 용천로 170(간석동),인천광역시 남동구 아랫목김밥,2.3
한식_육류,보리네생고깃간,보리네정식,8000원,032-466-6992,인천광역시 남동구 하촌로 31(만수동),인천광역시 남동구 하촌로 31(만수동),인천광역시 남동구 보리네생고깃간,4.0
한식_일반,남해횟집,우럭회+탕,45000원,032-542-8965,"인천광역시 계양구 주부토로 571, 101호(계산동)","인천광역시 계양구 주부토로 571, 101호(계산동)",인천광역시 계양구 남해횟집,5.0
한식_일반,굴천국,굴국밥,8000원,032-546-9295,인천광역시 계양구 임학동로 55-1(임학동),인천광역시 계양구 임학동로 55-1(임학동),인천광역시 계양구 굴천국,3.0
한식_일반,남원추어탕,추어탕,9000원,032-553-1339,"인천광역시 계양구 주부토로 395, 1층(작전동)","인천광역시 계양구 주부토로 395, 1층(작전동)",인천광역시 계양구 남원추어탕,5.0
한식_면류,밀밭길,밀면,7000원,032-555-4204,인천광역시 계양구 용마루1길 11(용종동),인천광역시 계양구 용마루1길 11(용종동),인천광역시 계양구 밀밭길,4.1
한식_일반,단골분식,김밥,2500원,032-549-9043,인천광역시 계양구 안산로 50(임학동),인천광역시 계양구 안산로 50(임학동),인천광역시 계양구 단골분식,1.0
이미용업,은빛미용실,커트,12000원,032-549-4116,인천광역시 계양구 봉오대로 774번길 22(작전동),인천광역시 계양구 봉오대로 774번길 22(작전동),인천광역시 계양구 은빛미용실,0.0
중식,손가네짬뽕,짬뽕,6000원,032-555-8688,인천광역시 계양구 계양대로 194번길 8(계산동),인천광역시 계양구 계양대로 194번길 8(계산동),인천광역시 계양구 손가네짬뽕,4.3
한식_일반,가나안반점,자장면,4000원,832-0732,인천광역시 연수구 비류대로 156번길 5(옥련동),인천광역시 연수구 비류대로 156번길 5(옥련동),인천광역시 연수구 가나안반점,3.5
세탁업,한국세탁전문점,정장세탁료,7000원,032-544-1475,"인천광역시 계양구 용종로 78, 113호(용종동)","인천광역시 계양구 용종로 78, 113호(용종동)",인천광역시 계양구 한국세탁전문점,0.0
이미용업,나이스컷,커트,7000원,032-554-9926,인천광역시 계양구 주부토로 380(작전동),인천광역시 계양구 주부토로 380(작전동),인천광역시 계양구 나이스컷,0.0
한식_일반,에버그린,김치볶음밥,6500원,032-554-1236,"인천광역시 계양구 주부토로 477, 1층(계산동)","인천광역시 계양구 주부토로 477, 1층(계산동)",인천광역시 계양구 에버그린,0.0
한식_일반,가빈,돈까스,9000원,032-554-3600,"인천광역시 계양구 계양산로 64, 1층 102호(계산동)","인천광역시 계양구 계양산로 64, 1층 102호(계산동)",인천광역시 계양구 가빈,3.9
중식,수정반점,자장면,4000원,032-932-5891,인천광역시 강화군 내가면 강화서로 217,인천광역시 강화군 내가면 강화서로 217,인천광역시 강화군 수정반점,4.0
한식_일반,남창식당,돼비지백반,7000원,032-934-2380,인천광역시 강화군 강화읍 남문안길 3,인천광역시 강화군 강화읍 남문안길 3,인천광역시 강화군 남창식당,4.0
한식_일반,뚱가네,생삼겹살,15000원,032-933-9296,인천광역시 강화군 강화읍 강화대로393번길 10,인천광역시 강화군 강화읍 강화대로393번길 10,인천광역시 강화군 뚱가네,5.0
이미용업,청사내 구내이발,커트,7000원,815-3027,인천광역시 연수구 원인재로 115(연수구청 지하),인천광역시 연수구 원인재로 115(연수구청 지하),인천광역시 연수구 청사내 구내이발,별점 없음
이미용업,에녹컷트 전문점,커트,8000원,818-4884,인천광역시 연수구 청명로 9(청학동),인천광역시 연수구 청명로 9(청학동),인천광역시 연수구 에녹컷트 전문점,5.0
이미용업,선학미용실,파마,30000원,817-9950,인천광역시 연수구 학나래로109번길 21(선학동),인천광역시 연수구 학나래로109번길 21(선학동),인천광역시 연수구 선학미용실,0.0
한식_일반,김밥나라,비빔밥,6000원,831-1213,인천광역시 연수구 독배로 40번길 11(옥련동),인천광역시 연수구 독배로 40번길 11(옥련동),인천광역시 연수구 김밥나라,2.3
한식_일반,구이촌,우차돌박이(130g),10000원,819-9595,인천광역시 연수구 학나래로 14번길 16-1(선학동),인천광역시 연수구 학나래로 14번길 16-1(선학동),인천광역시 연수구 구이촌,0.0
한식_일반,소랑돼지랑,돼지갈비(300g),12000원,817-8592,인천광역시 연수구 함박로24(연수동),인천광역시 연수구 함박로24(연수동),인천광역시 연수구 소랑돼지랑,5.0
