업종,업소명,주요품목,가격,연락처,주소,keyword,평점
한식_일반,유명감자탕,뼈해장국(점심),7000원,042-535-9951,대전광역시 중구 동서대로 1210 (태평2동),대전광역시 중구 유명감자탕,4.3
세탁업,자이세탁,세탁(상의),4000원,042-252-2364,대전광역시 중구 충무로107번길 100(A-106)(대흥동),대전광역시 중구 자이세탁,1
한식_일반,이장네,백반,6000원,042-586-2020,대전광역시 중구 대둔산로 472-1(산성동),대전광역시 중구 이장네,5
한식_일반,파절이치킨,파절이치킨,14000원,042-624-6001,대전광역시 동구 동서대로1748번길 154(가양동),대전광역시 동구 파절이치킨,5
양식,돈하우스,치킨까스,6500원,010-9175-8880,"대전광역시 동구 동대전로131번길 8-16, 1층(자양동)",대전광역시 동구 돈하우스,3
중식,중국집앤하오치서울칡냉면,짜장면,4500원,042-628-1007,대전광역시 대덕구 중리로31번길 6-20(중리동),대전광역시 대덕구 중국집앤하오치서울칡냉면,별점 없음
이미용업,헤어코리아미용실,컷(여자),8000원,042-624-0594,대전광역시 대덕구 중리북로 53 (중리동),대전광역시 대덕구 헤어코리아미용실,5
세탁업,선비마을3단지 세탁,드라이클리닝,7000원,042-637-8686,대전광역시 대덕구 대전광역시 대덕구 동춘당로114번길 60(송촌동),대전광역시 대덕구 선비마을3단지 세탁,0
중식,7080중화요리,짜장면,5500원,042-934-1313,대전광역시 대덕구 석봉로37번길 60-16(석봉동),대전광역시 대덕구 7080중화요리,3
중식,청운대반점,짜장면,6000원,042-622-2051,대전광역시 대덕구 오정로76번길 2(오정동),대전광역시 대덕구 청운대반점,별점 없음
이미용업,수기헤어샵,커트,10000원,042-544-3882,대전광역시 서구 벌곡로 649,대전광역시 서구 수기헤어샵,4
한식_일반,손님식당,백반,7000원,042-583-3951,대전광역시 서구 흑석3길 25,대전광역시 서구 손님식당,0
한식_육류,199숯불갈비,돼지갈비,12000원,042-822-0025,"대전광역시 서구 만년로18번길 38, 1층",대전광역시 서구 199숯불갈비,5
한식_면류,복수칼국수,칼국수,5000원,042-582-5234,"대전광역시 서구 복수중로 38, 유치원동 2층",대전광역시 서구 복수칼국수,2.8
이미용업,유수현미용실,커트(여자),9000원,042-931-1915,대전광역시 대덕구 덕암북로22번길 46 (덕암동),대전광역시 대덕구 유수현미용실,0
이미용업,경미용실,커트,11000원,042-935-0325,대전광역시 대덕구 덕암북로22번길 52 (덕암동),대전광역시 대덕구 경미용실,0
한식_일반,대로식당,가정식백반,8000원,042-935-8892,대전광역시 대덕구 대덕대로 1605번길 7호(석봉동),대전광역시 대덕구 대로식당,5
한식_일반,돌돌김밥,야채김밥,2000원,042-932-1296,대전광역시 대덕구 석봉로37번길 51 (석봉동),대전광역시 대덕구 돌돌김밥,4
한식_일반,서울식당,김치찌개,5000원,042-488-8281,대전광역시 서구 문정로170번길 157,대전광역시 서구 서울식당,4.2
이미용업,머리하는 풍경,여자 컷,10000원,042-673-5008,대전광역시 대덕구 대전광역시 대덕구 중리북로 49(중리동),대전광역시 대덕구 머리하는 풍경,0
이미용업,투투머리마을미용실,여자 컷,7000원,042-632-7765,대전광역시 대덕구 동춘당로23번길 58 (송촌동),대전광역시 대덕구 투투머리마을미용실,1
한식_육류,미정숯불갈비,돼지갈비,9000원,042-623-8677,대전광역시 대덕구 동춘당로23번길 51(송촌동),대전광역시 대덕구 미정숯불갈비,4.3
한식_일반,식풍경대화점,뼈해장국,8000원,042-627-7288,대전광역시 대덕구 대화동 동심 5길 3(대화동),대전광역시 대덕구 식풍경대화점,4
한식_일반,장미식당,김치찌개,8000원,042-673-5931,대전광역시 대덕구 대화동 동심 1길 67(대화동),대전광역시 대덕구 장미식당,5
중식,만보성,짜장면,4000원,042-632-0095,대전광역시 대덕구 한밭대로972번길 86 (오정동),대전광역시 대덕구 만보성,1
한식_면류,달무리국수전문점,칼국수,5000원,042-622-7869,"대전광역시 대덕구 한남로137번길 48, 1층 (오정동)",대전광역시 대덕구 달무리국수전문점,별점 없음
한식_일반,도솔왕돈까스와 국수,돈까스,7000원,042-534-2156,"대전광역시 서구 계룡로326번길 139-4, 1층",대전광역시 서구 도솔왕돈까스와 국수,5
한식_일반,명성식당,백반,6000원,042-525-6271,"대전광역시 서구 도솔로 261-2, 1층",대전광역시 서구 명성식당,4.7
한식_일반,라면타임,라면,3000원,042-526-9839,대전광역시 서구 대덕대로 3,대전광역시 서구 라면타임,0
한식_육류,흑돼지식당,냉면,5000원,042-471-2263,"대전광역시 서구 둔산로137번길 18, 201호",대전광역시 서구 흑돼지식당,5
한식_면류,진짜손칼국수,칼국수,6000원,042-622-0109,대전광역시 동구 우암로 341-2(가양동),대전광역시 동구 진짜손칼국수,4.8
중식,교동짬뽕,짜장면,5500원,042-541-6658,"대전광역시 서구 구봉로147번길 98-11, 1층",대전광역시 서구 교동짬뽕,4.4
한식_일반,구미집,칼국수,6000원,042-527-6842,대전광역시 서구 유등로505번길 36,대전광역시 서구 구미집,별점 없음
한식_기타,가수원떡방앗간,모시송편,2500원,042-541-6581,대전광역시 서구 계백로1158번길 29,대전광역시 서구 가수원떡방앗간,5
중식,짜장왕,짜장면,4000원,042-585-1288,대전광역시 서구 계백로1286번길 18,대전광역시 서구 짜장왕,3.5
한식_일반,24시전주명가콩나물국밥관저점,콩나물국밥,5000원,042-544-7988,대전광역시 서구 관저중로 88,대전광역시 서구 24시전주명가콩나물국밥관저점,4
이미용업,윤미용실,퍼머,30000원,042-541-8627,대전광역시 서구 가수원로 106(은아아파트),대전광역시 서구 윤미용실,3
세탁업,세탁할인점,정장한벌,5900원,042-489-3243,대전광역시 서구 월평동로 83 다모아A상가 209호,대전광역시 서구 세탁할인점,0
한식_면류,참맛있는칼국수,왕만두,4000원,042-483-9259,"대전광역시 서구 청사서로54번길 17, 2층",대전광역시 서구 참맛있는칼국수,4.3
한식_면류,진칼국수,칼국수,4000원,042-522-1751,대전광역시 서구 도마2길 24,대전광역시 서구 진칼국수,4.8
중식,짬뽕명가상하이,짜장면,7000원,042-536-3939,"대전광역시 서구 도마로 75, 1층",대전광역시 서구 짬뽕명가상하이,2.6
한식_일반,대동식당,된장찌개,6000원,042-283-5556,대전광역시 동구 대동천우안4길 2(대동),대전광역시 동구 대동식당,0
한식_육류,맛존매콤닭불고기,맛존닭불고기,5000원,042-824-1959,대전광역시 유성구 대학로155번길 34(궁동),대전광역시 유성구 맛존매콤닭불고기,3.7
기타서비스업,드림안경콘택트,안경렌즈(1.60 청광),30000원,042-639-0010,대전광역시 동구 홍도로 14-5(홍도동),대전광역시 동구 드림안경콘택트,별점 없음
이미용업,머리카락앤피부샵,커트,7000원,042-633-6250,대전광역시 동구 동서대로1692번길153(성남동),대전광역시 동구 머리카락앤피부샵,0
한식_육류,와라칼국수와족발,족발(소),27000원,042-389-9000,대전광역시 동구 동서대로1668번길23(성남동),대전광역시 동구 와라칼국수와족발,4.4
한식_육류,배부른돼지,삼겹살(200g),12000원,042-627-0156,대전광역시 동구 동서대로1668번길24(성남동),대전광역시 동구 배부른돼지,4.3
한식_면류,미가칼국수,칼국수,6000원,042-621-7533,대전광역시 동구 백룡로 3(자양동),대전광역시 동구 미가칼국수,5
한식_일반,진수성찬,김치찌개,6000원,042-634-3898,대전광역시 동구 백룡로 29(자양동),대전광역시 동구 진수성찬,4
이미용업,청춘헤어,컷트(남),5000원,042-535-7754,대전광역시 중구 유천로132(태평동),대전광역시 중구 청춘헤어,0
한식_일반,장수순대,국밥,7000원,042-584-9494,대전광역시 유성구 대정남로 16(대정동),대전광역시 유성구 장수순대,2.3
한식_일반,신가네해장국,등뼈해장국,9000원,042-541-0308,대전광역시 유성구 유성대로 2(원내동),대전광역시 유성구 신가네해장국,3.3
기타양식,쥬스킹,커피,2000원,010-3442-2222,대전광역시 유성구 유성대로680번길 62-5(구암동),대전광역시 유성구 쥬스킹,3
한식_일반,청주해장국,우거지해장국,8000원,042-822-0050,대전광역시 유성구 온천로 63(봉명동),대전광역시 유성구 청주해장국,2.6
한식_일반,다전우렁쌈밥,우렁쌈밥정식,9000원,042-242-5989,대전광역시 중구 보문로168-12(대사동),대전광역시 중구 다전우렁쌈밥,5
한식_일반,천리집,접시순대,7000원,042-864-3880,대전광역시 유성구 신성남로 127(신성동),대전광역시 유성구 천리집,4.1
한식_면류,예전손칼국시,칼국수,7000원,042-823-4944,"대전광역시 유성구 계룡로 41-7(봉명동,1층)",대전광역시 유성구 예전손칼국시,4.1
한식_일반,삼남매,소고기국밥,7000원,042-825-8551,대전광역시 유성구 유성대로730번길 24(장대동),대전광역시 유성구 삼남매,0
한식_일반,민들레 집뜰,백반,7000원,042-825-1982,대전광역시 유성구 문화원로46번길 12(궁동),대전광역시 유성구 민들레 집뜰,3.8
한식_일반,진성할매추어탕,추어탕,7000원,042-285-9255,"대전광역시 중구 대전천서로 251, 1층(문창동)",대전광역시 중구 진성할매추어탕,3.4
중식,니하오유천점,짜장면,5000원,042-535-8070,"대전광역시 중구 평촌로 84,(유천동)",대전광역시 중구 니하오유천점,3.1
한식_면류,대박손칼국수,손칼국수,5000원,042-300-5097,대전광역시 중구 수침로55번길 60(태평동),대전광역시 중구 대박손칼국수,5
이미용업,여운영헤어메이크업연구소,컷트,7000원,042-226-7378,"대전광역시 중구 목중로 45-16, 1층(목동)",대전광역시 중구 여운영헤어메이크업연구소,0
한식_일반,시골밥상,백반(김치찌개),7000원,042-222-6699,대전광역시 중구 대종로315번길 53 (부사동),대전광역시 중구 시골밥상,5
한식_면류,시민칼국수,칼국수(사골),7000원,042-254-0888,대전광역시 중구 대흥로10번길 5 (문화1동),대전광역시 중구 시민칼국수,3.7
한식_면류,신도칼국수 중촌점,칼국수(사골),7000원,042-272-6799,대전광역시 중구 대전천서로679-1 (중촌동),대전광역시 중구 신도칼국수 중촌점,3.6
한식_일반,은진손두부,김치찌개,6000원,042-932-1744,대전광역시 대덕구 덕암로 234번길 30(덕암동),대전광역시 대덕구 은진손두부,0
한식_일반,선화동소머리해장국,한우소머리곰탕,9000원,042-637-5529,대전광역시 중구 중구 선화로 128(선화동),대전광역시 중구 선화동소머리해장국,2.6
한식_면류,행복칼국수,칼국수,6000원,042-222-9632,대전광역시 동구 대전로815번길 15(정동),대전광역시 동구 행복칼국수,4.3
한식_일반,대패명가,생삼겹,11000원,042-256-9955,대전광역시 중구 대흥로12(문화동),대전광역시 중구 대패명가,0
한식_일반,군산복집,밀복지리,15000원,042-252-3588,대전광역시 중구 중앙로121번길20방산빌딩(선화동),대전광역시 중구 군산복집,5
이미용업,헤어핀미용실,남성컷,7000원,042-482-7064,대전광역시 유성구 계룡로17(봉명동),대전광역시 유성구 헤어핀미용실,5
한식_일반,학사식당,뷔페,6000원,042-822-6199,대전광역시 유성구 대학로76번안길 32 (궁동),대전광역시 유성구 학사식당,4.3
한식_면류,동큐칼국수,칼국수,5000원,042-822-9397,대전광역시 유성구 문화원로47번길 20(궁동),대전광역시 유성구 동큐칼국수,0
한식_일반,충대분식,비빔국수,6000원,042-822-4181,대전광역시 유성구 대학로141번길 17(궁동),대전광역시 유성구 충대분식,3.2
한식_육류,외양간숯불구이,선짓국,4000원,042-637-5455,대전광역시 대덕구 한밭대로1003번길 161-67(오정동),대전광역시 대덕구 외양간숯불구이,0
한식_일반,나래원식당,안동찜닭,22000원,042-252-0838,대전광역시 대덕구 비래동로16번길 13(비래동),대전광역시 대덕구 나래원식당,4.4
한식_일반,오롱골순대국밥법동점,순대국밥,6000원,042-627-8181,대전광역시 대덕구 계족산로5번길 90 (법동),대전광역시 대덕구 오롱골순대국밥법동점,별점 없음
한식_일반,행복담은 한그릇,콩나물밥,7000원,042-631-0045,"대전광역시 대덕구 대전로1020번길 23, 1층(오정동)",대전광역시 대덕구 행복담은 한그릇,0
한식_면류,최고집잔치국수,잔치국수,5500원,042-934-8003,대전광역시 대덕구 덕암로 265번길 127(덕암동),대전광역시 대덕구 최고집잔치국수,4.2
한식_면류,아지매왕냉면왕갈비탕,세숫대야왕냉면,7000원,042-639-6089,대전광역시 대덕구 중리남로7번길 1 (중리동),대전광역시 대덕구 아지매왕냉면왕갈비탕,4
세탁업,대학세탁소,수선료,5000원,042-350-4938,대전광역시 유성구 대학로291 N12 2층,대전광역시 유성구 대학세탁소,0
이미용업,착한이용원,학생커트,10000원,010-9421-7197,대전광역시 유성구 진잠로 78번길 34(원내동),대전광역시 유성구 착한이용원,0
한식_면류,미정손칼국수 만두,손칼국수,5000원,042-542-6679,"대전광역시 서구 구봉로131번길 38, 109호",대전광역시 서구 미정손칼국수 만두,3.3
이미용업,수정미용실,커트,5000원,042-523-1455,대전광역시 서구 괴정로 106,대전광역시 서구 수정미용실,5
이미용업,샛별미용타운,퍼머,30000원,042-487-8210,대전광역시 서구 청사서로 29 샛별상가 B1층,대전광역시 서구 샛별미용타운,0
한식_일반,탄방골참순대,순대국밥,7000원,042-482-5288,대전광역시 서구 한밭대로570번길38,대전광역시 서구 탄방골참순대,3.5
이미용업,로마이용원,이용료,10000원,042-535-4807,대전광역시 서구 괴정로 186,대전광역시 서구 로마이용원,0
이미용업,신일미용실,커트,6000원,042-533-2281,대전광역시 서구 계룡로 663-17,대전광역시 서구 신일미용실,0
한식_일반,우돈마루,냉면,7000원,042-222-1262,대전광역시 중구 목중로50 지하1층(중촌동),대전광역시 중구 우돈마루,4.8
이미용업,고운미용실,일반커트,8000원,042-822-9295,대전광역시 유성구 유성대로 720번길 92 (장대동),대전광역시 유성구 고운미용실,0
한식_육류,덕암삼겹살,생삼겹살,10000원,042-931-0245,대전광역시 대덕구 덕암로 251(덕암동),대전광역시 대덕구 덕암삼겹살,5
한식_일반,보성식당,청국장게장백반,9000원,042-932-7494,대전광역시 대덕구 석봉로 37번길 60-7(석봉동),대전광역시 대덕구 보성식당,3.4
한식_일반,진미정식,가정식백반,7000원,042-623-8810,대전광역시 대덕구 중리동로 17번길 50(중리동),대전광역시 대덕구 진미정식,2.7
한식_일반,이모네식당,고등어백반,7000원,042-625-4047,대전광역시 대덕구 동서대로1809번길 9(송촌동),대전광역시 대덕구 이모네식당,0
한식_면류,호박식당,칼국수,6000원,042-623-1426,대전광역시 대덕구 비래동로7번길 13(비래동),대전광역시 대덕구 호박식당,5
양식,킴스돈까스,등심돈까스,6000원,042-627-5787,대전광역시 대덕구 한남로 61(오정동),대전광역시 대덕구 킴스돈까스,4.2
한식_일반,제일추어탕,돌솥추어탕,8000원,042-633-1190,대전광역시 대덕구 한남로 137(오정동),대전광역시 대덕구 제일추어탕,4.8
한식_일반,오부자강릉집,낙지뚝배기,8000원,042-626-1888,대전광역시 대덕구 한밭대로1006번길 74(오정동),대전광역시 대덕구 오부자강릉집,0
한식_육류,황토가마,숙성목살,11000원,042-822-5833,대전광역시 유성구 대학로 145번길 35 (궁동),대전광역시 유성구 황토가마,4
한식_면류,토종칼국수,족발(중),15000원,042-822-1118,대전광역시 유성구 노은서로 61,대전광역시 유성구 토종칼국수,3.8
이미용업,정운미용실,일반커트,5000원,042-320-1458,대전광역시 유성구 장대로 27 (장대동),대전광역시 유성구 정운미용실,0
한식_일반,다락방식당,생선가스,6000원,042-823-2949,대전광역시 유성구 유성대로 740번길 42 (장대동),대전광역시 유성구 다락방식당,4.4
한식_일반,다유미,김밥,2500원,042-823-6888,대전광역시 유성구 문화원로 16(장대동),대전광역시 유성구 다유미,4.3
한식_일반,정식당,시래기탕,7000원,042-822-0745,대전광역시 유성구 유성대로 646번길52 (구암동),대전광역시 유성구 정식당,4.8
한식_일반,토종순대,순대국밥,6000원,042-822-1245,대전광역시 유성구 유성대로 730번길29 (장대동),대전광역시 유성구 토종순대,5
이미용업,강정원헤어러브,학생커트,7000원,042-825-8092,대전광역시 유성구 유성대로 730번길24(장대동),대전광역시 유성구 강정원헤어러브,0
이미용업,수헤어,남성컷,9000원,042-478-2005,대전광역시 유성구 계룡로 13(구암동),대전광역시 유성구 수헤어,0
이미용업,지영미용실,일반커트,8000원,042-822-6203,대전광역시 유성구 유성대로 720번길 64(장대동),대전광역시 유성구 지영미용실,0
이미용업,수림미용실,일반커트,10000원,042-823-7235,대전광역시 유성구 유성대로 720번길 44(장대동),대전광역시 유성구 수림미용실,0
이미용업,평화미용실,파마후커트,5000원,042-823-5320,대전광역시 유성구 유성대로 720번길 63-5 (장대동),대전광역시 유성구 평화미용실,0
한식_면류,고향손칼국수,칼국수,5000원,042-823-3393,대전광역시 유성구 유성대로 752번길 33 (장대동),대전광역시 유성구 고향손칼국수,4
이미용업,머리사랑미용실,학생커트,6000원,042-544-5700,대전광역시 유성구 진잠로 42번길 88 진잠타운상가 207호(진잠동),대전광역시 유성구 머리사랑미용실,0
한식_일반,유성할매빈대떡,순두부찌개,7000원,042-476-5090,대전광역시 유성구 유성대로 752번길 36(장대동),대전광역시 유성구 유성할매빈대떡,5
한식_일반,빌라드 알티오라,한식정식뷔페,8000원,042-488-3131,대전광역시 서구 한밭대로 809 사학연금회관 3층,대전광역시 서구 빌라드 알티오라,3.6
한식_일반,황토우렁쌈밥,황태해장국,8000원,042-484-7997,대전광역시 서구 대덕대로234번길 29,대전광역시 서구 황토우렁쌈밥,3.7
한식_일반,참사랑김밥,김치찌개,7000원,042-537-8989,대전광역시 서구 신갈마로 140,대전광역시 서구 참사랑김밥,5
한식_일반,전통콩나물밥식당,콩나물밥,5000원,042-483-8898,대전광역시 서구 월평중로4번길 80,대전광역시 서구 전통콩나물밥식당,4.3
이미용업,장미미용실,퍼머,30000원,042-483-6336,대전광역시 서구 월평새뜸로8번길 61-5,대전광역시 서구 장미미용실,0
이미용업,유진이용원,이용료,10000원,042-532-4688,대전광역시 서구 도마2길 73,대전광역시 서구 유진이용원,별점 없음
이미용업,원헤어라인,퍼머,25000원,042-542-9952,대전광역시 서구 가수원로7번길 14,대전광역시 서구 원헤어라인,0
한식_일반,우두령,냉면,6000원,042-477-0707,대전광역시 서구 둔산중로134번길 21,대전광역시 서구 우두령,3.1
이미용업,용문이용원,이용료,7000원,042-533-3851,대전광역시 서구 괴정로189번길 49,대전광역시 서구 용문이용원,0
한식_면류,옛터국수전문점,잔치국수,5000원,042-483-3579,대전광역시 서구 월평새뜸로 4번길 69,대전광역시 서구 옛터국수전문점,4.1
한식_일반,옛맛치킨호프,치킨,16000원,042-484-3231,대전광역시 서구 월평로 83,대전광역시 서구 옛맛치킨호프,별점 없음
한식_면류,30년전통옛날손칼국수,칼국수,6000원,042-476-0069,대전광역시 서구 월평중로4번길 82,대전광역시 서구 30년전통옛날손칼국수,5
중식,만빈각,자장면,3000원,042-526-3578,대전광역시 서구 괴정로166번길 35,대전광역시 서구 만빈각,5
한식_면류,신공주칼국수,칼국수,6000원,042-526-0671,대전광역시 서구 갈마로313번길 22,대전광역시 서구 신공주칼국수,별점 없음
이미용업,슈헤어갤러리,퍼머,35000원,042-486-6650,대전광역시 서구 계룡로245번길 15,대전광역시 서구 슈헤어갤러리,0
이미용업,수 헤어갤러리,퍼머,30000원,042-535-3122,대전광역시 서구 도솔로 261-2,대전광역시 서구 수 헤어갤러리,0
한식_일반,송가네닭발,선짓국,5000원,042-586-5442,대전광역시 서구 계백로1300번길 54,대전광역시 서구 송가네닭발,4.2
한식_면류,서해해물칼국수,된장찌개,6000원,042-532-7327,대전광역시 서구 계룡로662번길 14,대전광역시 서구 서해해물칼국수,3
한식_일반,새벽김밥,김밥,2000원,042-541-9977,대전광역시 서구 계백로 1166-18,대전광역시 서구 새벽김밥,3
한식_육류,산막골가든,삼겹살,12000원,042-585-2475,대전광역시 서구 장안로 772-62,대전광역시 서구 산막골가든,4.2
한식_일반,뱃고동쭈꾸미낙지전문점,김치찌개,6000원,042-489-4992,대전광역시 서구 만년로18번길 15,대전광역시 서구 뱃고동쭈꾸미낙지전문점,4
한식_일반,명랑분식,청국장,7000원,042-472-5345,대전광역시 서구 둔산로 240번길 16,대전광역시 서구 명랑분식,4.3
한식_일반,머슴촌해장국,우거지해장국,6000원,042-487-9988,대전광역시 서구 둔산로51번길 66,대전광역시 서구 머슴촌해장국,3.5
중식,매일반점,자장면,3000원,042-533-3228,대전광역시 서구 사마1길 16,대전광역시 서구 매일반점,3.8
한식_일반,고려회관,백반정식,10000원,042-257-4732,대전광역시 중구 중앙로109번길 30(선화동),대전광역시 중구 고려회관,3.2
한식_일반,라면타임,돈까스,5500원,042-527-0339,대전광역시 서구 도산로 61,대전광역시 서구 라면타임,0
한식_육류,둔산돌구이,냉면,6000원,042-482-5955,대전광역시 서구 둔산중로58번길 49,대전광역시 서구 둔산돌구이,1
한식_일반,동키치킨,치킨,12900원,042-485-9848,대전광역시 서구 문정로170번길 150,대전광역시 서구 동키치킨,0
한식_육류,담양애떡갈비,불고기,7000원,042-636-9904,대전광역시 서구 만년남로3번길 16-8,대전광역시 서구 담양애떡갈비,3.3
한식_일반,놀부네남원추어탕,추어탕,8000원,042-484-3353,대전광역시 서구 월평로37번길 9,대전광역시 서구 놀부네남원추어탕,0
한식_일반,김밥천국,된장찌개,6000원,042-527-0600,대전광역시 서구 갈마로 55,대전광역시 서구 김밥천국,1.2
이미용업,김영숙미용실,퍼머,25000원,042-486-4611,대전광역시 서구 둔산로206번길 15,대전광역시 서구 김영숙미용실,0
이미용업,기쁨주는머리방,퍼머,20000원,042-544-4934,대전광역시 서구 계백로1158번길 79,대전광역시 서구 기쁨주는머리방,0
이미용업,궁중미용실,퍼머,20000원,042-541-1159,대전광역시 서구 가수원중로 4-22,대전광역시 서구 궁중미용실,0
한식_일반,만년건강보리밥,보리밥,6000원,042-482-4243,대전광역시 서구 만년남로11번길 43,대전광역시 서구 만년건강보리밥,4
세탁업,석교세탁소,세탁료(상의),6000원,042-274-3382,대전광역시 중구 돌다리로17(석교동),대전광역시 중구 석교세탁소,5
중식,옛날전통짜장,짜장면,4000원,042-532-4494,대전광역시 중구 동서대로 1208-5(태평동),대전광역시 중구 옛날전통짜장,3.3
한식_일반,장춘식당,쌈밥정식,12000원,042-221-3838,대전광역시 중구 대종로505번길 54(선화동),대전광역시 중구 장춘식당,5
이미용업,미스터굿데이이용원,컷트,5000원,없음,대전광역시 중구 계백로 1540(유천동),대전광역시 중구 미스터굿데이이용원,5
중식,중화요리CFT,짜장면,5000원,042-525-7110,대전광역시 중구 계백로1705-38(오류동),대전광역시 중구 중화요리CFT,2.7
중식,도원춘,짜장면,5000원,042-585-0225,대전광역시 중구 대둔산로 415(산성동),대전광역시 중구 도원춘,2.4
이미용업,천근미용실,컷트(학생),9000원,042-582-4955,대전광역시 중구 천근로29-1(문화동),대전광역시 중구 천근미용실,5
양식,아저씨돈까스,돈까스,7000원,042-221-6595,대전광역시 중구 중앙로 164길 22-7(은행동),대전광역시 중구 아저씨돈까스,3
중식,영빈관식당,짜장면,6000원,042-286-8788,대전광역시 중구 대종로 83(옥계동),대전광역시 중구 영빈관식당,별점 없음
한식_면류,선화콩나물밥식당,콩나물밥,6000원,042-252-5305,대전광역시 중구 선화로119번길33(선화동),대전광역시 중구 선화콩나물밥식당,3
한식_면류,청양칼국수,바지락칼국수,7000원,042-255-5630,대전광역시 중구 대종로505번길31(선화동),대전광역시 중구 청양칼국수,3.8
한식_일반,신삼정식당,동태찌개,8000원,042-222-1533,대전광역시 중구 중교로11-1(대흥동),대전광역시 중구 신삼정식당,0
한식_일반,24시대전해장국,해장국,6500원,042-255-1066,대전광역시 중구 우암로 12(선화동),대전광역시 중구 24시대전해장국,3.4
한식_일반,한우농장30년,곰탕,8000원,042-274-9393,대전광역시 동구 동부로 13(판암동),대전광역시 동구 한우농장30년,0
이미용업,송미용실,커트(여),8000원,042-271-9443,대전광역시 동구 산내로 1346(낭월동),대전광역시 동구 송미용실,0
중식,장성,자장면,5000원,042-622-8494,대전광역시 동구 우암로 85번길 14(삼성동),대전광역시 동구 장성,5
이미용업,헤어코리아미용실,커트(여),9000원,042-672-0594,대전광역시 동구 한남로7번길 87(홍도동),대전광역시 동구 헤어코리아미용실,2.5
한식_일반,24시 서울식당,된장찌개,6000원,042-626-1968,대전광역시 동구 동서대로 1695번길 53(용전동),대전광역시 동구 24시 서울식당,3.7
한식_육류,희원숯불갈비식당,돼지갈비(200g),7200원,042-627-5329,대전광역시 동구 가양로56번길 19(가양동),대전광역시 동구 희원숯불갈비식당,2
중식,성심관,자장면,3000원,042-637-2822,대전광역시 동구 동대전로 208(자양동),대전광역시 동구 성심관,3.7
한식_일반,뒤집어진뚝배기,뚝배기 제육,6500원,042-622-3692,대전광역시 동구 동대전로 131번길 8-11(자양동),대전광역시 동구 뒤집어진뚝배기,4
중식,정통짜장,자장면,5500원,042-631-3535,대전광역시 동구 동대전로 102(대동),대전광역시 동구 정통짜장,3.7
한식_일반,왕산왕갈비탕,갈비탕,7000원,042-626-7006,대전광역시 동구 계족로 202(대동),대전광역시 동구 왕산왕갈비탕,2.5
이미용업,연미용실,커트(여),3000원,042-284-1618,대전광역시 동구 새울로81번길 16(용운동),대전광역시 동구 연미용실,5
이미용업,곽은아미용실,커트(여),9000원,042-272-4478,대전광역시 동구 새울로 100(용운동),대전광역시 동구 곽은아미용실,5
한식_일반,조선옥,삼계탕,12000원,042-223-7775,대전광역시 동구 중앙로194번길 64(원동),대전광역시 동구 조선옥,0
중식,만리장성,자장면,3000원,042-282-2008,"대전광역시 동구 동부로 73, 2층(판암동, 주공5단지 상가)",대전광역시 동구 만리장성,5
목욕업,가오목욕탕,목욕료,6000원,042-282-4945,대전광역시 동구 대전로 461(가오동),대전광역시 동구 가오목욕탕,0
이미용업,은성미용실,커트(여),8000원,042-283-9633,대전광역시 동구 새터2길 26(신흥동),대전광역시 동구 은성미용실,별점 없음
이미용업,뿌리미용실,커트(여),7000원,042-286-4444,대전광역시 동구 충무로 219(인동),대전광역시 동구 뿌리미용실,0
이미용업,대광이용원,이용료,7000원,042-282-7720,대전광역시 동구 계족로 73-2(신흥동),대전광역시 동구 대광이용원,0
이미용업,뉴모델이용원,이용료,7000원,042-282-1933,대전광역시 동구 계족로 103(신흥동),대전광역시 동구 뉴모델이용원,5
이미용업,착한미용실,커트(여),9000원,042-222-0594,대전광역시 동구 중앙로204번길 4(중동),대전광역시 동구 착한미용실,3
이미용업,복지이용원,이용료,7000원,042-251-8428,대전광역시 동구 대전로 791번길 50(중동),대전광역시 동구 복지이용원,0
한식_일반,2900냥 식당,선지해장국,5000원,042-256-8686,대전광역시 동구 대전로815번길 5(정동),대전광역시 동구 2900냥 식당,4.7
한식_일반,부림식당,백반,7000원,042-226-8346,대전광역시 동구 중앙로 200번길 27(중동),대전광역시 동구 부림식당,3
한식_일반,옛고을식당,양푼이비빔밥,6000원,042-274-1983,대전광역시 동구 역전시장길 8(정동),대전광역시 동구 옛고을식당,0
한식_면류,김화칼국수,칼국수,5000원,042-221-7594,대전광역시 동구 중앙로 203번길 28(중동),대전광역시 동구 김화칼국수,4.6
한식_면류,삼대째전통칼국수,칼국수,6000원,042-257-5432,대전광역시 동구 대전로825번길 13(정동),대전광역시 동구 삼대째전통칼국수,4
한식_면류,신도칼국수,칼국수,7000원,042-253-6799,대전광역시 동구 대전로825번길 11(정동),대전광역시 동구 신도칼국수,2.9
한식_면류,홍가네칼국수,칼국수,6000원,042-254-5945,대전광역시 동구 대전로807번길 40(중동),대전광역시 동구 홍가네칼국수,4.7
