업종,업소명,주요품목,가격,연락처,주소,keyword,평점
중식,북경중화요리,자장면,5000원,041-554-1585,충청남도 천안시 동남구 신부1길 6(신부동),충청남도 천안시 북경중화요리,5
한식_분식,하나네 수제돈가스,돈까스,9000원,041-735-5257,"충청남도 논산시 논산시 중앙로 323, 1층",충청남도 논산시 하나네 수제돈가스,3.1
이미용업,하나미장원,커트,10000원,041-579-1233,충청남도 천안시 서북구 쌍용15길 3(쌍용동),충청남도 천안시 하나미장원,0
이미용업,꽃샘미용실,커트,13000원,041-622-2937,충청남도 천안시 서북구 성거길 153,충청남도 천안시 꽃샘미용실,0
이미용업,제이남성컷트전문점,커트,8000원,041-573-4080,"충청남도 천안시 서북구 월봉7길 77, 11동 103호(쌍용2동)",충청남도 천안시 제이남성컷트전문점,0
이미용업,이승철헤어,커트,11000원,041-567-1922,충청남도 천안시 동남구 천안천공원4길 4 (영성동),충청남도 천안시 이승철헤어,0
이미용업,남성컷트오천냥클럽,커트,6000원,041-572-5283,"충청남도 천안시 동남구 서부대로 257-3,105호(신방동)",충청남도 천안시 남성컷트오천냥클럽,3
한식_일반,서산집,순댓국,7000원,041-552-6650,충청남도 천안시 동남구 사직로 18(사직동),충청남도 천안시 서산집,5
한식_일반,서산순대집,순대국밥,7000원,041-555-3723,충청남도 천안시 동남구 큰시장길 17(사직동),충청남도 천안시 서산순대집,4.2
한식_기타,가화손만두옛날통닭,옛날통닭,6000원,041-558-0863,충청남도 천안시 동남구 큰재빼기길 28(오룡동),충청남도 천안시 가화손만두옛날통닭,5
한식_면류,은혜네칼국수,바지락칼국수,5000원,041-568-5528,충청남도 천안시 동남구 공설시장3길 10 (대흥동),충청남도 천안시 은혜네칼국수,4.5
한식_분식,맛짱김밥,김치찌개,5000원,041-568-7775,충청남도 천안시 동남구 원거리11길 42 (원성동),충청남도 천안시 맛짱김밥,1
한식_일반,경북당,칼국수,6000원,041-561-4133,충청남도 천안시 동남구 병천면 아우내장터2길 46,충청남도 천안시 경북당,3.3
일식,한그릇,가케우동,6500원,010-6435-8198,"충청남도 아산시 배방읍 월천2길 36-1, 1층",충청남도 아산시 한그릇,5
한식_일반,봉화순대,순대국(보통),8000원,041-742-0048,충청남도 논산시 연무읍 연무로 156-1,충청남도 논산시 봉화순대,4.2
이미용업,서울미용실,컷트,10000원,041-667-7182,충청남도 서산시 율지8로 22(동문동),충청남도 서산시 서울미용실,0
한식_일반,공산성본가,도가니탕,13000원,041-856-9393,충청남도 공주시 왕릉로 136(금성동),충청남도 공주시 공산성본가,1.4
한식_일반,착한생오리,생오리정식,9000원,041-531-9200,충청남도 아산시 시민로422번길 26,충청남도 아산시 착한생오리,5
한식_육류,궁중화로,등갈비탕,9000원,041-542-8592,충청남도 아산시 신창면 순천향로15번길 17,충청남도 아산시 궁중화로,4.3
이미용업,젠틀맨,커트,6000원,010-3150-0081,충청남도 아산시 온천대로 1554,충청남도 아산시 젠틀맨,0
한식_일반,농원정,삼계탕,13000원,041-531-9782,충청남도 아산시 실옥로 93 (실옥동),충청남도 아산시 농원정,4
이미용업,온리포맨,커트,7000원,041-533-3988,충청남도 아산시 온천대로 1423,충청남도 아산시 온리포맨,5
한식_일반,한우갈비,가마솥된장찌개,10000원,041-355-8292,충청남도 당진시 당진천2길 18,충청남도 당진시 한우갈비,5
한식_면류,추억의 잔치국수,잔치국수,5000원,041-355-5153,충청남도 당진시 당진중앙3로 89,충청남도 당진시 추억의 잔치국수,4
한식_일반,대산해장국,해장국,8000원,041-334-1057,충청남도 예산군 예산읍 신례원로 32,충청남도 예산군 대산해장국,5
한식_일반,대지식당,김치찌개,8000원,041-631-9994,충청남도 홍성군 구항면 구항길 86,충청남도 홍성군 대지식당,0
한식_일반,인지한우마을,진국밥,8000원,041-688-8080,충청남도 서산시 인지면 무학로 1712,충청남도 서산시 인지한우마을,4.8
한식_일반,양평할매해장국,콩나물 해장국,7000원,041-856-8956,충청남도 공주시 번영3로 37(신관동),충청남도 공주시 양평할매해장국,4.7
한식_육류,두정숯불갈비,돼지갈비(250g),13000원,041-621-1110,충청남도 천안시 서북구 부성1길 19(두정동),충청남도 천안시 두정숯불갈비,5
한식_일반,이웃집칼국수,칼국수,7000원,041-641-3178,충청남도 홍성군 광천읍 광천로 315번길 14-1,충청남도 홍성군 이웃집칼국수,2
한식_일반,메꿀레분식,칼국수,4000원,041-673-2144,충청남도 태안군 태안읍 시장3길 43-7,충청남도 태안군 메꿀레분식,4.4
이미용업,에스더헤어,커트,12000원,041-675-7373,충청남도 태안군 태안읍 시장1길 35-22,충청남도 태안군 에스더헤어,0
한식_일반,파전칼국수,칼국수,4000원,041-673-2772,"충청남도 태안군 태안읍 시장1길 34, 9호",충청남도 태안군 파전칼국수,3.9
한식_일반,광해분식,칼국수,6000원,041-674-2291,충청남도 태안군 태안읍 샘골로 64-2,충청남도 태안군 광해분식,4.9
이미용업,이브미용실,커트,12000원,041-675-4827,충청남도 태안군 태안읍 군청5길 22-6,충청남도 태안군 이브미용실,0
양식,훼미리레스토랑,돈까스,9000원,041-632-5103,충청남도 홍성군 홍성읍 아문길 59,충청남도 홍성군 훼미리레스토랑,4.8
한식_일반,광명식당,김치찌개,7000원,041-632-5066,충청남도 홍성군 홍성읍 월산로 30번길 2-4,충청남도 홍성군 광명식당,0
한식_일반,맷돌분식,손칼국수,5000원,041-951-0464,충청남도 서천군 한산면 한산모시길 38번길 22,충청남도 서천군 맷돌분식,5
한식_일반,김박사집,선지해장국,10000원,041-632-5999,충청남도 홍성군 홍성읍 조양로 119번길 3,충청남도 홍성군 김박사집,0
한식_일반,한일식당,보리밥정식,6000원,041-641-2421,충청남도 홍성군 광천읍 광천로299번길 24,충청남도 홍성군 한일식당,4.3
한식_일반,봉신식당,소머리곰탕,8000원,041-633-8180,충청남도 홍성군 홍북읍 도청대로96번길204,충청남도 홍성군 봉신식당,5
한식_일반,홍동집할머니,소머리국밥,5000원,041-631-4005,충청남도 홍성군 홍성읍 의사로43번길 27-3,충청남도 홍성군 홍동집할머니,별점 없음
한식_일반,대동집,선지국밥,6000원,041-633-7053,충청남도 홍성군 홍성읍 홍성천길 242 D동 1호,충청남도 홍성군 대동집,0
한식_일반,뚱땡이아줌마,소머리국밥,5000원,041-634-0317,충청남도 홍성군 홍성읍 의사로 43번길 27-3,충청남도 홍성군 뚱땡이아줌마,4.6
한식_일반,신신일식당,된장찌개,7000원,041-642-3008,충청남도 홍성군 광천읍 홍남로 715,충청남도 홍성군 신신일식당,0
한식_면류,석당해물칼국수,해물손칼국수,7000원,041-642-7263,충청남도 홍성군 결성면 구성남로 20,충청남도 홍성군 석당해물칼국수,5
한식_일반,형제곱창,곱창전골(소),20000원,041-633-0454,충청남도 홍성군 홍성읍 월계2길 5-5,충청남도 홍성군 형제곱창,5
한식_일반,싱싱고기구이촌,생삼겹살,10000원,041-943-0969,충청남도 청양군 청양읍 중앙로11길 5,충청남도 청양군 싱싱고기구이촌,0
이미용업,시온미용실,커트,5000원,041-956-4744,충청남도 서천군 장항읍 장항로 100,충청남도 서천군 시온미용실,5
한식_일반,대들보,낙지볶음,11000원,041-363-2260,충청남도 당진시 합덕읍 미락2안길 25,충청남도 당진시 대들보,4
이미용업,조이헤어샵,커트,5000원,041-953-0502,충청남도 서천군 서천읍 서천향교길 2,충청남도 서천군 조이헤어샵,0
한식_일반,모시원 식당,냉면,6000원,041-951-0021,충청남도 서천군 한산면 한산모시길338번길 21,충청남도 서천군 모시원 식당,5
한식_일반,비홍리식당,삼계탕,12000원,041-832-5594,충청남도 부여군 옥산면 대백제로 338,충청남도 부여군 비홍리식당,0
한식_일반,왕뚜껑삼겹살,된장찌개,7000원,041-835-3111,충청남도 부여군 규암면 흥수로 774,충청남도 부여군 왕뚜껑삼겹살,5
이미용업,단학미용실,조발,10000원,041-835-3384,충청남도 부여군 부여읍 부여로26-15,충청남도 부여군 단학미용실,별점 없음
한식_면류,궁남손칼국수,손칼국수,7000원,041-835-2162,충청남도 부여군 부여읍 궁남로12,충청남도 부여군 궁남손칼국수,4.7
한식_면류,백설식당,잔치국수,4000원,041-754-5602,충청남도 금산군 금산읍 건삼전길 11,충청남도 금산군 백설식당,4
한식_일반,만두마당,돈까스,6000원,041-754-2835,충청남도 금산군 금산읍 금산천길 98,충청남도 금산군 만두마당,4
한식_일반,손맛추어탕,추어탕,8000원,041-754-0015,충청남도 금산군 금산읍 비선길 24,충청남도 금산군 손맛추어탕,4.5
한식_면류,칠복칼국수,추어탕,10000원,041-363-8985,충청남도 당진시 신평면 거산3거리길 67,충청남도 당진시 칠복칼국수,0
한식_일반,당진반포면옥,버섯불고기,12000원,041-353-3080,충청남도 당진시 송산면 송산로 241,충청남도 당진시 당진반포면옥,0
이미용업,정경숙헤어샵,여자커트,15000원,041-735-0157,충청남도 논산시 번영로29번길17,충청남도 논산시 정경숙헤어샵,2.5
한식_일반,귀락당,만두,2000원,041-352-5270,충청남도 당진시 당진시장길 99,충청남도 당진시 귀락당,4
한식_면류,가나안분식,칼국수,5000원,041-353-4141,충청남도 당진시 당진시장북길 41,충청남도 당진시 가나안분식,0
이미용업,서울미용실,커트,10000원,041-357-9800,충청남도 당진시 송악읍 기지시2길 9-9,충청남도 당진시 서울미용실,0
한식_면류,미소칼국수,황태칼국수,7000원,042-841-0355,충청남도 계룡시 엄사면 번영3길 73-12,충청남도 계룡시 미소칼국수,0
한식_일반,아마계돈불닭,후라이드치킨,14000원,042-841-6900,충청남도 계룡시 엄사면 번영3길 24,충청남도 계룡시 아마계돈불닭,0
한식_일반,땡길때면,비빔밥,6000원,042-841-2070,충청남도 계룡시 엄사면 번영로 44,충청남도 계룡시 땡길때면,5
이미용업,시티남성헤어커트,남성커트,5000원,042-841-5731,충청남도 계룡시 엄사면 엄사중앙로 66,충청남도 계룡시 시티남성헤어커트,0
이미용업,설화수미용실,여자커트,10000원,041-735-1908,충청남도 논산시 중앙로492번길9-9,충청남도 논산시 설화수미용실,0
한식_면류,은진손칼국수,칼국수,6000원,041-741-0612,충청남도 논산시 은진면 매죽헌로25번길8,충청남도 논산시 은진손칼국수,3.3
이미용업,선경미용실,여자커트,8000원,041-735-4816,충청남도 논산시 중앙로487-1,충청남도 논산시 선경미용실,0
이미용업,현대미용실,여자커트,12000원,041-735-5209,충청남도 논산시 연산면 연산2길 4,충청남도 논산시 현대미용실,0
한식_일반,청정황태찜전문점,황태해장국,8000원,041-549-4848,충청남도 아산시 시민로292번길 7-12,충청남도 아산시 청정황태찜전문점,5
이미용업,솔잎미용실,여자커트,10000원,041-735-5181,충청남도 논산시 중앙로505번길1,충청남도 논산시 솔잎미용실,0
한식_일반,한마당,소고기등심,25000원,041-742-6990,충청남도 논산시 연무읍 득안대로 434,충청남도 논산시 한마당,3.8
한식_일반,콩이랑두부랑,흑콩국수,9000원,041-667-5980,충청남도 서산시 율지3로 54 (동문동),충청남도 서산시 콩이랑두부랑,3
한식_일반,시골맛집,"된장,김치찌개",7000원,041-669-7520,충청남도 서산시 율지11로 15(동문동),충청남도 서산시 시골맛집,0
한식_일반,소담정,불고기뚝배기,7000원,041-681-6443,충청남도 서산시 율지3로 49(동문동),충청남도 서산시 소담정,0
한식_찌개류,백아순,백순두부,7000원,041-669-2653,충청남도 서산시 율지11로 6(동문동),충청남도 서산시 백아순,5
한식_육류,대산닭집,후라이드치킨,10000원,041-663-8945,충청남도 서산시 대산읍 구진로 19,충청남도 서산시 대산닭집,0
양식,겨울나그네,돈까스,8500원,041-664-3235,충청남도 서산시 고운로 176(동문동),충청남도 서산시 겨울나그네,3
세탁업,컴퓨터세탁소,양복,8000원,041-663-8260,충청남도 서산시 대산읍 구진로 23,충청남도 서산시 컴퓨터세탁소,1
세탁업,모아세탁,양복,7000원,041-667-7566,충청남도 서산시 학동3로 43(동문동),충청남도 서산시 모아세탁,0
한식_육류,춘천명동닭갈비,닭갈비,13000원,041-541-4883,충청남도 아산시 신창면 순천향로 8,충청남도 아산시 춘천명동닭갈비,4
한식_육류,주포정육점한우마을,한우등심,32000원,041-934-2009,충청남도 보령시 주포면 충서로 3486,충청남도 보령시 주포정육점한우마을,0
중식,진시왕,짜장면,5000원,041-534-5135,충청남도 아산시 신창면 순천향로 19-1,충청남도 아산시 진시왕,5
이미용업,미스터컷트클럽,커트,9000원,041-531-5051,충청남도 아산시 남부로 344 (풍기동),충청남도 아산시 미스터컷트클럽,5
한식_찌개류,숯향,장어어죽,6000원,041-549-9000,충청남도 아산시 실옥로 50번길 3 (실옥동),충청남도 아산시 숯향,5
한식_일반,주막골,찌개류,8000원,041-546-1137,충청남도 아산시 번영로234번길 20 (모종동),충청남도 아산시 주막골,2.7
한식_일반,두루찌개심가네,통돼지두루찌개,7000원,041-545-9898,충청남도 아산시 시민로234번길 4-28,충청남도 아산시 두루찌개심가네,4.1
한식_일반,시골집,가정식백반,6000원,041-533-6247,충청남도 아산시 배방읍 호서로 96,충청남도 아산시 시골집,5
한식_기타,고향집,김치찌개,7000원,041-548-0266,충청남도 아산시 배방읍 갈매길 32,충청남도 아산시 고향집,5
한식_분식,빙그레분식,백반,4000원,041-932-6090,충청남도 보령시 웅천읍 장터3길 15,충청남도 보령시 빙그레분식,5
한식_일반,새벽식당,보리밥,7000원,041-931-5360,충청남도 보령시 구시청길 49 (대천동),충청남도 보령시 새벽식당,0
이미용업,함세미용실,파마,33000원,041-931-7239,충청남도 보령시 현충탑길 65 (궁촌동),충청남도 보령시 함세미용실,별점 없음
이미용업,봉당이용원,커트,12000원,041-934-3909,충청남도 보령시 주포면 충서로 3281-8,충청남도 보령시 봉당이용원,0
한식_일반,청수회관,냉면(후식),5000원,041-841-4408,충청남도 공주시 유구읍 중앙2길 45,충청남도 공주시 청수회관,3.7
이미용업,장수이용원,커트,5000원,041-935-8484,충청남도 보령시 대흥로 31 (대천동),충청남도 보령시 장수이용원,0
한식_면류,판교수정냉면,비빔냉면,8000원,041-931-5571,충청남도 보령시 큰오랏1길 46 (동대동),충청남도 보령시 판교수정냉면,5
숙박업,신정여관,주중,25000원,041-933-1158,충청남도 보령시 원동1길 48 (대천동),충청남도 보령시 신정여관,0
이미용업,은하미용실,커트,7000원,041-933-6023,충청남도 보령시 충청남도 보령시 주산면 충서로 399,충청남도 보령시 은하미용실,0
이미용업,광국이용원,커트,7000원,041-932-9535,충청남도 보령시 청소면 청소큰길 153,충청남도 보령시 광국이용원,0
한식_일반,남촌별미,김치찌개,7000원,041-936-2581,충청남도 보령시 충청남도 보령시 작은오랏7길 35(동대동),충청남도 보령시 남촌별미,0
일식,롤큰롤초밥전문점,모듬초밥,10000원,041-933-1257,충청남도 보령시 충청남도 보령시 큰오랏1길 30(동대동),충청남도 보령시 롤큰롤초밥전문점,0
한식_일반,초가집,칼국수,7000원,041-856-7997,충청남도 공주시 먹자1길 19-1(중동),충청남도 공주시 초가집,3.6
한식_면류,시골손칼국수,칼국수,7000원,041-856-5475,충청남도 공주시 먹자1길 19(중동),충청남도 공주시 시골손칼국수,3.6
한식_면류,명동샤브샤브칼국수,웰빙칼국수,7500원,041-854-7030,충청남도 공주시 번영1로 84-8(신관동),충청남도 공주시 명동샤브샤브칼국수,3.8
한식_일반,대통식당,청국장,7000원,041-854-1503,충청남도 공주시 제민천1길 25(봉황동),충청남도 공주시 대통식당,4.3
세탁업,코리아세탁소,드라이,6000원,041-577-3482,충청남도 천안시 서북구 서부1길 58(성정동),충청남도 천안시 코리아세탁소,5
한식_일반,영동식당,삼겹살(200g),14000원,041-858-3362,충청남도 공주시 제민천1길 7(봉황동),충청남도 공주시 영동식당,4.3
한식_육류,한우타운,돼지갈비(250g),15000원,041-853-2289,충청남도 공주시 번영2로 70(신관동),충청남도 공주시 한우타운,1.3
한식_면류,전주칼국수,멸치칼국수,7000원,041-551-0345,충청남도 천안시 서북구 성정중5길 7-1(성정동),충청남도 천안시 전주칼국수,4.2
이미용업,머리못하는집,커트,9000원,041-551-9111,충청남도 천안시 서북구 불당17길 14(불당동),충청남도 천안시 머리못하는집,5
이미용업,컷팅클럽,커트,10000원,041-577-6804,충청남도 천안시 서북구 쌍용16길 38-1(쌍용동),충청남도 천안시 컷팅클럽,5
이미용업,헤어스타,커트,8000원,041-579-4233,충청남도 천안시 서북구 미라2길 18-4(쌍용동),충청남도 천안시 헤어스타,0
한식_육류,복우촌고기세상,생삼겹살(180g),12000원,041-564-3335,충청남도 천안시 서북구 쌍용16길 40(쌍용동),충청남도 천안시 복우촌고기세상,3.8
이미용업,미헤어샵,커트,7000원,041-575-1196,충청남도 천안시 서북구 쌍용16길 24(쌍용동),충청남도 천안시 미헤어샵,5
중식,청룡각,자장면,3000원,041-574-8181,충청남도 천안시 서북구 충무로 143-8(쌍용동),충청남도 천안시 청룡각,3.9
한식_일반,흑미김밥세상,김밥,2500원,041-583-2185,충청남도 천안시 서북구 직산읍 봉주로 27,충청남도 천안시 흑미김밥세상,5
한식_육류,대왕매실갈비,꽃등심(180g),30000원,041-585-3392,충청남도 천안시 서북구 직산읍 아랫말1길 8,충청남도 천안시 대왕매실갈비,4
한식_육류,육청칡냉면화로숯불구이,돼지갈비(250g),14000원,041-578-0515,충청남도 천안시 동남구 풍세로 678-12(구룡동),충청남도 천안시 육청칡냉면화로숯불구이,0
한식_일반,참새방앗간,국수,5000원,041-573-4724,충청남도 천안시 서북구 성정로 62(성정동),충청남도 천안시 참새방앗간,4.7
이미용업,사라헤어라인,커트,10000원,041-575-5093,충청남도 천안시 서북구 양지21길 25(성정동),충청남도 천안시 사라헤어라인,0
한식_일반,운영식당,김치찌개,6000원,041-551-1920,충청남도 천안시 동남구 단대로 119-11(신부동),충청남도 천안시 운영식당,3.7
한식_분식,김밥하나,참치김밥,3500원,041-556-6247,충청남도 천안시 동남구 대흥로 340 (신부동),충청남도 천안시 김밥하나,3.5
한식_일반,신부동가정식백반,삼겹살(180g),12000원,041-565-6909,충청남도 천안시 동남구 터미널3길 23(신부동),충청남도 천안시 신부동가정식백반,0
한식_일반,늑대골,된장찌개,8000원,041-573-5122,충청남도 천안시 동남구 풍세로696(구룡동),충청남도 천안시 늑대골,3.5
이미용업,백미용실,커트,7000원,041-572-5953,"충청남도 천안시 동남구 우영1길 10, 106호(봉명동)",충청남도 천안시 백미용실,0
세탁업,선경세탁소,신사복드라이,7000원,041-574-7001,충청남도 천안시 동남구 양지4길 15(봉명동),충청남도 천안시 선경세탁소,별점 없음
이미용업,챠밍헤어클럽미용실,커트,10000원,041-569-6005,충청남도 천안시 동남구 고재4길 55(원성동),충청남도 천안시 챠밍헤어클럽미용실,별점 없음
이미용업,스타미용실,커트,5000원,041-562-0155,충청남도 천안시 동남구 대흥로 271(대흥동),충청남도 천안시 스타미용실,0
이미용업,포인트미용실,커트,3000원,041-567-8301,"충청남도 천안시 동남구 공설시장2길 3, 3층(대흥동)",충청남도 천안시 포인트미용실,0
한식_육류,선비숯불갈비,돼지갈비(300g),13000원,041-551-7175,충청남도 천안시 동남구 터미널3길 21(신부동),충청남도 천안시 선비숯불갈비,3.7
