업종,업소명,주요품목,가격,연락처,주소,keyword,평점
기타양식,서현,아메리카노,2500원,02-504-5470,"경기도 과천시 새술막실 38, 103호",경기도 새술막실 서현,별점 없음
기타양식,카페마리스,아메리카노,3000원,010-6411-6336,"경기도 안산시 단원구 광덕3로 167-18, 105호",경기도 단원구 카페마리스,0
이미용업,네일엔젤,손젤,29000원,010-7912-4335,"경기도 파주시 송학1길 158-27(야당동, 티스퀘어)",경기도 송학1길 네일엔젤,5
한식_일반,늘푸른밥상,삼계탕,13000원,031-217-0235,경기도 수원시 영통구 매봉로27번길 28,경기도 영통구 늘푸른밥상,5
한식_육류,경성89,등심,35800원,031-212-7878,"경기도 수원시 영통구 법조로 25, 광교 SK뷰레이크근린생활동 2층 203,204,205호",경기도 영통구 경성89,4.7
한식_일반,김포한우곱창,한우곱창모듬,18000원,031-985-6254,"경기도 김포시 김포한강9로 90, 115호(성현프라자 1층)",경기도 김포한강9로 김포한우곱창,3.3
이미용업,롯데미용실,커트,8000원,031-466-3785,경기도 안양시 만안구 박달로560번길 39,경기도 만안구 롯데미용실,1.7
세탁업,부성사,상하의세탁,7000원,031-335-5426,경기도 용인시 처인구 금령로99번길 6-8(김량장동),경기도 처인구 부성사,0
한식_육류,돈호원,갈비탕,8000원,031-336-0610,경기도 용인시 처인구 금학로235번길10(역북동),경기도 처인구 돈호원,4
한식_일반,올레분식,김밥,3000원,031-332-5121,경기도 용인시 처인구 금령로27번길6(김량장동),경기도 처인구 올레분식,5
한식_일반,성산고을,생삼겹살,9750원,031-321-1254,경기도 용인시 처인구 명지로19-5(역북동),경기도 처인구 성산고을,5
한식_육류,최고곱,닭갈비,12000원,010-5020-4090,"경기도 안산시 단원구 광덕3로 175-3, 104호",경기도 단원구 최고곱,5
한식_일반,드레푸드,한식부페,7000원,031-402-7122,"경기도 안산시 단원구 광덕서로 68, B102호",경기도 단원구 드레푸드,0
한식_일반,육회랑 쭈꾸미랑,육회,20000원,010-5840-5868,경기도 성남시 수정구 수정남로 71(수진동),경기도 수정구 육회랑 쭈꾸미랑,0
양식,파스타픽,통새우로제스파게티,8900원,010-2612-1012,"경기도 안산시 상록구 예술광장로1, 다농마트 3층 청년몰 304호",경기도 상록구 파스타픽,5
한식_육류,육덕삼,무한삼겹,14000원,010-3394-2062,"경기도 안산시 상록구 선진4길 36, 1층",경기도 상록구 육덕삼,3.3
한식_육류,한상생고기,김치짜글이,8000원,010-6617-8817,경기도 안산시 단원구 광덕동로 95 115호 궁전타워,경기도 단원구 한상생고기,5
이미용업,김금숙헤어샵,성인컷트,14000원,031-553-7166,경기도 구리시 수택천로62 상가동 103호,경기도 수택천로62 김금숙헤어샵,0
중식,옛날짜장,짜장면,5000원,031-566-7478,경기도 구리시 원수택로 5-14,경기도 원수택로 옛날짜장,3.8
기타양식,아몬드빵집,빵(소보로 등),800원,031-562-3413,경기도 구리시 안골로 103번길30,경기도 안골로 아몬드빵집,5
한식_면류,대동냉면,냉면,8000원,031-516-6171,경기도 구리시 원수택로 58,경기도 원수택로 대동냉면,4.9
세탁업,백조크리닝,정장(드라이),5000원,010-7735-7488,경기도 부천시 경인로3번길 16(송내동),경기도 경인로3번길 백조크리닝,0
한식_일반,전주식당,선지해장국,4000원,010-3218-9991,경기도 성남시 수정구 산성대로 595 1층(양지동),경기도 수정구 전주식당,4
한식_일반,주막골 숯불 돼지갈비 삼겹살,돼지갈비,13000원,010-8955-8932,경기도 성남시 중원구 금상로 108길 10,경기도 중원구 주막골 숯불 돼지갈비 삼겹살,별점 없음
한식_일반,엄니네 쌈냉면,고기주는냉면,8000원,010-6209-1762,경기도 성남시 중원구 제일로 35번길 6 1층(성남동),경기도 중원구 엄니네 쌈냉면,4.6
기타양식,소나무,아메리카노(HOT),3000원,031-773-6565,"경기도 양평군 양평읍 양근로 182, 1층",경기도 양평읍 소나무,4.5
이미용업,진헤어스케치,헤어커트,10000원,010-5767-2000,경기도 성남시 중원구 둔촌대로 425번길 33(상대원동),경기도 중원구 진헤어스케치,1
기타서비스업,서대원정비앤세차,외부세차,14000원,010-9366-9914,경기도 성남시 중원구 둔촌대로 265(하대원동),경기도 중원구 서대원정비앤세차,0
중식,바다해물짬뽕,짬뽕,4900원,010-4713-5349,경기도 성남시 수정구 수정로 135번길 24,경기도 수정구 바다해물짬뽕,3.4
한식_일반,후리지아,김치치즈볶음밥,6000원,031-774-4426,경기도 양평군 양평읍 양근로 182,경기도 양평읍 후리지아,3.6
한식_일반,해물맛있찜,알곤이찜,16000원,031-771-9707,"경기도 양평군 양서면 목왕로 13, 1층",경기도 양서면 해물맛있찜,4.8
이미용업,컷트클럽,컷트(이용),9000원,010-3731-1656,경기도 양평군 양평읍 관문길 59,경기도 양평읍 컷트클럽,0
기타양식,커피훈아제,아메리카노(HOT),3500원,0507-1325-9836,"경기도 양평군 청운면 용두로 159, 1층",경기도 청운면 커피훈아제,0
한식_일반,진가네김밥,진가네김밥,2000원,031-771-2375,경기도 양평군 양평읍 양평시장길 19,경기도 양평읍 진가네김밥,4.6
한식_면류,용문칼국수,칼국수,5000원,031-773-0388,"경기도 양평군 용문면 용문역길 26 , 101호",경기도 용문면 용문칼국수,3.8
한식_면류,우리집 양평우동,우리집 우동,6000원,031-773-5058,경기도 양평군 양평읍 양평시장길 35,경기도 양평읍 우리집 양평우동,5
한식_일반,순흥식당,백반,6000원,031-773-9036,"경기도 양평군 청운면 용두로139번길 14, 1층",경기도 청운면 순흥식당,4.6
한식_일반,원터(부대찌개)식당,부대찌개,9000원,031-867-6456,경기도 동두천시 생연로 173-1,경기도 생연로 원터(부대찌개)식당,4.3
한식_일반,두머리부엌,제철밥상백반,9000원,031-771-9091,"경기도 양평군 양서면 용담5길 23, 101호",경기도 양서면 두머리부엌,4.2
한식_육류,동대문닭한마리,닭한마리,27000원,031-774-4261,"경기도 양평군 용문면 용문역길 26 , 104호",경기도 용문면 동대문닭한마리,4.5
한식_육류,국수한우(현방),연잎한우탕,9000원,031-771-7714,경기도 양평군 양서면 경강로 1055-14,경기도 양서면 국수한우(현방),별점 없음
한식_일반,푸드맘(교동점),김밥,3000원,031-236-6777,경기도 수원시 팔달구 매산로 128(교동),경기도 팔달구 푸드맘(교동점),2
한식_일반,선지해장국&전주돌솥콩나물,콩나물국밥,6000원,031-616-1881,경기도 평택시 평택5로 84(비전동),경기도 평택5로 선지해장국&전주돌솥콩나물,5
기타양식,쿡스코리아,아메리카노,2000원,031-657-1598,"경기도 평택시 평택5로 76번길 16, 2층",경기도 평택5로 쿡스코리아,1
한식_일반,흥부네정육식당,돼지갈비,9000원,031-269-0080,"경기도 수원시 장안구 정자로 146, 한솔빌딩 1층",경기도 장안구 흥부네정육식당,0
이미용업,모아미용실,커트,8000원,031-295-4005,경기도 수원시 장안구 화산로 285번길18-20 화남아파트상가(율전동),경기도 장안구 모아미용실,0
이미용업,헤어디자인클럽,커트,10000원,031-246-7798,경기도 수원시 장안구 파장천로25번길 9,경기도 장안구 헤어디자인클럽,0
한식_육류,형제불고기,한우등심,34000원,031-865-2021,경기도 동두천시 정장로 12-18,경기도 정장로 형제불고기,3.5
한식_일반,털보네,삼겹살,14000원,010-6848-0318,경기도 동두천시 중앙로 432,경기도 중앙로 털보네,4
한식_일반,24시전주명가 콩나물국밥 하,콩나물국밥,5000원,031-791-1489,경기도 하남시 천현동 40-13,경기도 천현동 24시전주명가 콩나물국밥 하,별점 없음
한식_육류,거북이삼겹살,돼지갈비,17000원,031-864-3229,경기도 동두천시 생연로 175,경기도 생연로 거북이삼겹살,5
한식_일반,맷돌집,두부전골,8000원,031-866-3946,경기도 양주시 율정로 199번길 4,경기도 율정로 맷돌집,4
한식_일반,김밥천사,천사김밥,3000원,031-972-3004,"경기도 고양시 덕양구 충경로 38, 1층 105호(행신동, 진일프라자)",경기도 덕양구 김밥천사,4.2
한식_일반,영심이,떡볶이,4000원,031-964-1220,"경기도 고양시 덕양구 마상로 140번길 2, 1층(주교동, 화성빌딩)",경기도 덕양구 영심이,4.5
중식,황실짜장,자장면,5000원,031-967-7887,"경기도 고양시 덕양구 호국로812번길 20, 101호 일부, 102호 일부(성사동)",경기도 덕양구 황실짜장,3.3
한식_면류,진국수,잔치국수,6500원,031-966-9440,"경기도 고양시 덕양구 호국로812번길 2, 1(일부)층(성사동)",경기도 덕양구 진국수,0
기타양식,원당식빵,단팥빵,1300원,031-813-7727,"경기도 고양시 덕양구 호국로812번길 15 ,1(일부)층 (성사동)",경기도 덕양구 원당식빵,4.8
한식_면류,조선칼제비,칼국수,7000원,031-938-5174,"경기도 고양시 덕양구 토당로 115, 1층 116호(토당동, 금호프라자)",경기도 덕양구 조선칼제비,3.4
목욕업,월드사우나,대인,8000원,031-966-3022,경기도 고양시 덕양구 고양대로1315번길 86-18 2층~4층(주교동),경기도 덕양구 월드사우나,2.3
기타양식,라브리,아메리카노,2500원,031-969-5022,"경기도 고양시 덕양구 원당로33번길 42-15 ,1층 (주교동)",경기도 덕양구 라브리,5
한식_일반,24시전주콩나물국밥,콩나물국밥,5500원,031-978-3880,"경기도 고양시 덕양구 충경로 33 ,1층 (행신동)",경기도 덕양구 24시전주콩나물국밥,4.4
한식_일반,유정식당,된장찌개,7000원,031-793-1511,경기도 하남시 수리북로 13-1,경기도 수리북로 유정식당,2
한식_일반,미사국수우동집,야채김밥,3000원,031-795-3255,"경기도 하남시 미사강변동로 85, 120호",경기도 미사강변동로 미사국수우동집,3
기타서비스업,킹 당구클럽,1시간,9000원,010-9138-7795,"경기도 고양시 덕양구 무원로6번길 36 ,3층 301~303호 (행신동,남정씨티프라자6차)",경기도 덕양구 킹 당구클럽,0
기타서비스업,하남동물병원,중성화수술(5kg이하),50000원,031-793-7802,경기도 하남시 신평로 37,경기도 신평로 하남동물병원,2.2
이미용업,더맨,남성커트,7000원,031-791-0678,경기도 하남시 신평로 75,경기도 신평로 더맨,3
이미용업,컷트 염색 전문점,남성커트,7000원,031-792-0227,경기도 하남시 신평로 87,경기도 신평로 컷트 염색 전문점,0
기타양식,빵실빵실,아메리카노,1500원,031-791-1880,"경기도 하남시 하남대로 747, 두산위브파크상가 140호",경기도 하남대로 빵실빵실,5
한식_일반,신바람떡볶이,떡볶이,3000원,031-794-0455,"경기도 하남시 미사강변대로 208, 우승프라자 112호",경기도 미사강변대로 신바람떡볶이,4.8
한식_일반,양파네 분식,떡볶이,3500원,031-792-0239,경기도 하남시 신장동 531,경기도 신장동 양파네 분식,4
중식,장가짜장,짜장면,5000원,031-793-7747,경기도 하남시 덕풍동 394-1,경기도 덕풍동 장가짜장,3
중식,청우반점,간짜장,7000원,070-4647-4117,"경기도 하남시 미사강변중앙로 204번길 22, 114호",경기도 미사강변중앙로 청우반점,2.9
기타서비스업,준탁구클럽,월레슨,130000원,031-972-3979,"경기도 고양시 덕양구 용현로5번길 24, 207호(행신동, 백산오피스텔)",경기도 덕양구 준탁구클럽,0
한식_분식,김밥짱,칼국수,5500원,010-3063-3655,경기도 광명시 광명로 837 B동 1층 104호(광명5동),경기도 광명로 김밥짱,0
한식_일반,하남반찬,계란찜,2500원,031-794-4677,경기도 하남시 미사강변한강로 334번길 8,경기도 미사강변한강로 하남반찬,4.3
한식_일반,더우개생포갈비,돼지생갈비,15000원,031-791-2544,경기도 하남시 하남대로 776번길 59,경기도 하남대로 더우개생포갈비,5
한식_일반,참숯화로왕갈비,돼지고기 무한리필,16500원,031-792-1351,경기도 하남시 검단산로 218번길 15,경기도 검단산로 참숯화로왕갈비,별점 없음
기타서비스업,SG골드스크린골프,1게임(12:00전),12000원,031-375-1069,"경기도 오산시 대원로 59, 2층",경기도 대원로 SG골드스크린골프,0
중식,국빈관,자장면,4000원,031-763-0576,경기도 광주시 역동로 39,경기도 역동로 국빈관,2.2
중식,동해춘,자장면,6000원,031-761-2351,경기도 광주시 경안로25번길 3-1  (경안시장 내),경기도 경안로25번길 동해춘,3
한식_면류,옥이네,물냉면,5000원,-,경기도 광주시 경안로25번길 14 (경안시장 먹거리로드),경기도 경안로25번길 옥이네,0
한식_기타,자매국수 & 돈까스,칼국수,6000원,031-764-3422,경기도 광주시 역동 3-10 한일빌딩 1층,경기도 역동 자매국수 & 돈까스,4.6
한식_육류,양푼애등갈비,양푼애등갈비,15000원,031-501-8881,경기도 안산시 상록구 송호3길 8,경기도 상록구 양푼애등갈비,4.5
목욕업,해수랜드,사우나,7000원,031-433-7550,경기도 시흥시 옥구상가1길 37(정왕동),경기도 옥구상가1길 해수랜드,4
한식_일반,장터추어탕,추어탕,9000원,02-2625-1824,경기도 광명시 광명로 837 A동 105호 (광명5동),경기도 광명로 장터추어탕,5
한식_육류,왕곱창마을,야채곱창,10000원,031-554-4243,경기도 구리시 검배로72번길 11-11,경기도 검배로72번길 왕곱창마을,4.1
이미용업,이레미용실,커트,6000원,010-7134-1376,"경기도 광명시 안재로6번길 21, 1층 101호",경기도 안재로6번길 이레미용실,별점 없음
한식_육류,오늘은 소갈비살,소갈비살(600g),39000원,02-897-7588,"경기도 광명시 일직로 72 , 광명무역센터 A동 211호",경기도 일직로 오늘은 소갈비살,4.4
한식_일반,마을회관,생삼겹살,15000원,02-898-2351,경기도 광명시 충현로 4번길 10 동곡빌딩 C동 201호,경기도 충현로 마을회관,1
이미용업,혜림미용실,커트,10000원,010-5479-9804,"경기도 광명시 광오로 16, 1층",경기도 광오로 혜림미용실,0
이미용업,뷰티헤어라인,커트,8000원,02-2683-3321,경기도 광명시 너부대로 37-1(광명동),경기도 너부대로 뷰티헤어라인,0
한식_분식,민들레영토,즉석떡볶이,4500원,010-5298-7235,"경기도 광명시 광명로 837, B동 112호",경기도 광명로 민들레영토,3
한식_일반,월매식당,김치두루치기,8000원,010-2985-2646,"경기도 광명시 광명로 837, B동 109호",경기도 광명로 월매식당,0
중식,한돈짜장면,자장면,4500원,02-2625-1824,"경기도 광명시 광명로 837, B동 113호",경기도 광명로 한돈짜장면,별점 없음
한식_일반,간고등어와 콩비지,콩비지,7000원,031-551-6465,"경기도 구리시 검배로29번길 53, 1층",경기도 검배로29번길 간고등어와 콩비지,5
한식_육류,원유황오리,오리백숙(3-4인분),65000원,031-556-6886,"경기도 구리시 검배로48번길 10, 1층",경기도 검배로48번길 원유황오리,0
기타양식,카페매일봄,아메리카노,2500원,031-563-2798,"경기도 구리시 검배로60번길 4, 1층",경기도 검배로60번길 카페매일봄,5
기타서비스업,에바다탁구,월레슨,120000원,010-9984-2011,"경기도 고양시 덕양구 마상로169, B01호 (성사동, 풍산빌딩)",경기도 덕양구 에바다탁구,0
한식_육류,양푼이저팔개,돼지갈비찜(2-3인분),28000원,031-552-4928,"경기도 구리시 검배로72번길 11-20, 1층",경기도 검배로72번길 양푼이저팔개,0
한식_육류,구리장군집,갈매기살(500g),30000원,031-555-1555,"경기도 구리시 벌말로147번길 28, 1층",경기도 벌말로147번길 구리장군집,5
한식_일반,승희네집밥,한식부페,5000원,031-568-0845,경기도 구리시 아차산로500번길 29(교문동),경기도 아차산로500번길 승희네집밥,5
한식_육류,횡성집,삼겹살(150g기준),8500원,031-566-0906,경기도 구리시 안골로63번길 28-15,경기도 안골로63번길 횡성집,3.8
기타양식,따세비어,아메리카노,2000원,031-555-0242,경기도 구리시 안골로8번길 67 1층(교문동),경기도 안골로8번길 따세비어,5
한식_일반,충남추어탕,추어탕,10000원,031-563-6178,경기도 구리시 안골로97번길 49-1,경기도 안골로97번길 충남추어탕,5
일식,황금어장,회덮밥,6000원,031-562-6733,"경기도 구리시 원수택로 32, 1층(수택동)",경기도 원수택로 황금어장,4.4
한식_기타,양파백세탕,양파백세탕,9900원,031-427-7888,"경기도 안양시 동안구 평촌대로223번길 16, 2층",경기도 동안구 양파백세탕,4.8
한식_기타,국제안경,누진다초점,80000원,031-466-7401,경기도 안양시 만안구 안양로 291,경기도 만안구 국제안경,4.6
기타서비스업,일산볼링장,1게임(일반),4000원,031-932-8860,"경기도 고양시 일산동구 중앙로 1080, 남정골드프라자 901호~903호(백석동)",경기도 일산동구 일산볼링장,4.5
기타서비스업,동양볼링센터,1게임(일반),4000원,031-965-5005,"경기도 고양시 덕양구 호국로 816, 4층(성사동, 동양빌딩)",경기도 덕양구 동양볼링센터,별점 없음
한식_면류,옛날손칼국수,칼국수,4500원,031-232-9298,경기도 수원시 팔달구 중부대로 36-1,경기도 팔달구 옛날손칼국수,4.7
한식_일반,삼송순대국,순대국,8000원,02-371-7780,경기도 고양시 덕양구 삼송로193번길 1-2(삼송동),경기도 덕양구 삼송순대국,4
한식_일반,삼호복집,복탕,11000원,031-372-5700,"경기도 오산시 운암로 33, 2층",경기도 운암로 삼호복집,5
이미용업,권혜경 헤어샵,일반펌,20000원,031-376-9092,"경기도 오산시 매홀로77번길 18, 1층",경기도 매홀로77번길 권혜경 헤어샵,0
중식,예빈,짬뽕,7500원,031-227-2478,"경기도 화성시 봉담읍 샘마을길 60, 1층",경기도 봉담읍 예빈,3
이미용업,봐봐헤어,여성커트,15000원,031-374-1393,"경기도 화성시 동탄영천로 108-21, LH2단지 희망상가  105호",경기도 동탄영천로 봐봐헤어,2.3
중식,나래궁,짜장면,4500원,031-223-0300,경기도 화성시 반정로 151,경기도 반정로 나래궁,3.5
중식,행복한짜장면집,짜장면,4500원,031-223-8255,"경기도 화성시 효행로 1075-7, 뱅뱅프라자 120호",경기도 효행로 행복한짜장면집,4
한식_일반,시골밥집,김치찌개,7000원,031-257-6717,경기도 수원시 장안구 파장로76번길 25,경기도 장안구 시골밥집,3.5
한식_육류,한우돈가,등심(100g),16000원,031-296-8592,경기도 수원시 권선구 효탑로 51(탑동),경기도 권선구 한우돈가,4.7
한식_육류,영풍생고기,삼겹살,13000원,031-214-3326,경기도 수원시 팔달구 권광로276번길 9,경기도 팔달구 영풍생고기,0
한식_일반,대복식당,한식부페,6000원,031-238-2080,경기도 수원시 팔달구 매산로 84-1,경기도 팔달구 대복식당,4.9
한식_육류,순천갈비,삼겹살,13000원,031-421-8887,경기도 안양시 동안구 관악대로374번길 13,경기도 동안구 순천갈비,1
한식_일반,모이세분식,돈가스,7000원,031-245-1189,경기도 수원시 팔달구 팔달문로3번길 5,경기도 팔달구 모이세분식,4
한식_일반,뚱가네,차돌된장찌개,7000원,031-234-5208,경기도 수원시 영통구 영통로217번길 5,경기도 영통구 뚱가네,3.6
기타양식,블랙빈,아메리카노,1500원,010-9473-3303,경기도 안양시 만안구 냉천로 8-1,경기도 만안구 블랙빈,4
한식_기타,멸치국수집,멸치국수,4500원,031-445-0957,경기도 안양시 만안구 병목안로 15,경기도 만안구 멸치국수집,3.6
한식_기타,맛있으면 돼지,수제햄부대찌개,9000원,031-466-6068,경기도 안양시 만안구 덕천로128번길 24,경기도 만안구 맛있으면 돼지,5
중식,홍보석,짜장면,6000원,031-443-8485,경기도 안양시 만안구 안양로 358,경기도 만안구 홍보석,1
이미용업,미세스봉 헤어샵,커트,12000원,031-457-3562,경기도 안양시 동안구 엘에스로 48,경기도 동안구 미세스봉 헤어샵,0
한식_기타,팥선생,단팥죽,6000원,031-384-8945,경기도 안양시 동안구 동안로 263 (비산동),경기도 동안구 팥선생,4.6
한식_기타,부대의전설,부대찌개,8000원,031-477-7787,경기도 안양시 동안구 시민대로 137,경기도 동안구 부대의전설,3.2
한식_기타,오동도 산아나고,아나고,55000원,031-427-9275,경기도 안양시 동안구 귀인로 109,경기도 동안구 오동도 산아나고,4.3
한식_기타,명당만두,만두,3500원,031-456-2524,경기도 안양시 동안구 귀인로 104,경기도 동안구 명당만두,4.4
세탁업,평내주공세탁소,세탁료,7000원,031-511-3077,"경기도 남양주시 평내로 48, 2층",경기도 평내로 평내주공세탁소,5
한식_기타,콩타령,콩국수,8000원,031-771-3725,경기도 양평군 양평읍 중앙로 86,경기도 양평읍 콩타령,4.4
한식_육류,장충동한방족발,족발(대),25000원,031-771-8536,경기도 양평군 양평읍 양평시장길18번길 2,경기도 양평읍 장충동한방족발,별점 없음
한식_일반,먹어바바,돼지갈비,14000원,031-772-2623,"경기도 양평군 용문면 용문시장2길 3, 1층",경기도 용문면 먹어바바,0
한식_일반,송가네돌솥추어탕,추어탕+돌솥밥,10000원,031-771-5455,경기도 양평군 용문면 다문북길 81,경기도 용문면 송가네돌솥추어탕,4.7
한식_일반,대포항횟집,물회(1인분),15000원,031-775-8282,"경기도 양평군 양평읍 시장길 39, 1층",경기도 양평읍 대포항횟집,2.3
한식_일반,청목장어,연근제육쌈밥정식,10000원,031-773-6668,"경기도 양평군 양서면 양수로 111, 1층",경기도 양서면 청목장어,4
한식_기타,평창송어,송어회(1인분),16000원,031-774-1711,경기도 양평군 용문면 지평로 1-6,경기도 용문면 평창송어,5
한식_일반,신명식당,백반,8000원,031-771-3416,경기도 양평군 양평읍 양평시장길8번길 4-1,경기도 양평읍 신명식당,4
한식_기타,설악명품추어탕,명품추어탕,8000원,031-466-0012,경기도 안양시 만안구 장내로 154,경기도 만안구 설악명품추어탕,5
이미용업,여우와 늑대,일반 컷,12000원,031-464-0354,"경기도 안양시 만안구 박달로 455, 203호(박달동, 한라비발디상가)",경기도 만안구 여우와 늑대,0
세탁업,삐삐수선(크린업),세탁료,7000원,031-591-8153,"경기도 남양주시 다산지금로16번길 88, 103호",경기도 다산지금로16번길 삐삐수선(크린업),별점 없음
한식_일반,역전분식,김치찌개,8000원,031-528-5514,"경기도 남양주시 퇴계원읍 경춘북로546번길 4, 1층",경기도 퇴계원읍 역전분식,5
세탁업,청학세탁소,세탁료,7000원,031-821-5100,"경기도 남양주시 별내면 청학로114번길 16, 103호",경기도 별내면 청학세탁소,0
이미용업,티와이헤어,커트,13000원,031-562-5313,"경기도 남양주시 경춘로995번길 6-14, 101호",경기도 경춘로995번길 티와이헤어,0
한식_일반,현리만두,만두,4000원,031-523-9133,"경기도 남양주시 미금로 48, 1층",경기도 미금로 현리만두,4.6
한식_기타,더로스터스커피랩,아메리카노,3000원,031-511-3077,"경기도 남양주시 홍유릉로248번길 39, 125호",경기도 홍유릉로248번길 더로스터스커피랩,0
한식_육류,경성멧돼지,삼겹살(600g),35000원,031-592-9733,경기도 남양주시 홍유릉로 327,경기도 홍유릉로 경성멧돼지,5
한식_일반,안골콩나물국밥,콩나물국밥,5500원,031-527-6676,"경기도 남양주시 퇴계원읍 도제원로 57, 1층",경기도 퇴계원읍 안골콩나물국밥,5
한식_일반,전주콩나물국밥 진말생면국수,콩나물국밥,5000원,031-948-9080,"경기도 파주시 시청로 25, 101~102호(금촌동, 광우프라자)",경기도 시청로 전주콩나물국밥 진말생면국수,별점 없음
한식_일반,이모밥줘,순두부찌개,7000원,031-528-9212,"경기도 남양주시 오남읍 경복대로 98, 1층",경기도 오남읍 이모밥줘,5
이미용업,헤어체인지,파마,40000원,010-7665-2566,"경기도 남양주시 수동면 비룡로 713, 1층",경기도 수동면 헤어체인지,0
이미용업,헤어천사,파마,30000원,031-592-8253,"경기도 남양주시 사릉로34번길 24, 1층",경기도 사릉로34번길 헤어천사,0
중식,홍원,짜장면,4000원,031-573-6155,"경기도 남양주시 불암로 41-160, 1층",경기도 불암로 홍원,4
중식,팔공짬뽕&수제돈가스,짜장면,6000원,031-536-0353,경기도 포천시 호국로 1193,경기도 호국로 팔공짬뽕&수제돈가스,3.2
한식_찌개류,우리곳간,냉면,8000원,02-502-4274,"경기도 과천시 새술막길 36, 101호",경기도 새술막길 우리곳간,4.3
한식_육류,돼지한마리,돼지고기(모듬600g),32000원,031-797-9724,경기도 광주시 통미로 64번길 9-1,경기도 통미로 돼지한마리,0
한식_육류,돈이랑 쌈이랑,갈비탕(200g),8000원,031-768-3392,경기도 광주시 오포읍 양벌로 195-8,경기도 오포읍 돈이랑 쌈이랑,별점 없음
한식_일반,은가비밥상,불고기덮밥,8000원,031-767-9695,경기도 광주시 탄벌길 50(탄벌동),경기도 탄벌길 은가비밥상,5
이미용업,머리빨,커트(남성),5000원,010-7512-1517,경기도 부천시 송내대로42번길 58(송내동),경기도 송내대로42번길 머리빨,1
기타서비스업,킹덤골프아카데미,연습장 이용료 1개월,150000원,031-863-1679,"경기도 양주시 옥정동로8길 10, 201~202호",경기도 옥정동로8길 킹덤골프아카데미,0
한식_면류,늘푸른칼국수,해물칼국수,5000원,031-856-3227,경기도 양주시 어하고개로 94,경기도 어하고개로 늘푸른칼국수,4.9
한식_일반,양주불백,돼지불백,9000원,031-821-1616,경기도 양주시 외미로 89 (남방동),경기도 외미로 양주불백,4.2
한식_면류,버들골칼국수,칼국수,4500원,031-858-5003,경기도 양주시 고덕로 131-6 (덕계동),경기도 고덕로 버들골칼국수,4.5
한식_면류,옹기종기,잔치국수,5000원,010-5496-6543,경기도 포천시 산정호수로 836,경기도 산정호수로 옹기종기,4.4
한식_육류,명성숯불갈비,돼지갈비 300g,15000원,031 531 5507,경기도 포천시 영북로 177번길 32-8,경기도 영북로 명성숯불갈비,0
한식_일반,해운대국밥,소고기국밥,3500원,031-245-5582,"경기도 수원시 팔달구 행궁로 106, 1층",경기도 팔달구 해운대국밥,4.3
중식,칼뽕,짜장면,5000원,031-544-1122,경기도 포천시 호국로 910,경기도 호국로 칼뽕,4.8
한식_일반,명가설렁탕,명가설렁탕,8000원,031-878-8884,경기도 의정부시 발곡로 5,경기도 발곡로 명가설렁탕,별점 없음
한식_일반,오현리두부집,순두부+보리밥,7000원,031-829-1811,경기도 양주시 광적면 광적로 332-1,경기도 광적면 오현리두부집,4.3
한식_일반,봉달이네,백반,7000원,031-857-1661,경기도 양주시 은현면 은현로 477,경기도 은현면 봉달이네,0
한식_기타,맛기찬,나물반찬,2500원,031-567-6800,"경기도 구리시 이문안로 128, 102호",경기도 이문안로 맛기찬,3
한식_일반,교문보쌈빈대떡,보쌈,19000원,031-595-9672,경기도 구리시 경춘로 174-7,경기도 경춘로 교문보쌈빈대떡,5
한식_일반,찌개상회,통돼지김치찌개(2~3인분),15000원,031-558-1506,경기도 구리시 체육관로 171번길 20,경기도 체육관로 찌개상회,5
한식_일반,어죽나라,추어탕,9000원,031-554-9595,경기도 구리시 체육관로 171번길 21-4,경기도 체육관로 어죽나라,5
한식_일반,산짓골,백반,5000원,031-554-6001,경기도 구리시 검배로84번길 29 1층,경기도 검배로84번길 산짓골,5
기타양식,교문커피,아메리카노,2500원,031-558-8588,경기도 구리시 경춘로162번길 36-4,경기도 경춘로162번길 교문커피,5
한식_면류,착한칼국수,칼국수,5000원,031-252-3359,"경기도 수원시 팔달구 수원천로 258번길 13, 1층",경기도 팔달구 착한칼국수,3.3
한식_육류,후's돈,삼겹살100g,7000원,031-972-9229,"경기도 고양시 덕양구 마상로140번길 81 ,1층 (주교동,중경빌딩)",경기도 덕양구 후's돈,별점 없음
한식_일반,남문순대국,순대국,6000원,031-245-8976,경기도 수원시 팔달구 정조로 791번길 5,경기도 팔달구 남문순대국,5
이미용업,현대미용실,커트,10000원,031-252-9986,경기도 수원시 장안구 파장로 68번길 10,경기도 장안구 현대미용실,0
기타서비스업,네비가,일반업그레이드,5000원,02-2611-5956,경기도 광명시 광명로 472(노온사동),경기도 광명로 네비가,0
중식,짬뽕클럽,자장면,4500원,02-899-2355,"경기도 광명시 경기도 광명시 영우로 14, 라이프 다B01호",경기도 경기도 짬뽕클럽,4.3
한식_일반,우리할매순대국,순대국,8000원,02-2066-8698,경기도 광명시 광이로1 (광명동),경기도 광이로1 우리할매순대국,4.2
한식_일반,고기나라순대국,순대국,8000원,02-2688-7300,"경기도 광명시 오리로 992 광명리더스빌딩 2층 206호, 207호",경기도 오리로 고기나라순대국,5
한식_면류,국시가,진주국수,3000원,02-2688-1310,"경기도 광명시 광화로 14-7, 1층(광명동)",경기도 광화로 국시가,2.6
