업종,업소명,주요품목,가격,연락처,주소,"주소_구,군",keyword,평점
한식_일반,제주면옥,만두백반,7000원,064-732-3252,제주도 서귀포시 일주동로 8697(서귀동),제주도 서귀포시 일주동로 8697(서귀동),제주도 서귀포시 제주면옥,3.8
숙박업,바다해호텔,더블(일반),45000원,064-762-5300,제주도 서귀포시 천지연로 3-1,제주도 서귀포시 천지연로 3-1,제주도 서귀포시 바다해호텔,4.8
한식_일반,소천지식당,돈까스,9000원,064-733-5403,"제주도 서귀포시 칠십리로 485번길 2, 지하1층","제주도 서귀포시 칠십리로 485번길 2, 지하1층",제주도 서귀포시 소천지식당,4.6
목욕업,화순새마을목욕탕,성인목욕비,5000원,064-710-8884,제주도 서귀포시 안덕면 화순리345,제주도 서귀포시 안덕면 화순리345,제주도 서귀포시 화순새마을목욕탕,별점 없음
한식_면류,새물국수,멸치국수,7000원,010-6389-0610,제주도 서귀포시 안덕면 화순해안로 63,제주도 서귀포시 안덕면 화순해안로 63,제주도 서귀포시 새물국수,4.6
한식_일반,백년손님,국밥,8000원,064-783-3456,"제주도 서귀포시 성산읍 금백조로 114, 1층","제주도 서귀포시 성산읍 금백조로 114, 1층",제주도 서귀포시 백년손님,4.4
한식_일반,해바라기,두루치기,8000원,064-764-9909,제주도 서귀포시 남원읍 한신로 280,제주도 서귀포시 남원읍 한신로 280,제주도 서귀포시 해바라기,5
한식_일반,산바다가든,순두부찌개,8000원,064-794-0254,제주도 서귀포시 대정읍 신영로 103-1,제주도 서귀포시 대정읍 신영로 103-1,제주도 서귀포시 산바다가든,5
숙박업,제주에코스위츠,"디럭스 스위트룸(평일, 비수기)",89000원,064-738-9975,제주도 서귀포시 중문상로 207-13,제주도 서귀포시 중문상로 207-13,제주도 서귀포시 제주에코스위츠,4.6
이미용업,삼화이용원,커트,14000원,010-5732-1044,제주도 서귀포시 솜반천로 14-1,제주도 서귀포시 솜반천로 14-1,제주도 서귀포시 삼화이용원,0
숙박업,성산일출콘도민박,1인실,30000원,064-784-3125,제주도 서귀포시 성산읍 성산중앙로 34,제주도 서귀포시 성산읍 성산중앙로 34,제주도 서귀포시 성산일출콘도민박,별점 없음
한식_육류,조은이웃구이집,오겹살,14000원,064-748-1477,제주도 제주시 도령북길 1 (연동),제주도 제주시 도령북길 1 (연동),제주도 제주시 조은이웃구이집,5
한식_일반,제주주민센터,차돌된장찌개,8000원,064-725-0030,제주도 제주시 무근성길 46(삼도이동),제주도 제주시 무근성길 46(삼도이동),제주도 제주시 제주주민센터,4.3
양식,제이학센,한치해물토마토파스타,15000원,064-711-8616,"제주도 제주시 서해안로 232, 1층(도두일동)","제주도 제주시 서해안로 232, 1층(도두일동)",제주도 제주시 제이학센,3.9
기타양식,베이크,아메리카노,2900원,0507-1313-3109,제주도 제주시 우정로 60(외도일동),제주도 제주시 우정로 60(외도일동),제주도 제주시 베이크,3.6
한식_육류,돈야탑촌본점,양념갈매기(200g),14000원,070-7803-9292,"제주도 제주시 우정로 18길 7, 1층(외도일동)","제주도 제주시 우정로 18길 7, 1층(외도일동)",제주도 제주시 돈야탑촌본점,2.3
한식_육류,영림흑돼지가든,"가브리살200g(백돼지,흑돼지섞임)",17000원,064-796-6956,제주도 제주시 한림읍 한수풀로 30,제주도 제주시 한림읍 한수풀로 30,제주도 제주시 영림흑돼지가든,4.2
숙박업,제주도 하숙집 게스트하우스,6인도미토리(여성전용),20000원,010-5787-3200,"제주도 제주시 절물3길 22-4, 1층(외도일동)","제주도 제주시 절물3길 22-4, 1층(외도일동)",제주도 제주시 제주도 하숙집 게스트하우스,4.6
한식_일반,유별난수제생돈까스,생돈까스,7000원,064-713-7375,제주도 제주시 정원로 41(노형로),제주도 제주시 정원로 41(노형로),제주도 제주시 유별난수제생돈까스,4.7
중식,귀빈반점,짜장면,5000원,064-749-3080,제주도 제주시 정원로 53-1(노형동),제주도 제주시 정원로 53-1(노형동),제주도 제주시 귀빈반점,3.4
중식,푸동,짜장면,4000원,064-711-4080,"제주도 제주시 원노형2길 22, 101호(노형동)","제주도 제주시 원노형2길 22, 101호(노형동)",제주도 제주시 푸동,4.2
한식_면류,만강촌옛날칼국수,닭칼국수,7900원,064-744-4780,제주도 제주시 월랑로 42(노형동),제주도 제주시 월랑로 42(노형동),제주도 제주시 만강촌옛날칼국수,4.5
기타서비스업,JJ노블휘트니스클럽,1일,10000원,064-743-1515,"제주도 제주시 성신로 1길 34, 3층(연동, 신동부삼무3차아파트)","제주도 제주시 성신로 1길 34, 3층(연동, 신동부삼무3차아파트)",제주도 제주시 JJ노블휘트니스클럽,2
한식_일반,강김밥집,강김밥,2500원,064-711-5096,"제주도 제주시 애월읍 하귀9길 2, 1층 114호","제주도 제주시 애월읍 하귀9길 2, 1층 114호",제주도 제주시 강김밥집,4.7
기타서비스업,제주마실게스트하우스,남자6인실,18000원,064-753-0077,제주도 제주시 서광로2길 11-6(오라일동),제주도 제주시 서광로2길 11-6(오라일동),제주도 제주시 제주마실게스트하우스,4
한식_일반,쉼표휴게김밥,김밥,2500원,0507-1410-1104,"제주도 제주시 번영로 316, 1층 제3호(영평동)","제주도 제주시 번영로 316, 1층 제3호(영평동)",제주도 제주시 쉼표휴게김밥,0
세탁업,영일크리닝,양복드라이클리닝,8000원,064-725-0536,제주도 제주시 인다4길 37-7(아라일동),제주도 제주시 인다4길 37-7(아라일동),제주도 제주시 영일크리닝,5
이미용업,주헤어커커,컷트(일반),10000원,064-756-7545,"제주도 제주시 남성로 8길 7, 1층(용담일동)","제주도 제주시 남성로 8길 7, 1층(용담일동)",제주도 제주시 주헤어커커,0
한식_면류,일공팔공,1080칼국수,7000원,064-759-1089,제주도 제주시 서광로13길 3(삼도일동),제주도 제주시 서광로13길 3(삼도일동),제주도 제주시 일공팔공,0
기타서비스업,제주사진공방,증명사진,15000원,010-7508-6420,제주도 제주시 연신로 78(이도이동),제주도 제주시 연신로 78(이도이동),제주도 제주시 제주사진공방,5
한식_면류,제주골목국수,고기국수,7000원,064-722-0136,"제주도 제주시 신성로 42-1, 1층(도남동)","제주도 제주시 신성로 42-1, 1층(도남동)",제주도 제주시 제주골목국수,4.6
기타양식,행복분식,멸치국수,5000원,064-756-7888,"제주도 제주시 태성로2길 25, 1층(일도이동)","제주도 제주시 태성로2길 25, 1층(일도이동)",제주도 제주시 행복분식,5
기타양식,맠(makk),마카롱,2000원,010-3206-3598,제주도 제주시 진남로 6길 3,제주도 제주시 진남로 6길 3,제주도 제주시 맠(makk),5
숙박업,토다게스트하우스,6인실,19000원,064-757-3993,제주도 제주시 동문로 10(일도일동),제주도 제주시 동문로 10(일도일동),제주도 제주시 토다게스트하우스,4.4
한식_일반,하이한담,한담김밥,2500원,064-799-1352,"제주도 제주시 고마로9길 20-1, 1층(일도이동)","제주도 제주시 고마로9길 20-1, 1층(일도이동)",제주도 제주시 하이한담,4.9
이미용업,오렌지헤어샵,파마,30000원,064-782-0398,제주도 제주시 조천읍 함덕남12길 20,제주도 제주시 조천읍 함덕남12길 20,제주도 제주시 오렌지헤어샵,5
기타양식,꿀봉,꿀봉강정1인분(200g),7500원,064-796-0911,제주도 제주시 한림읍 금악로 1길 3,제주도 제주시 한림읍 금악로 1길 3,제주도 제주시 꿀봉,별점 없음
이미용업,코코헤어샵,커트,15000원,064-746-0050,제주도 제주시 월랑로10길 29-1(노형동),제주도 제주시 월랑로10길 29-1(노형동),제주도 제주시 코코헤어샵,1
한식_일반,해안정육식당,해안정식,9000원,064-749-8879,"제주도 제주시 노형로 22, 1층(해안동)","제주도 제주시 노형로 22, 1층(해안동)",제주도 제주시 해안정육식당,4.3
이미용업,헤어스타일미용실,커트,13000원,064-744-2204,제주도 제주시 비월길 7(연동),제주도 제주시 비월길 7(연동),제주도 제주시 헤어스타일미용실,0
기타양식,쏠레일베이커리카페,아메리카노,2500원,064-900-2016,"제주도 제주시 번영로 508, 1층(봉개동)","제주도 제주시 번영로 508, 1층(봉개동)",제주도 제주시 쏠레일베이커리카페,5
한식_육류,오솔길,백돼지오겹살,12000원,050-7139-43663,"제주도 제주시 임항로 264, 1층","제주도 제주시 임항로 264, 1층",제주도 제주시 오솔길,4.6
중식,블랙데이,자장면,4000원,064-758-3286,"제주도 제주시 만덕로 23-2, 1층(건입동)","제주도 제주시 만덕로 23-2, 1층(건입동)",제주도 제주시 블랙데이,3.9
한식_일반,사계오름,정식(2인이상),7000원,064-724-1162,제주도 제주시 복지로3길 2-9(도남동),제주도 제주시 복지로3길 2-9(도남동),제주도 제주시 사계오름,5
이미용업,이경화미용실,커트,8000원,064-721-3577,제주도 제주시 신성로 27(도남동),제주도 제주시 신성로 27(도남동),제주도 제주시 이경화미용실,0
이미용업,신촌미용실,커트,7000원,064-784-9656,제주도 제주시 조천읍 신촌5길 24,제주도 제주시 조천읍 신촌5길 24,제주도 제주시 신촌미용실,5
한식_일반,옥이이모,된장찌개+비빔밥,8000원,0507-1465-4260,"제주도 제주시 조천읍 신북로 86, 지하층 101호(라 스위트)","제주도 제주시 조천읍 신북로 86, 지하층 101호(라 스위트)",제주도 제주시 옥이이모,4.8
한식_일반,시민명가,동태탕,7000원,064-702-0782,제주도 제주시 남성로26길 46(삼도이동),제주도 제주시 남성로26길 46(삼도이동),제주도 제주시 시민명가,별점 없음
이미용업,남이헤어샵,헤어컷,15000원,064-782-8288,"제주도 제주시 조천읍 신북로 229, 1층","제주도 제주시 조천읍 신북로 229, 1층",제주도 제주시 남이헤어샵,0
이미용업,현대미용실,커트+드라이,7000원,010-4794-5603,"제주도 제주시 애월읍 애월리 1531, 1층","제주도 제주시 애월읍 애월리 1531, 1층",제주도 제주시 현대미용실,3
한식_일반,금악 똣똣라면,똣똣라면(오리지널),6500원,010-7120-8253,제주도 제주시 한림읍 금악로 18,제주도 제주시 한림읍 금악로 18,제주도 제주시 금악 똣똣라면,별점 없음
이미용업,보이앤맨,남성(성인)커트,8000원,064-747-8738,제주도 제주시 원노형로 22(노형동),제주도 제주시 원노형로 22(노형동),제주도 제주시 보이앤맨,4.8
한식_일반,독도는 우리땅,고등어구이,12000원,064-749-9987,제주도 제주시 은남길 30(연동),제주도 제주시 은남길 30(연동),제주도 제주시 독도는 우리땅,4.9
한식_일반,주먹밥이야기,주먹밥,3000원,064-755-8294,"제주도 제주시 진동로3길 23, 1층(화북일동)","제주도 제주시 진동로3길 23, 1층(화북일동)",제주도 제주시 주먹밥이야기,4.9
한식_면류,청풍국수,고기국수,8000원,064-726-1484,"제주도 제주시 진남로6길 40, 1층(화북일동)","제주도 제주시 진남로6길 40, 1층(화북일동)",제주도 제주시 청풍국수,1
기타양식,삼복당,단팥빵,900원,064-752-2475,제주도 제주시 서문로66,제주도 제주시 서문로66,제주도 제주시 삼복당,4.8
한식_일반,김희선제주몸국,몸국,9000원,064-745-0047,"제주도 제주시 어영길 45-6, 1층(용담삼동)","제주도 제주시 어영길 45-6, 1층(용담삼동)",제주도 제주시 김희선제주몸국,4.1
중식,송림반점,짜장면,5000원,064-722-4229,제주도 제주시 관덕로 2-1(삼도이동),제주도 제주시 관덕로 2-1(삼도이동),제주도 제주시 송림반점,3.5
한식_면류,진이칼국수,칼국수,8000원,064-724-5525,"제주도 제주시 남성로 154, 1층(삼도이동)","제주도 제주시 남성로 154, 1층(삼도이동)",제주도 제주시 진이칼국수,4.5
한식_육류,숨어있는집 함덕펜션,손반죽 해물칼국수,9000원,064-782-1579,제주도 제주시 조천읍 함덕리 4166-3,제주도 제주시 조천읍 함덕리 4166-3,제주도 제주시 숨어있는집 함덕펜션,1
한식_일반,왕왕순대국밥몸국,순대국밥,6000원,0507-1424-2283,"제주도 제주시 무근성7길 20, 1층(삼도이동)","제주도 제주시 무근성7길 20, 1층(삼도이동)",제주도 제주시 왕왕순대국밥몸국,4.9
이미용업,남문이용원,일반컷트,10000원,064-757-5935,제주도 제주시 남성로 125(삼도일동),제주도 제주시 남성로 125(삼도일동),제주도 제주시 남문이용원,5
이미용업,이경민헤어스토리,일반커트,10000원,064-723-2234,"제주도 제주시 중앙로 247, 2층(이도이동)","제주도 제주시 중앙로 247, 2층(이도이동)",제주도 제주시 이경민헤어스토리,5
기타양식,백년귤화다,감귤주스,3000원,064-900-9600,"제주도 제주시 중앙로11길 1, 1층(이도일동)","제주도 제주시 중앙로11길 1, 1층(이도일동)",제주도 제주시 백년귤화다,5
한식_육류,동광생오리집,동광생오리(한마리),58000원,064-752-1129,제주도 제주시 태성로2길 32(일도이동),제주도 제주시 태성로2길 32(일도이동),제주도 제주시 동광생오리집,3.7
한식_육류,토닥토닥,우동,5000원,064-702-9219,"제주도 제주시 관덕로15길 7, 2층(일도일동)","제주도 제주시 관덕로15길 7, 2층(일도일동)",제주도 제주시 토닥토닥,3.8
한식_육류,옛날통닭닭치고족치고함덕점,옛날통닭,11000원,064-784-1752,"제주도 제주시 조천읍 함와로 54, 1층","제주도 제주시 조천읍 함와로 54, 1층",제주도 제주시 옛날통닭닭치고족치고함덕점,4.4
한식_일반,제라진밥상,성인(5학년부터),8900원,064-784-8858,제주도 제주시 조천읍 함와로 4,제주도 제주시 조천읍 함와로 4,제주도 제주시 제라진밥상,4.6
한식_면류,함덕우동집,옛날우동,7000원,064-782-0406,제주도 제주시 조천읍 함덕6길 39,제주도 제주시 조천읍 함덕6길 39,제주도 제주시 함덕우동집,4.8
한식_육류,몰돗,말스페셜코스,27000원,064-783-1313,제주도 제주시 조천읍 함대로 2,제주도 제주시 조천읍 함대로 2,제주도 제주시 몰돗,4.9
한식_일반,선이네밥집,정식,9000원,064-727-3450,"제주도 제주시 조천읍 신북로 262, 1층","제주도 제주시 조천읍 신북로 262, 1층",제주도 제주시 선이네밥집,4.1
한식_일반,행복맛집,수제순두부,8000원,064-758-6788,제주도 제주시 진남로6길 32(화북일동),제주도 제주시 진남로6길 32(화북일동),제주도 제주시 행복맛집,4.3
기타양식,김녕빵집,소금버터빵,2100원,010-5793-8145,"제주도 제주시 구좌읍 김녕로1길 25, 1층","제주도 제주시 구좌읍 김녕로1길 25, 1층",제주도 제주시 김녕빵집,4.8
한식_일반,소라횟집,우럭매운탕,13000원,064-784-3545,"제주도 제주시 구좌읍 해맞이해안로 1240-3, 1층","제주도 제주시 구좌읍 해맞이해안로 1240-3, 1층",제주도 제주시 소라횟집,4.1
한식_일반,우리두리,고등어구이,13000원,064-782-5442,제주도 제주시 구좌읍 김녕로 173,제주도 제주시 구좌읍 김녕로 173,제주도 제주시 우리두리,4.6
한식_일반,신미국밥,순대국밥,9000원,064-784-9995,제주도 제주시 구좌읍 김녕로 108,제주도 제주시 구좌읍 김녕로 108,제주도 제주시 신미국밥,별점 없음
한식_일반,만배식당,김치찌개,6000원,064-711-1024,제주도 제주시 도두항길 4-4(도두일동),제주도 제주시 도두항길 4-4(도두일동),제주도 제주시 만배식당,4.9
한식_일반,외도우렁이쌈밥,고등어구이쌈밥,9000원,064-712-2347,제주도 제주시 우정로13길 9(외도일동),제주도 제주시 우정로13길 9(외도일동),제주도 제주시 외도우렁이쌈밥,3.8
한식_육류,몽돌,돼지꼬리,19000원,064-745-2877,"제주도 제주시 우정로5길 10, 1층(외도일동)","제주도 제주시 우정로5길 10, 1층(외도일동)",제주도 제주시 몽돌,3.3
한식_육류,소문난두루치기,두루치기,9000원,064-747-7478,"제주도 제주시 우정로 17, 101호(외도일동, 제웅1차솔내음빌리지)","제주도 제주시 우정로 17, 101호(외도일동, 제웅1차솔내음빌리지)",제주도 제주시 소문난두루치기,4.3
한식_육류,재현이네갈비,양념돼지 살갈비(350g),12000원,064-711-5323,제주도 제주시 선덕로 7(연동),제주도 제주시 선덕로 7(연동),제주도 제주시 재현이네갈비,4.9
한식_면류,오양손칼국수,오양칼국수,7000원,064-723-3367,제주도 제주시 공설로9길 1(오라일동),제주도 제주시 공설로9길 1(오라일동),제주도 제주시 오양손칼국수,4.4
한식_일반,번영가든,볶음밥,8000원,064-722-1604,제주도 제주시 번영로 553(봉개동),제주도 제주시 번영로 553(봉개동),제주도 제주시 번영가든,2
한식_일반,비자림길,갈치조림중,45000원,0507-1375-5118,제주도 제주시 구좌읍 비자림로 2682,제주도 제주시 구좌읍 비자림로 2682,제주도 제주시 비자림길,4.6
한식_일반,화북코끼리만두,동태탕(뚝배기),8000원,064-756-7854,제주도 제주시 진동로5길 34(화북일동),제주도 제주시 진동로5길 34(화북일동),제주도 제주시 화북코끼리만두,4
한식_일반,해동이네,내장탕,9000원,064-725-2007,제주도 제주시 임항로 242(건입동),제주도 제주시 임항로 242(건입동),제주도 제주시 해동이네,4.2
한식_일반,일호생구이,김치찌개,6000원,064-711-4026,제주도 제주시 용문로 146(용담이동),제주도 제주시 용문로 146(용담이동),제주도 제주시 일호생구이,5
한식_육류,만나아구찜,오겹살(200g),15000원,064-745-0230,제주도 제주시 흥운길 31(용담2동),제주도 제주시 흥운길 31(용담2동),제주도 제주시 만나아구찜,5
한식_일반,넉둥베기고사리육개장,돼지국밥,6000원,064-743-2585,"제주도 제주시 서문로 9-1,1층(용담일동)","제주도 제주시 서문로 9-1,1층(용담일동)",제주도 제주시 넉둥베기고사리육개장,3.7
한식_육류,애진,생오겹살,13000원,064-757-9800,제주도 제주시 신성로10길 1(이도이동),제주도 제주시 신성로10길 1(이도이동),제주도 제주시 애진,별점 없음
세탁업,진영세탁소,양복상의,4000원,064-724-1629,제주도 제주시 오복4길 9(이도이동),제주도 제주시 오복4길 9(이도이동),제주도 제주시 진영세탁소,1
한식_면류,신해바라기제2호점,국수,5000원,064-702-2324,"제주도 제주시 신산로 67, 1층(일도이동)","제주도 제주시 신산로 67, 1층(일도이동)",제주도 제주시 신해바라기제2호점,1.4
한식_면류,남현순대,순대국밥,8000원,064-751-3374,"제주도 제주시 천수로 56, 108동 102호","제주도 제주시 천수로 56, 108동 102호",제주도 제주시 남현순대,4.2
한식_일반,속초집,쭈꾸미+칼국수+공기밥,9000원,064-752-2848,제주도 제주시 신산로 6(일도일동),제주도 제주시 신산로 6(일도일동),제주도 제주시 속초집,4
한식_면류,도원식당,칼국수,8000원,010-9515-6598,제주도 제주시 동문로4길 9(일도일동),제주도 제주시 동문로4길 9(일도일동),제주도 제주시 도원식당,0
숙박업,호텔 시드니,스탠다드더블,40000원,010-9716-5432,제주도 제주시 애월읍 애월해안로 943,제주도 제주시 애월읍 애월해안로 943,제주도 제주시 호텔 시드니,3.8
숙박업,시드니호텔2,디럭스더블,40000원,0507-1429-6688,제주도 제주시 애월읍 애월해안로 945,제주도 제주시 애월읍 애월해안로 945,제주도 제주시 시드니호텔2,3.8
중식,영춘반점,자장면,5000원,0507-1420-5156,"제주도 서귀포시 중앙로 154, 1층","제주도 서귀포시 중앙로 154, 1층",제주도 서귀포시 영춘반점,4.4
한식_일반,신영음식점,된장찌개,7000원,064-763-3022,제주도 서귀포시 중앙로71번길 4 (서귀동),제주도 서귀포시 중앙로71번길 4 (서귀동),제주도 서귀포시 신영음식점,0
한식_일반,뽕뽕식당,냉면,7000원,064-733-6639,제주도 서귀포시 중앙로42번길 33,제주도 서귀포시 중앙로42번길 33,제주도 서귀포시 뽕뽕식당,3.9
이미용업,소리헤어샵,일반펌,30000원,064-762-0806,제주도 서귀포시 서귀포시 중앙로4번길 4,제주도 서귀포시 서귀포시 중앙로4번길 4,제주도 서귀포시 소리헤어샵,5
한식_육류,한아름식당,돼지고기 (200g),12000원,064-787-5403,제주도 서귀포시 표선면 세성로 265,제주도 서귀포시 표선면 세성로 265,제주도 서귀포시 한아름식당,4.6
한식_일반,고성장터국밥,몸국,7000원,010-3691-4580,제주도 서귀포시 성산읍 고성동서로45-19,제주도 서귀포시 성산읍 고성동서로45-19,제주도 서귀포시 고성장터국밥,4.4
숙박업,장원민박,8평,25000원,064-738-1110,제주도 서귀포시 천제연로 49,제주도 서귀포시 천제연로 49,제주도 서귀포시 장원민박,3.8
한식_면류,바당국수,멸치국수,7000원,064-733-9259,제주도 서귀포시 동문동로 21-1,제주도 서귀포시 동문동로 21-1,제주도 서귀포시 바당국수,3.9
한식_일반,한라산도야지남사골점,오겹살(200g),12000원,064-755-0202,제주도 제주시 서광로3길 48(용담일동),제주도 제주시 서광로3길 48(용담일동),제주도 제주시 한라산도야지남사골점,5
일식,푸른바다회포차,광어회(kg),30000원,064-746-8844,제주도 제주시 수덕7길 47(노형동),제주도 제주시 수덕7길 47(노형동),제주도 제주시 푸른바다회포차,별점 없음
한식_일반,또옵서,된장찌개,6000원,064-794-0051,제주도 제주시 번영로 459(봉개동),제주도 제주시 번영로 459(봉개동),제주도 제주시 또옵서,4.5
숙박업,봉골레하우스,숙박(1박 1인),40000원,064-744-2332,제주도 제주시 추자면 추자로 94-1,제주도 제주시 추자면 추자로 94-1,제주도 제주시 봉골레하우스,5
한식_육류,금순이네,흑돼지(180g),14000원,064-711-1114,"제주도 제주시 정존1길 31, 1층(노형동)","제주도 제주시 정존1길 31, 1층(노형동)",제주도 제주시 금순이네,4.8
한식_일반,공주네국수,물만두,5000원,064-722-4533,"제주도 제주시 삼봉로 353, 1층(봉개동)","제주도 제주시 삼봉로 353, 1층(봉개동)",제주도 제주시 공주네국수,4.5
한식_면류,24시국수회관,고기국수,8000원,064-702-1162,제주도 제주시 남성로 122-1(삼도1동),제주도 제주시 남성로 122-1(삼도1동),제주도 제주시 24시국수회관,4.1
한식_일반,명가돈까스,등심돈까스,8000원,064-711-0204,"제주도 제주시 태성로2길 30-1, 1층(일도이동)","제주도 제주시 태성로2길 30-1, 1층(일도이동)",제주도 제주시 명가돈까스,5
한식_일반,요메기섬현재식당,활우럭매운탕,12000원,070-7778-3356,제주도 제주시 도두항길 10(도두일동),제주도 제주시 도두항길 10(도두일동),제주도 제주시 요메기섬현재식당,4.6
한식_면류,한동네,성게보말칼국수,12000원,064-732-4573,제주도 서귀포시 동부로 4,제주도 서귀포시 동부로 4,제주도 서귀포시 한동네,4.5
한식_육류,새서울두루치기,흑돼지두루치기,7000원,064-732-4211,제주도 서귀포시 태평로 406,제주도 서귀포시 태평로 406,제주도 서귀포시 새서울두루치기,4.3
한식_육류,도남해돈가,양념갈비(320g),16000원,064-753-8851,제주도 제주시 신성로 61-1(도남동),제주도 제주시 신성로 61-1(도남동),제주도 제주시 도남해돈가,5
한식_육류,영춘식당,육개장,9000원,064-900-2770,"제주도 제주시 평전길 12, 1층(삼도일동)","제주도 제주시 평전길 12, 1층(삼도일동)",제주도 제주시 영춘식당,4.6
한식_일반,해림,된장찌개,8000원,064-757-7698,"제주도 제주시 남성로 12, 1층(용담일동)","제주도 제주시 남성로 12, 1층(용담일동)",제주도 제주시 해림,4.8
한식_육류,김대감숯불갈비,양념갈비(500g),13000원,064-763-2777,제주도 서귀포시 동홍중앙로 67,제주도 서귀포시 동홍중앙로 67,제주도 서귀포시 김대감숯불갈비,3.2
중식,효동각,짜장면,4000원,064-751-0089,제주도 제주시 동광로6길 31(이도이동),제주도 제주시 동광로6길 31(이도이동),제주도 제주시 효동각,4.5
이미용업,아름다운 사람들,컷트,10000원,064-722-7741,"제주도 제주시 중앙로 69, 2층(이도일동)","제주도 제주시 중앙로 69, 2층(이도일동)",제주도 제주시 아름다운 사람들,0
한식_면류,서림칡냉면,냉면,7000원,064-756-2009,제주도 제주시 진동로3길 34(화북일동),제주도 제주시 진동로3길 34(화북일동),제주도 제주시 서림칡냉면,4.3
이미용업,머리하기 좋은날,컷트(샴푸미포함),8000원,064-713-6667,제주도 제주시 신대로6길 11(연동),제주도 제주시 신대로6길 11(연동),제주도 제주시 머리하기 좋은날,4.4
한식_일반,마중물,삼계탕,13000원,064-702-8250,제주도 제주시 서사로 62-2(삼도일동),제주도 제주시 서사로 62-2(삼도일동),제주도 제주시 마중물,4.6
한식_일반,남도별미식당,순두부,7000원,064-742-0765,제주도 제주시 흥운길 31(용담이동),제주도 제주시 흥운길 31(용담이동),제주도 제주시 남도별미식당,4.8
이미용업,웰빙이용원,커트,12000원,064-738-6444,제주도 서귀포시 중문로 28,제주도 서귀포시 중문로 28,제주도 서귀포시 웰빙이용원,0
한식_일반,생원전복,돈샤브,13000원,064-792-2109,제주도 서귀포시 안덕면 산방로 7,제주도 서귀포시 안덕면 산방로 7,제주도 서귀포시 생원전복,4.1
한식_일반,둠비정원,비지탕,8000원,064-739-7787,제주도 서귀포시 신중로 13번길 20,제주도 서귀포시 신중로 13번길 20,제주도 서귀포시 둠비정원,4.5
이미용업,영미헤어라인,커트,10000원,064-762-5458,제주도 서귀포시 중앙로48번길 8-1(서귀동),제주도 서귀포시 중앙로48번길 8-1(서귀동),제주도 서귀포시 영미헤어라인,0
이미용업,아름다운풍경미용실,파마,30000원,064-732-8858,"제주도 서귀포시 흙담솔로 20, 101호","제주도 서귀포시 흙담솔로 20, 101호",제주도 서귀포시 아름다운풍경미용실,5
이미용업,지혜미용실,커트,12000원,064-757-8525,제주도 제주시 서사로19길 5(삼도일동),제주도 제주시 서사로19길 5(삼도일동),제주도 제주시 지혜미용실,0
이미용업,영미용실,파마,30000원,064-762-8043,제주도 서귀포시 이중섭로 5-7,제주도 서귀포시 이중섭로 5-7,제주도 서귀포시 영미용실,0
한식_일반,성광식당,내장탕,6000원,064-767-4110,제주도 서귀포시 일주동로 8184,제주도 서귀포시 일주동로 8184,제주도 서귀포시 성광식당,4.8
세탁업,스피드세탁소,양복,8000원,064-764-4071,제주도 서귀포시 남원읍 태위로 657,제주도 서귀포시 남원읍 태위로 657,제주도 서귀포시 스피드세탁소,5
이미용업,영천이용원,이발,17000원,064-732-7683,제주도 서귀포시 서귀포시 상효동 1298-3,제주도 서귀포시 서귀포시 상효동 1298-3,제주도 서귀포시 영천이용원,0
한식_일반,맛있는집,비빔밥,7000원,064-763-3760,제주도 서귀포시 중앙로 110,제주도 서귀포시 중앙로 110,제주도 서귀포시 맛있는집,4.9
한식_일반,대광장식당,순두부,5000원,064-762-9233,제주도 서귀포시 중앙로 79 (서귀동),제주도 서귀포시 중앙로 79 (서귀동),제주도 서귀포시 대광장식당,5
일식,후년하우스,흙돼지샤브샤브,13000원,064-759-9292,제주도 제주시 삼봉로 12(삼양이동),제주도 제주시 삼봉로 12(삼양이동),제주도 제주시 후년하우스,4.8
한식_일반,현옥식당,정식,5000원,064-757-3439,제주도 제주시 서광로 2길 35(오라일동),제주도 제주시 서광로 2길 35(오라일동),제주도 제주시 현옥식당,3.6
이미용업,행복한 머리방,컷트(성인),5000원,064-758-8799,"제주도 제주시 서광로3길 42, 1층(용담일동)","제주도 제주시 서광로3길 42, 1층(용담일동)",제주도 제주시 행복한 머리방,4.3
한식_육류,탐라가든,돼지생갈비(200g),13000원,064-726-1300,제주도 제주시 서사로 51(삼도이동),제주도 제주시 서사로 51(삼도이동),제주도 제주시 탐라가든,3.7
한식_일반,추가네,추어탕,7000원,064-723-7588,제주도 제주시 서사로 176(오라일동),제주도 제주시 서사로 176(오라일동),제주도 제주시 추가네,4.3
한식_일반,산내들,정식,8000원,064-702-0885,제주도 제주시 서광로4길 16(오라일동),제주도 제주시 서광로4길 16(오라일동),제주도 제주시 산내들,3
한식_일반,좀녀마을,성게국,12000원,064-745-3535,제주도 제주시 은남길 25(연동),제주도 제주시 은남길 25(연동),제주도 제주시 좀녀마을,3.9
이미용업,정다운미용실,파마,20000원,064-784-5667,제주도 제주시 진남로6길 36-1(화북일동),제주도 제주시 진남로6길 36-1(화북일동),제주도 제주시 정다운미용실,0
한식_육류,일오삼가든,김치찌개,7000원,064-723-0153,제주도 제주시 진남로8길 13(화북일동),제주도 제주시 진남로8길 13(화북일동),제주도 제주시 일오삼가든,5
한식_일반,인풍,뼈다귀탕,8000원,064-758-8414,제주도 제주시 만덕로 36(건입동),제주도 제주시 만덕로 36(건입동),제주도 제주시 인풍,2.2
