업종,업소명,주요품목,가격,연락처,주소,평점
한식_일반,유정식당,삼겹살 (100g),5000원,053-351-1140,대구광역시 북구 오봉로3길 28 (노원동2가 221-3),0.0
한식_육류,소백산식당,삼겹살(120g),9000원,053-553-2421,대구광역시 서구 북비산로160,5.0
한식_분식,이모김밥,된장찌개,6000원,053-555-8807,대구광역시 서구 달서로136-1,0.0
한식_일반,초원식당,칼국수,4000원,053-521-3780,대구광역시 서구 문화로47길6,0.0
한식_육류,쌍둥이정갈비,돼지갈비(140g),8000원,053-552-9716,대구광역시 서구 국채보상로195,1.5
한식_육류,금성숯불식당,불고기정식,10000원,053-354-8216,대구광역시 서구 팔달로186-1,0.0
중식,금성각,자장면,3500원,053-562-8877,대구광역시 서구 당산로47길69일신a상가105,0.0
중식,덕성반점,자장면,3500원,053-555-6623,대구광역시 서구 문화로49길5-1,5.0
이미용업,아란미용실,퍼머,25000원,053-557-0890,대구광역시 서구 통학로13길15,0.0
이미용업,혜인미용실,퍼머,20000원,053-353-5526,대구광역시 서구 고성로17,0.0
이미용업,성화미용실,퍼머,25000원,053-561-0174,대구광역시 서구 달서로17길17  105호,0.0
한식_찌개류,왕추,찜닭,19000원,053-959-0038,대구광역시 북구 대현로 9길 55 (대현동 257-15),4.4
한식_찌개류,청도추어탕,추어탕,9000원,053-959-9964,대구광역시 동구 아양로 37길 7(신암동),4.0
한식_육류,장터숯불,돼지갈비 미국산,4000원,053-423-2008,대구광역시 북구 공평로 135,4.0
한식_육류,변사또숯불,돼지갈비(미국산150g),4000원,053-422-8650,대구광역시 북구 공평로 135 (칠성동2가 302-95),별점 없음
중식,짜장궁,짜장면,5000원,053-423-2937,대구광역시 북구 칠성남로35길30-28 (칠성동2가 548-8),2.0
중식,상하이반점,짬뽕,5500원,053-325-8376~7,대구광역시 북구 관음동로9길 19,2.7
이미용업,들꽃미용실,컷트,6000원,053-355-7203,대구광역시 북구 침산남로 13길 38-8 (침산1동 1573),0.0
이미용업,시장미용실,컷트,10000원,010-6504-0216,대구광역시 북구 팔달로37길 12 (노원동2가) 374-2),0.0
이미용업,모범이용원,컷트,12000원,053-359-1783,대구광역시 북구 옥산로17길50 (침산3동 369-2 제일@상가),0.0
이미용업,남성헤어샵,컷트,10000원,053-325-7048,"대구광역시 북구 태암로5길 11 (태전2동 1018-14)""",0.0
이미용업,한신이용소,컷트(남성),10000원,053-321-4058,대구광역시 북구 칠곡중앙대로77길 29 (태전1동 945),0.0
이미용업,희망이발관,컷트(남성),11000원,053-322-4778,대구광역시 북구 구암로 21길 13(읍내동 1379-17),0.0
세탁업,명성세탁푸르지오,정장1벌,8500원,053-353-1077,대구광역시 북구 침산로 153 (침산3동 269-10),0.0
한식_일반,이가숯불갈비,"돼지갈비(국내산,미국산) 200g",7000원,053-958-7353,대구광역시 동구 아양로 37-4(신암동),5.0
한식_찌개류,대청봉,삼계탕,13000원,053-941-6540,대구광역시 동구 아양로 206-1(효목동),1.5
한식_면류,희망나눔장수잔치국수,잔치국수,6000원,053-269-8045,대구광역시 동구 동부로 32길 128(신천동),4.0
한식_육류,광명한우식육식당,한우A++갈비살 (100g),19000원,053-953-9433,대구광역시 동구 아양로34길 18(신암동),3.0
한식_일반,다모아식당,해물칼국수,5000원,053-986-2929,대구광역시 동구 파계로 54(지묘동),5.0
한식_면류,시장냉면,얼큰냉면,6000원,053-981-4044,대구광역시 동구 팔공로30길 10-3(불로동),0.0
한식_찌개류,강변복어,복어탕,8000원,053-982-7252,대구광역시 동구 호반길67(방촌동),4.0
일식,정동진,회덮밥,13000원,053-982-0890,대구광역시 동구 동촌로 31(입석동),3.8
한식_찌개류,거송복어,복매운탕,11000원,053-984-6755,대구광역시 동구 동촌로 263(방촌동),3.8
한식_면류,고향손칼국수,잔치국수,4500원,053-752-8894,대구광역시 동구 장등로 9(신천동),4.9
한식_면류,미진손칼국수,손칼국수,6000원,053-941-4664,대구광역시 동구 아양로50길 119-1(효목동),3.3
한식_찌개류,큰집삼계탕,들깨삼계탕,13000원,053-743-1532,대구광역시 동구 효목로1길 21(효목동),4.2
한식_육류,별난집삼겹살,삼겹살,9000원,053-636-1960,대구광역시 달성군 화원읍 명천로 250,4.0
한식_일반,두곡동숯불갈비,돼지왕갈비 (국내산200g),12000원,053-942-8495,대구광역시 동구 아양로49길 6(신암동),0.0
한식_일반,팔공식당,돌솥비빔밥,8000원,053-941-1289,대구광역시 동구 송라로32길 5(신암동),3.0
한식_육류,유정갈비,왕갈비 (국내산200g),9000원,053-943-6616,대구광역시 동구 아양로 6(신암동),0.0
한식_찌개류,대구삼계탕,삼계탕,13000원,053-955-7848,대구광역시 동구 대현로 118-7(신암동),4.3
한식_육류,태종대,삼겹살(국내산140g),9000원,053-983-3477,대구광역시 동구 팔공로24길 19-10(불로동),0.0
한식_육류,흥부고을숯불갈비,"돼지갈비 (독일,칠레산) 250g",8500원,053-986-0092,대구광역시 동구 동촌로 80-14(검사동),4.8
중식,영남루반점,자장면,5000원,053-981-9881,대구광역시 동구 해동로 18(지저동),3.0
한식_육류,이놈애양곱창,모듬메뉴,25000원,053-588-7419,대구광역시 달성군 다사읍 다사로 7,4.5
목욕업,선샤인사우나,목욕료(남),9500원,053-587-0035,대구광역시 달성군 다사읍 대실역북로2길 8-6,별점 없음
한식_일반,대명숯불갈비,비빔밥,6500원,053-615-8668,대구광역시 달성군 논공읍 금강로2길 19-2,0.0
한식_육류,고구려,돼지갈비,9500원,053-639-6766,대구광역시 달성군 화원읍 명천로 244,4.8
중식,금화루,자장면,5000원,053-586-5863,대구광역시 달서구 달서구 성지로14안길 12(용산동 455-6),0.0
이미용업,명호이용소,컷트,12000원,053-616-0061,대구광역시 달성군 현풍읍 현풍로 80,별점 없음
이미용업,강변이용소,컷트,12000원,053-611-8730,대구광역시 달성군 현풍읍 현풍로 56,별점 없음
이미용업,윤정헤어,컷트,15000원,053-586-4790,대구광역시 달성군 다사읍 서재로 30길 6-3,0.0
한식_면류,동곡윤송손칼국수,칼국수,7000원,053-583-6396,대구광역시 달성군 하빈면 달구벌대로55길 87-2,3.0
이미용업,수원미용타운,컷트,12000원,053-643-0782,대구광역시 달성군 화원읍 성화로6길 22,0.0
한식_찌개류,정아국밥,잔치국수,5000원,010-2672-3473,"대구광역시 달성군 화원읍 비슬로 512길 58-5, 110호",0.0
이미용업,이영희헤어샵,컷트,10000원,053-633-5158,"대구광역시 달성군 화원읍 명천로 241, 2층 207호",5.0
한식_면류,순해집손칼국수,칼국수,5500원,053-638-9255,대구광역시 달성군 화원읍 사문진로 425,3.7
한식_면류,서순자손수제비,칼국수,5500원,053-637-1606,대구광역시 달성군 화원읍 비슬로 516길 54,4.8
한식_육류,까치골숯불촌,"돼지갈비 (국내산,180g)",8000원,053-655-0445,대구광역시 달서구 달서구 파도고개로 225(두류동 108-12),4.5
한식_면류,평사리가는길,칼국수,6000원,053-624-2645,대구광역시 달서구 달서구 대명천로 50(성당동 344),0.0
한식_육류,365먹골촌,"돼지갈비(독일산, 250g)",9000원,053-622-0222,대구광역시 달서구 달서구 파도고개로30길 2(두류동),5.0
중식,동보성반점,자장면,5000원,053-652-1800,대구광역시 달서구 달서구 월배로 422(송현동 207-12),5.0
중식,영화반점,자장면,3000원,053-592-9166,대구광역시 달서구 달서구 선원로37남길 20(이곡동 1356-8),3.0
한식_일반,현대식당,칼국수,6000원,053-554-6401,대구광역시 달서구 달서구 당산로 27(본리동 145-5),0.0
한식_일반,아름식당,칼국수,6000원,053-622-5556,대구광역시 달서구 달서구 파도고개로 198(두류동 1249-19),5.0
한식_일반,가야산식당(숯불갈비),김치찌개,5000원,053-624-1348,대구광역시 달서구 달서구 두류공원로50길 17(두류동 141-1),0.0
한식_일반,가야산식육식당,된장찌개,3000원,053-656-6166,대구광역시 달서구 달서구 송현로 178-1(송현동 534-1),3.7
한식_일반,밥묵고고기묵고,칼국수,6000원,070-8196-8188,대구광역시 달서구 달서구 월배로14길 11(진천동 626-25),3.9
일식,돌섬회타운,생선초밥,7000원,053-622-4589,대구광역시 달서구 달서구 달구벌대로 1732-4(두류동 488-9),5.0
한식_면류,착한칼국수,멸치칼국수,6000원,053-563-3650,대구광역시 달서구 달서구 와룡로 22(본동 959-1),4.6
한식_일반,박가네돈까스,돈까스,8000원,053-636-1286,"대구광역시 달서구 달서구 월성로 77, 나동상가 110호(월성동 86 )",0.0
한식_일반,시골밥상,칼국수,4000원,053-628-2323,대구광역시 달서구 달서구 야외음악당로47길 112(두류동),0.0
양식,지구인,돈까스,7500원,053-657-0535,대구광역시 남구 명덕로40길97-1,4.8
중식,우당탕반점,자장면,4000원,053-636-3688,대구광역시 달서구 달서구 월배로34길 48(상인동 343-4),5.0
중식,천안문,자장면,3000원,053-621-9663,대구광역시 달서구 달서구 두류공원로 128(성당동 118-11),2.3
중식,홍화성,자장면,4000원,053-636-9033,대구광역시 달서구 달서구 송현로 103(송현동 1029-1),0.0
이미용업,수미미용실,커트,10000원,053-656-6053,대구광역시 달서구 달서구 야외음악당로9길 37(성당동 420-2 46호),0.0
이미용업,수헤어,커트,9000원,053-526-2648,대구광역시 달서구 달서구 당산동길 45(성당동 708-27),5.0
이미용업,신광이용소,성인남성 커트,9000원,053-624-3953,대구광역시 달서구 달서구 구마로39길 30(성당동 824-63),0.0
이미용업,내담미용실,드라이,8000원,053-634-3339,대구광역시 달서구 달서구 상화로29길 48,5.0
이미용업,이경화헤어샵,커트,10000원,053-582-0359,대구광역시 달서구 달서구 선원로14길 56(신당동 1765-4),0.0
이미용업,신라미장,파마,35000원,053-584-2405,대구광역시 달서구 달서구 새동네로 34(용산동 410-2),1.0
목욕업,록천목욕탕,"목욕료 (남,여)",5500원,053-633-5145,대구광역시 달서구 달서구 월배로24길 66(진천동 258-3),3.3
한식_일반,김가네철판닭갈비앤부대찌개,돈까스,7000원,053-622-4018,대구광역시 남구 명덕로40길115-3,5.0
한식_일반,한마음식당,된장찌개,7000원,054-383-0039,대구광역시 군위군 군위읍 중앙길 56-16,0.0
한식_분식,청도할머니김밥,청도김밥,1300원,053-202-4001,대구광역시 남구 중앙대로22길173-2,3.0
한식_일반,뒤뜨레,수제돈까스,7000원,053-654-7759,대구광역시 남구 명덕로40길 116,0.0
한식_일반,영선식당,비빔밥,7000원,053-473-3323,대구광역시 남구 중앙대로48길 16-4,0.0
한식_육류,하하생막창뒷고기,생삼겹(150g),9000원,053-622-8141,대구광역시 남구 명덕시장길 79,0.0
한식_육류,미스돈생삼겹살,생삼겹살(150g),10000원,053-651-3301,대구광역시 남구 두류공원로 118,5.0
한식_일반,화신불고기,청국장,5000원,053-473-6686,대구광역시 남구 봉덕로13길 17-1,5.0
한식_찌개류,할매가마솥국밥,돼지국밥,7000원,053-475-2375,대구광역시 남구 이천로 48,5.0
한식_면류,수목식당,칼국수,5000원,053-473-7085,대구광역시 남구 봉덕로 115,2.0
세탁업,군위크리닝,드라이클리닝,6000원,054-383-3777,대구광역시 군위군 군위읍 중앙길 24,0.0
