업종,업소명,주요품목,가격,연락처,주소,평점
한식_일반,나래분식,칼국수,5000원,043-838-3828,충청북도 증평군 증평읍 중앙로8길 14,5.0
이미용업,윤정미용실,성인여자컷트,6000원,043-872-3488,충청북도 음성군 음성읍 중앙로 150,0.0
이미용업,유미용실,커트,10000원,043-832-3080,충청북도 괴산군 괴산읍 읍내로10길 9,0.0
한식_일반,대하식당,된장보리밥,7000원,043-836-9514,충청북도 괴산군 청안면 청안읍내로 51,5.0
한식_일반,상록숯불갈비,김치찌개,7000원,043-833-1084,충청북도 괴산군 괴산읍 읍내로16길 3-10,4.3
중식,풍일식당,짬뽕,7000원,043-832-2176,충청북도 괴산군 괴산읍 읍내로15길 7,1.8
한식_일반,산천식당,백반,7000원,043-834-6474,충청북도 괴산군 괴산읍 임꺽정로 162,4.8
이미용업,청안미용실,커트,5000원,043-836-5969,충청북도 괴산군 청안면 청안읍내로 49,0.0
이미용업,김민영미용실,커트,10000원,043-834-1387,충청북도 괴산군 괴산읍 읍내로15길 6-1,0.0
이미용업,제일미용실,커트,10000원,043-832-2621,충청북도 괴산군 괴산읍 읍내로13길 20,0.0
이미용업,이화순미용실,커트,4000원,043-838-4672,충청북도 증평군 증평읍 중앙로8길 38,1.0
세탁업,우리세탁소,정장 1벌,7000원,043-836-5808,충청북도 증평군 증평읍 두름로1길 17,1.0
한식_일반,시장치킨&튀김,북어칼국수,5000원,043-731-2929,충청북도 옥천군 옥천읍 삼금로 5길 5-14,0.0
한식_육류,시장축산물식당,삼겹살,13000원,043-838-7744,충청북도 증평군 증평읍 장뜰로 36,0.0
한식_육류,매봉가든,오리정식(4인분),45000원,043-742-0399,충청북도 영동군 용산면 서신항길 12,0.0
한식_일반,오목식당,추어탕,7000원,043-743-3152,충청북도 영동군 영동읍 부용5길 11,0.0
한식_일반,코끼리만두,고기만두(1인분),4000원,043-743-4165,충청북도 영동군 영동읍 중앙로 35,0.0
한식_기타,순이네식당,순대국밥,7000원,043-743-5685,충청북도 영동군 영동읍 영동시장3길 10-1,4.7
중식,복무춘,짜장면,4500원,043-742-1531,충청북도 영동군 영동읍 영동시장3길 29,0.0
한식_육류,덕성식육식당,생삼겹살(180g),12000원,043-744-0900,충청북도 영동군 영동읍 중앙로1길 3,0.0
한식_육류,홍능갈비,돼지갈비(220g),9000원,043-744-1185,충청북도 영동군 영동읍 계산로7길 7-4,3.0
한식_육류,금강한우농장,소고기,22000원,043-732-9926,충청북도 옥천군 이원면 신흥길 2,별점 없음
한식_육류,옥천숯불촌,삼겹살,13000원,043-733-6655,충청북도 옥천군 옥천읍 금장로 109-7,0.0
한식_육류,옥천푸줏간,삼겹살,13000원,043-731-4333,충청북도 옥천군 옥천읍 삼금로 30,4.7
양식,봉이네돈까스,등심돈까스,10500원,043-543-8833,충청북도 보은군 마로면 관기송현로 96,5.0
한식_일반,정자가든식당,삼계탕,13000원,043-731-3355,충청북도 옥천군 군북면 이백길 3,0.0
이미용업,공주이용원,이발,12000원,043-733-1501,충청북도 옥천군 군북면 옥천로 1122,0.0
이미용업,제일미용실,커트,7000원,043-732-2339,충청북도 옥천군 이원면 신흥길 10-1,0.0
한식_일반,달달이치킨,후라이드,16000원,043-732-6022,충청북도 옥천군 안내면 현리길 90-1,별점 없음
한식_면류,매화칼국수,콩나물비빔밥,6000원,043-731-2878,충청북도 옥천군 옥천읍 매화길 16,5.0
이미용업,파파머리방,커트,6000원,043-731-2298,충청북도 옥천군 옥천읍 중앙로6길 3,5.0
이미용업,대원미용실,커트,6000원,043-732-9898,충청북도 옥천군 옥천읍 옥천로 1632,0.0
한식_일반,김밥천냥,김밥,1000원,043-731-1471,충청북도 옥천군 옥천읍 삼금로 13,4.4
기타양식,하얀풍차,햄버거,1000원,043-732-0871,충청북도 옥천군 옥천읍 중앙로 63,0.0
중식,북경루,짜장면,5000원,043-733-2028,충청북도 옥천군 옥천읍 삼금로5길 5-14,0.0
한식_면류,수한칼국수,칼국수,7000원,043-543-1422,충청북도 보은군 수한면 보청대로 2117-4,5.0
양식,수제돈까스,수제왕돈가스,15000원,043-645-3939,충청북도 제천시 남산로5길 13 (화산동),4.5
한식_일반,기사님식당,제육볶음백반,10000원,043-543-3729,충청북도 보은군 속리산면 법주사로 18,4.6
한식_일반,수한식당,한정식,8000원,043-544-2768,충청북도 보은군 보은읍 삼산로2길 12,4.9
한식_일반,중앙식당,찌개백반,7000원,043-544-2250,충청북도 보은군 보은읍 삼산로 34-3,3.9
한식_면류,엄마손칼국수,칼국수,7000원,043-543-2007,"충청북도 보은군 보은읍 삼산남로 47, 101-105",5.0
한식_육류,혜성정육점식당,설렁탕,8000원,043-542-7361,충청북도 보은군 보은읍 삼산남로 7-1,3.5
이미용업,성모미용실,커트(성인),8000원,043-544-4051,충청북도 보은군 보은읍 보은로 116-5,0.0
한식_육류,원남식당(숯불구이),소금구이,12000원,043-542-6419,충청북도 보은군 삼승면 원남로 17,4.2
양식,피자이레,돈까스,8500원,043-543-3225,충청북도 보은군 보은읍 남부로 4515,5.0
한식_육류,보은생고기,생삼겹,12000원,043-543-7169,충청북도 보은군 회남면 사담길 51,별점 없음
한식_일반,삼보정,돼지갈비,14000원,043-542-2312,충청북도 보은군 보은읍 삼산로4길 8,별점 없음
한식_일반,성별식당,청국장,8000원,043-543-8007,충청북도 보은군 보은읍 삼산로 6길 5,3.7
이미용업,선미용실,파마,25000원,043-644-7424,충청북도 제천시 용두천로 16길 7(교동),0.0
한식_육류,향촌,닭갈비(250g),12000원,043-646-1557,충청북도 제천시 성봉로 8 (청전동),5.0
한식_일반,맹이네촌가,두부찌개,8000원,043-646-2992,충청북도 제천시 의림대로33길 23-1(청전동),4.0
한식_육류,돼지세상,돼지왕갈비,14000원,043-645-3692,충청북도 제천시 의병대로246 (신백동),0.0
한식_일반,산너울장수촌,약선오리누룽지백숙,60000원,043-652-7727,충청북도 제천시 용두대로 29안길 6 (신월동),3.7
한식_면류,자매해물칼국수,해물칼국수,7000원,043-645-8142,충청북도 제천시 하소로 1길 3 (하소동),4.6
한식_일반,쥐눈이콩마을,두부전골,8000원,043-642-4489,충청북도 제천시 내토로17길 4-1 (영천동),5.0
한식_면류,용천막국수 본점,물막국수,7000원,043-645-4888,충청북도 제천시 의병대로 165 (동현동),4.2
이미용업,경호이발관,커트,7000원,043-644-8627,충청북도 제천시 풍양로 123 (남천동),0.0
한식_일반,부흥식당,된장찌개,7000원,043-646-0883,충청북도 제천시 풍양로 19길 11 (중앙로1가),5.0
이미용업,드라마헤어샵,파마,30000원,043-647-5074,충청북도 제천시 의병대로55(명동),0.0
한식_육류,춘천호반닭갈비막국수,닭갈비(300g),12000원,043-646-8999,충청북도 제천시 신죽하로 145 (고암동),4.3
한식_육류,오륙도식육식당,생고기모듬,12000원,043-857-2943,충청북도 충주시 사직로113,5.0
한식_육류,청풍호 청정한우,황기사골곰탕,8000원,043-647-9485,충청북도 제천시 금성면 청풍호로 743,4.2
한식_일반,사또가든,청국장,8000원,043-653-4960,충청북도 제천시 봉양읍 제원로 394,4.6
한식_일반,백송식당,칼국수,4000원,043-851-1020,충청북도 충주시 사직산23길10(문화동),0.0
한식_일반,엄정우리집,백반,8000원,043-848-0017,충청북도 충주시 엄정면 동막 강현길401,0.0
이미용업,마을이발관,커트,8000원,043-855-8444,충청북도 충주시 원호암3길1(호암동),0.0
한식_면류,메밀마당,메밀막국수,7500원,043-855-0283,충청북도 충주시 중앙탑면 중앙탑길103,4.4
한식_면류,청정야채버섯칼국수,쇠고기샤브칼국수,8000원,043-852-6966,충청북도 충주시 형설로 109,4.0
한식_일반,금강감자탕,김치찌개,8000원,043-847-1736,충청북도 충주시 남산로 58,0.0
한식_일반,밤안개식당,청국장,8000원,043-852-6065,충청북도 충주시 엄정면 구룡로393,4.2
이미용업,헤어센스미용실,커트,8000원,043-852-1141,충청북도 충주시 신니면 용원1길 3,0.0
한식_일반,오복쌈밥,우렁이쌈밥,8000원,043-842-9710,충청북도 충주시 사직로191-3,3.2
이미용업,가든미용실,커트,5000원,043-223-8097,충청북도 청주시 상당구 청남로2197번길 12(석교동),0.0
한식_일반,무림장,감자탕(소),15000원,043-842-0357,충청북도 충주시 사직산21길 10-1,5.0
한식_일반,박가네식당,청국장,6000원,043-843-4136,충청북도 충주시 사직산 21길 43,0.0
이미용업,하나미용실,커트,7000원,043-847-6943,충청북도 충주시 사직산21길35(문화동),0.0
한식_면류,홍천식당,메밀칼국수,7000원,043-851-2075,충청북도 충주시 교동1길15-7,4.0
한식_일반,뜨럭,청국장,5000원,043-855-1213,충청북도 충주시 교동5길4,0.0
이미용업,컷트마당,커트,5000원,043-293-9123,충청북도 청주시 상당구 월평로 206(용암동),4.7
이미용업,고려미용실,커트,7000원,043-274-6207,충청북도 청주시 서원구 모충로 98-1(모충동),0.0
이미용업,명인헤어샵,커트,13000원,043-232-5530,충청북도 청주시 흥덕구 풍년로 26(가경동),0.0
